Judicial & Special Operations Duties Performed,2013
Courthouse/Courtroom Case Security (Judicial Services),"69,000+"
Warrants Cleared (Special Operations),"17,000+"
Civil Documents Served (Judicial Service Deputies),48
Civil Documents Served Average Service Turn Around Time,678
Prisoners Transported (Special Operations Deputies),1700
