Judicial & Special Operations Duties Performed,2009
Courthouse/Courtroom Case Security (Judicial Services),"77,425"
Warrants Cleared (Special Operations),"29,395"
Civil Documents Served (Judicial Service Deputies),48
Civil Documents Served Average Service Turn Around Time,"1,188"
Registered Sex Offender Address Verification via Unannounced Sweep,47
