Activities/Programs Other Than Mandated Tasks The Albemarle County Sheriff's Office Was Involved In
AED/CPR Training
Child Fingerprinting
Eddie Eagle Gun Safety
First Steps Course for CCW
Game Enforcement
Home Firearm Safety
Hunter Education and Safety
Internet Crimes Against Children
McGruff Crime Prevention Program
Project Lifesaver
Refuse to be a Victim
School Crossing Guard Training
Search and Rescue
Triad
