Months Since Release,6,12,18,24,36
FY2007,16.6,31.4,41.8,45.8,57.3
FY2008,15.5,29.2,38.9,43.3,54.8
FY2009,14.2,28.1,37.3,41.4,53.9
FY2010,13.8,27.5,37.5,41.5,
FY2011,13.3,26.9,,,
