Date,Street Address,Number,Notes
2/4/2015,Butler Drive 1,,
2/5/2015,N Armistead Ave/ W Mercury 1 DOA,,
2/9/2015,West Park Lane,1,
2/9/2015,Fox Hill Road,1,DOA
2/10/2015,Beach Road,1,
2/11/2015,N King St/ E Gilbert,1,DOA
2/11/2015,Newmarket Square,1,
2/13/2015,S. Armistead Avenue,1,
2/18/2015,Grimes Road/ Kensington Dr,1,
2/23/2015,Aspenwood Dr,1,DOA
2/23/2015,E Pembroke Ave,1,DOA
2/23/2015,W Pembroke Ave/ N Back River,1,DOA
2/28/2015,W Mercury Blvd,1,
