Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,18,10,8,4,10,4,6,11,14,10,14,21,1
Tuesday,22,5,5,8,7,8,10,16,13,20,16,15,1
Wednesday,17,16,6,6,7,9,12,16,12,17,16,10,0
Thursday,15,8,6,1,7,6,6,6,9,14,13,14,1
Friday,16,11,8,2,5,10,4,12,19,17,22,13,2
Saturday,15,10,11,3,10,9,8,10,11,14,24,12,3
Sunday,21,16,7,3,3,5,7,11,16,14,16,16,1
Total,124,76,51,27,49,51,53,82,94,106,121,101,9
