Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,147,37,35,85,99,79,104,77,99,138,150,142,19
Tuesday,105,53,33,64,94,62,75,89,120,129,145,144,26
Wednesday,104,47,34,71,110,49,90,76,127,131,150,166,15
Thursday,132,48,34,58,92,80,75,92,115,120,154,147,15
Friday,120,44,27,64,93,69,90,87,152,151,155,186,35
Saturday,163,79,40,43,87,95,104,72,105,125,136,166,19
Sunday,154,90,30,41,71,62,72,57,117,122,149,148,16
Total,925,398,233,426,646,496,610,550,835,916,1039,1099,145
