Crimes Against Property,2010
Arson ,11
Extortion/Blackmail ,1
Burglary ,139
Larceny ,945
Motor Vehicle theft ,36
Counterfeiting/Forgery ,52
Fraud ,177
Embezzlement ,20
Stolen Property ,9
Property Damage/Vandalism ,581
Bribery ,0
