Crimes Against Property,2014
Arson ,3
Extortion/Blackmail ,0
Burglary ,233
Larceny ,912
Motor Vehicle theft ,31
Counterfeiting/Forgery ,40
Fraud ,285
Embezzlement ,23
Stolen Property ,8
Property Damage/Vandalism ,619
Bribery ,0
