Survey Year,UnitID,Institution Name,Campus ID,Campus Name,Institution Size,Murder/Non-Negligent Manslaughter,Negligent Manslaughter,Sex Offenses - Forcible,Sex Offenses - Non-Forcible,Robbery,Aggravated Assault,Burglary,Motor Vehicle Theft,Arson
2008,419022,ACT College,1,Arlington Campus,498,0,0,0,0,0,0,0,0,0
2008,419022,ACT College,2,Alexandria Campus,498,0,0,0,0,0,0,0,0,0
2008,419022,ACT College,3,Manassas Campus,498,0,0,0,0,0,0,0,0,0
2008,231411,Advanced Technology Institute,1,Advanced Technology Institute - Virginia Beach,586,0,0,0,0,0,0,0,0,0
2008,231411,Advanced Technology Institute,2,ATI - Virginia Beach Airport Facility,586,0,0,0,0,0,0,0,0,0
2008,232797,American National University,1,American National University - Salem,4644,0,0,0,0,0,0,0,0,0
2008,232797,American National University,2,American National University - Charlottesville,4644,0,0,0,0,0,0,0,0,0
2008,232797,American National University,3,American National University - Martinsville,4644,0,0,0,0,0,0,0,0,0
2008,232797,American National University,4,American National University - Lynchburg,4644,0,0,0,0,0,0,0,0,0
2008,232797,American National University,5,American National University - Danville,4644,0,0,0,0,0,0,0,0,0
2008,232797,American National University,6,American National University - Princeton,4644,0,0,0,0,0,0,0,0,0
2008,232797,American National University,7,American National University - Harrisonburg,4644,0,0,0,0,0,0,0,0,0
2008,232797,American National University,8,National College of Business & Technology-Bristol,4644,0,0,0,0,0,0,0,0,0
2008,232797,American National University,9,National College of Business & Technology-Knoxville,4644,0,0,0,0,0,0,0,0,0
2008,232797,American National University,10,National College -  Cincinnati,4644,0,0,0,0,0,0,0,0,0
2008,232797,American National University,11,National College  - Kettering,4644,0,0,0,0,0,0,0,0,0
2008,232797,American National University,12,National College-Youngstown,4644,0,0,0,0,0,1,0,0,0
2008,432348,Appalachian School of Law,1,Main Campus,350,0,0,0,0,0,0,0,0,0
2008,419457,Argosy University-Washington DC,1,Argosy University - Washington,1137,0,0,0,0,0,0,1,0,0
2008,231420,Averett University,1,Main Campus,842,0,0,2,0,1,3,14,0,0
2008,449931,Averett University-Non-traditional programs,1,GPS-Main Campus,1664,0,0,0,0,0,0,4,0,0
2008,449931,Averett University-Non-traditional programs,2,GPS-Chesapeake,1664,0,0,0,0,0,0,0,0,0
2008,449931,Averett University-Non-traditional programs,3,GPS-Quantico,1664,0,0,0,0,0,0,0,0,0
2008,449931,Averett University-Non-traditional programs,4,Richmond,1664,0,0,0,0,1,0,0,0,0
2008,448257,Avi Career Training,1,Main Campus,15,0,0,0,0,0,0,0,0,0
2008,427973,Aviation Institute of Maintenance-Chesapeake,1,Main Campus,201,0,0,0,0,1,0,1,0,0
2008,445762,Aviation Institute of Maintenance-Manassas,1,Main Campus,140,0,0,0,0,0,0,0,0,0
2008,366793,Baptist Theological Seminary at Richmond,1,Main Campus,120,0,0,0,0,0,0,0,0,0
2008,231280,Bar Palma Beauty Careers Academy,1,Main Campus,73,0,0,0,0,0,0,0,0,0
2008,231536,Blue Ridge Community College,1,Weyers Cave Campus,4466,0,0,1,0,0,0,0,0,0
2008,231554,Bluefield College,1,Main Campus,736,0,0,0,0,0,0,0,0,0
2008,233356,Bon Secours Memorial College of Nursing,1,Main Campus,310,0,0,0,0,0,0,0,0,0
2008,233480,Bon Secours St Mary's Hospital School of Medical Imaging,1,Main Campus,,0,0,0,0,0,0,0,0,0
2008,231581,Bridgewater College,1,Main Campus,1514,0,0,0,0,0,0,20,0,0
2008,231828,Bryant & Stratton College-Richmond,1,Richmond Campus,560,0,0,0,0,0,0,0,0,0
2008,231785,Bryant & Stratton College-Virginia Beach,1,Main Campus,595,0,0,0,0,0,0,0,0,0
2008,441858,Career Training Solutions,1,Main Campus,325,0,0,0,0,0,0,0,0,0
2008,231688,Central School of Practical Nursing,1,Main Campus,47,0,0,0,0,0,0,0,0,0
2008,231697,Central Virginia Community College,1,Main Campus,5412,0,0,0,0,0,0,3,0,0
2008,231697,Central Virginia Community College,2,Altavista Center,5412,0,0,0,0,0,0,0,0,0
2008,231697,Central Virginia Community College,3,Brookneal Center,5412,0,0,0,0,0,0,0,0,0
2008,231697,Central Virginia Community College,4,Bedford Center,5412,0,0,0,0,0,0,0,0,0
2008,231697,Central Virginia Community College,5,Appomattox Center,5412,0,0,0,0,0,0,0,0,0
2008,451592,Centura College-Alexandria,1,Centura College,24,0,0,0,0,0,0,0,0,0
