Survey Year,UnitID,Institution Name,Campus ID,Campus Name,Institution Size,Name of Facility,Street Address,Total Fires,Category of Fire,Cause of Fire,Fire-related Injuries,Fire-related Deaths,Property Damage
2013,231420,Averett University,1,Main Campus,906,Main Hall,420 West Main st.,0,,,,,
2013,231420,Averett University,1,Main Campus,906,Bishop Hall,420 West Main st.,0,,,,,
2013,231420,Averett University,1,Main Campus,906,Davenport Hall,420 West Main st.,0,,,,,
2013,231420,Averett University,1,Main Campus,906,Danville Hall,420 West Main st.,0,,,,,
2013,231420,Averett University,1,Main Campus,906,Fugate Hall,420 West Main st.,0,,,,,
2013,231420,Averett University,1,Main Campus,906,Averett Commons Apt. building 1,210 Mt. View Road,0,,,,,
2013,231420,Averett University,1,Main Campus,906,Averett Commons Apt. building 2,212 Mt. View Road,0,,,,,
2013,231420,Averett University,1,Main Campus,906,Averett Commons Apt. building 3,214 Mt. View Road,0,,,,,
2013,231420,Averett University,1,Main Campus,906,Mt. View Apartments,252 Mt. View Road.,0,,,,,
2013,366793,Baptist Theological Seminary at Richmond,1,Main Campus,77,Graves Hall,3400 Brook Road,0,,,,,
2013,366793,Baptist Theological Seminary at Richmond,1,Main Campus,77,Kraemer,1207 Palmyra Ave,0,,,,,
2013,231554,Bluefield College,1,Main Campus,842,Alumni Hall,"3000 College Drive, Bluefield Virginia 24605",0,,,,,
2013,231554,Bluefield College,1,Main Campus,842,Rish Hall,"3000 College Drive Bluefield Virginia, 24605",0,,,,,
2013,231554,Bluefield College,1,Main Campus,842,Cruise Hall,"3000 College Drive 3000 College Drive, Bluefield, Virginia, 24605",0,,,,,
2013,231554,Bluefield College,1,Main Campus,842,East River Hall,3000 College Drive Bluefield Virginia 24605,0,,,,,
2013,231554,Bluefield College,1,Main Campus,842,Married Student Housing Cottage # 4,"3000 College Drive Bluefield Virginia, 24605",0,,,,,
2013,231554,Bluefield College,1,Main Campus,842,Bluestone Commons,3000 College Drive Bluefield Virginia,0,,,,,
2013,231581,Bridgewater College,1,Main Campus,1848,Blue Ridge Hall,449 Dinkel Avenue,0,,,,,
2013,231581,Bridgewater College,1,Main Campus,1848,Daleville Hall,451 Dinkel Avenue,0,,,,,
2013,231581,Bridgewater College,1,Main Campus,1848,Dillon Hall,461 Dinkel Avenue,0,,,,,
2013,231581,Bridgewater College,1,Main Campus,1848,Geisert Hall,400 Dinkel Avenue,0,,,,,
2013,231581,Bridgewater College,1,Main Campus,1848,Heritage Hall,401 Dinkel Avenue,0,,,,,
2013,231581,Bridgewater College,1,Main Campus,1848,Wakeman Hall,460 Dinkel Avenue,0,,,,,
2013,231581,Bridgewater College,1,Main Campus,1848,Wright Hall,110 3rd Street,0,,,,,
2013,231581,Bridgewater College,1,Main Campus,1848,Wampler Apts. A-B-C,440 Dinkel Avenue,0,,,,,
2013,231581,Bridgewater College,1,Main Campus,1848,Stone Village 432,432 East College St.,0,,,,,
2013,231581,Bridgewater College,1,Main Campus,1848,Honor House 305,305 East College St.,0,,,,,
2013,231581,Bridgewater College,1,Main Campus,1848,Honor House 307,307 East College St.,0,,,,,
2013,231581,Bridgewater College,1,Main Campus,1848,Honor House 308,308 East College St.,0,,,,,
2013,231581,Bridgewater College,1,Main Campus,1848,Honor House 309,309 East College St.,0,,,,,
2013,231581,Bridgewater College,1,Main Campus,1848,Honor House 418,418 East College St.,0,,,,,
2013,231581,Bridgewater College,1,Main Campus,1848,Honor House 420,420 East College St.,0,,,,,
2013,231581,Bridgewater College,1,Main Campus,1848,Honor House 429,429 East College St.,0,,,,,
2013,231581,Bridgewater College,1,Main Campus,1848,Second Street Apartments,102 N. 2nd Street,0,,,,,
2013,231581,Bridgewater College,1,Main Campus,1848,Honor House 431,431 East College Street,0,,,,,
2013,231581,Bridgewater College,1,Main Campus,1848,Stone Village 424,424 East College Street,0,,,,,
2013,231581,Bridgewater College,1,Main Campus,1848,Stone Village 428,428 East College Street,0,,,,,
2013,231581,Bridgewater College,1,Main Campus,1848,Stone Village 436,436 East College Street,0,,,,,
2013,231581,Bridgewater College,1,Main Campus,1848,Stone Village 440,440 East College Street,0,,,,,
2013,231581,Bridgewater College,1,Main Campus,1848,Stone Village 444,444 East College Street,0,,,,,
2013,231581,Bridgewater College,1,Main Campus,1848,Wampler Apts. D,450 East College Street,0,,,,,
2013,231712,Christopher Newport University,1,Main Campus,5232,Santoro Hall,"1 Avenue of the Arts Newport News, VA 23606",0,,,,,
2013,231712,Christopher Newport University,1,Main Campus,5232,James River Hall,"1 Avenue of the Arts Newport News, VA 23606",0,,,,,
2013,231712,Christopher Newport University,1,Main Campus,5232,York River Hall,"1 Avenue of the Arts Newport News, VA 23606",0,,,,,
2013,231712,Christopher Newport University,1,Main Campus,5232,Potomac River Hall,"1 Avenue of the Arts Newport News, VA 23606",0,,,,,
2013,231712,Christopher Newport University,1,Main Campus,5232,CNU Apartments,"1 Avenue of the Arts Newport News, VA 23606",1,Unintentional,Other,0,0,$0-$99
2013,231712,Christopher Newport University,1,Main Campus,5232,Village Apartments,"1 Avenue of the Arts Newport News, VA 23606",2,Unintentional,Cooking,0,0,$0-$99
2013,231712,Christopher Newport University,1,Main Campus,5232,Village Apartments,"1 Avenue of the Arts Newport News, VA 23606",2,Unintentional,Cooking,0,0,$0-$99
2013,231712,Christopher Newport University,1,Main Campus,5232,Warwick River Apartments,"1 Avenue of the Arts Newport News, VA 23606",0,,,,,
2013,231712,Christopher Newport University,1,Main Campus,5232,Greek Village Apartments,"1 Avenue of the Arts Newport News, VA 23606",0,,,,,
2013,231712,Christopher Newport University,1,Main Campus,5232,CNU Landing Apartments,"1 Avenue of the Arts Newport News, VA 23606",0,,,,,
2013,231712,Christopher Newport University,1,Main Campus,5232,Merrit and Prince Drew Housing,"1 University Place Newport News, VA 23606",,,,,,
2013,231712,Christopher Newport University,1,Main Campus,5232,Rappahannock River Hall,"1 Avenue of the Arts Newport News, VA 23606",0,,,,,
2013,231624,College of William and Mary,1,Main Campus,8376,Barrett Hall,313 Jamestown Road,0,,,,,
2013,231624,College of William and Mary,1,Main Campus,8376,Brown Hall,107 North Boundary Street,0,,,,,
2013,231624,College of William and Mary,1,Main Campus,8376,Bryan Hall,300 Richmond Road,0,,,,,
2013,231624,College of William and Mary,1,Main Campus,8376,Cabel Hall,500 Ukrop Way,0,,,,,
2013,231624,College of William and Mary,1,Main Campus,8376,Camm Hall,300 Richmond Road,0,,,,,
2013,231624,College of William and Mary,1,Main Campus,8376,Chandler Hall,701 Landrum Drive,0,,,,,
2013,231624,College of William and Mary,1,Main Campus,8376,Dawson Hall,300 Richmond Road,0,,,,,
2013,231624,College of William and Mary,1,Main Campus,8376,Dinwiddie Hall,100 Wake Drive,0,,,,,
2013,231624,College of William and Mary,1,Main Campus,8376,Dupont Hall,101 Wake Drive,0,,,,,
