Date ,Charge ,Street ,Zipcode ,SubDivsion
5/12/2006,PETIT LARCENY ,EAST ROCHAMBEAU DRIVE ,23188,
5/6/2006,RECKLESS - GENERAL ,EAST ROCHAMBEAU DRIVE ,23188,
5/6/2006,PETIT LARCENY ,EAST ROCHAMBEAU DRIVE ,23188,
5/6/2006,"ASSAULT, SIMPLE, DOMESTIC ",EAST ROCHAMBEAU DRIVE ,23188,
4/10/2006,GRAND LARCENY ,EAST ROCHAMBEAU DRIVE ,23188,
4/30/2006,PETIT LARCENY ,EAST ROCHAMBEAU DRIVE ,23188,
4/19/2006,CREDIT CARD FRAUD ,EAST ROCHAMBEAU DRIVE ,23188,
4/19/2006,CREDIT CARD THEFT ,EAST ROCHAMBEAU DRIVE ,23188,
4/15/2006,LOST PROPERTY ,EAST ROCHAMBEAU DRIVE ,23188,
3/27/2006,GRAND LARCENY ,EAST ROCHAMBEAU DRIVE ,23188,
3/27/2006,RECOVERED VEHICLE-STOLEN OTHER JURISDICTION ,EAST ROCHAMBEAU DRIVE ,23188,
2/22/2006,CITIZEN REQUESTED ASSISTANCE ,EAST ROCHAMBEAU DRIVE ,23188,
2/2/2006,GRAND LARCENY ,EAST ROCHAMBEAU DRIVE ,23188,
1/21/2006,PETIT LARCENY ,EAST ROCHAMBEAU DRIVE ,23188,
1/19/2006,PETIT LARCENY ,EAST ROCHAMBEAU DRIVE ,23188,
1/7/2006,PETIT LARCENY ,EAST ROCHAMBEAU DRIVE ,23188,
6/10/2006,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,EAST ROCHAMBEAU DRIVE ,23188,
6/10/2006,POSSESSION OF CONTROLLED SUBSTANCES ,EAST ROCHAMBEAU DRIVE ,23188,
10/11/2006,GRAND LARCENY ,EAST ROCHAMBEAU DRIVE ,23188,
6/30/2006,CREDIT CARD FRAUD ,EAST ROCHAMBEAU DRIVE ,23188,
6/30/2006,CREDIT CARD THEFT ,EAST ROCHAMBEAU DRIVE ,23188,
5/13/2006,PETIT LARCENY ,EAST ROCHAMBEAU DRIVE ,23188,
10/6/2006,PETIT LARCENY ,EAST ROCHAMBEAU DRIVE ,23188,
9/25/2006,PETIT LARCENY ,EAST ROCHAMBEAU DRIVE ,23188,
4/14/2006,PETIT LARCENY ,EAST ROCHAMBEAU DRIVE ,23188,
4/10/2006,IDENTITY FRAUD ,EAST ROCHAMBEAU DRIVE ,23188,
4/10/2006,GRAND LARCENY ,EAST ROCHAMBEAU DRIVE ,23188,
12/23/2006,GRAND LARCENY ,EAST ROCHAMBEAU DRIVE ,23188,
9/29/2006,GRAND LARCENY ,EAST ROCHAMBEAU DRIVE ,23188,
4/27/2006,FRAUD-BY PRESCRIPTION ,EAST ROCHAMBEAU DRIVE ,23188,
4/26/2006,"DAMAGE PROPERTY, PRIVATE ",EAST ROCHAMBEAU DRIVE ,23188,
3/29/2006,GRAND LARCENY ,EAST ROCHAMBEAU DRIVE ,23188,
3/5/2006,GRAND LARCENY ,EAST ROCHAMBEAU DRIVE ,23188,
3/3/2006,"LARCENY,FROM MOTOR VEHICLE ",EAST ROCHAMBEAU DRIVE ,23188,
6/6/2006,"DAMAGE PROPERTY, PRIVATE ",EAST ROCHAMBEAU DRIVE ,23188,
6/6/2006,"BURGLARY, RESIDENTIAL ",EAST ROCHAMBEAU DRIVE ,23188,
10/17/2006,"SALE, DISTRIBUTE MARIJUANA ",EAST ROCHAMBEAU DRIVE ,23188,
2/24/2006,CITIZEN REQUESTED ASSISTANCE ,EAST ROCHAMBEAU DRIVE ,23188,
12/9/2006,"DAMAGE PROPERTY, PRIVATE ",EAST ROCHAMBEAU DRIVE ,23188,
8/5/2006,"LARCENY,FROM MOTOR VEHICLE ",ENGLISH GARDEN WAY ,23188,LIGHTFOOT PLANTATION
9/11/2006,"DAMAGE PROPERTY, BUSINESS ",EWELL ROAD ,23188,EWELL INDUSTRIAL PARK
9/11/2006,"BURGLARY, BUSINESS ",EWELL ROAD ,23188,EWELL INDUSTRIAL PARK
9/25/2006,PETIT LARCENY ,EWELL ROAD ,23188,EWELL INDUSTRIAL PARK
8/22/2006,"DAMAGE PROPERTY, BUSINESS ",EWELL ROAD ,23188,EWELL INDUSTRIAL PARK
8/22/2006,"BURGLARY, BUSINESS ",EWELL ROAD ,23188,EWELL INDUSTRIAL PARK
8/1/2006,GRAND LARCENY ,EWELL ROAD ,23188,EWELL INDUSTRIAL PARK
5/12/2006,CREDIT CARD THEFT ,EWELL ROAD ,23188,EWELL INDUSTRIAL PARK
3/30/2006,"DAMAGE PROPERTY, PRIVATE ",EWELL ROAD ,23188,EWELL INDUSTRIAL PARK
11/27/2006,"DEATH, SUICIDE ",FENTON MILL ROAD ,23188,
10/28/2006,"DAMAGE PROPERTY, PRIVATE ",FENTON MILL ROAD ,23188,
10/13/2006,"DAMAGE PROPERTY, PRIVATE ",FENTON MILL ROAD ,23188,
10/11/2006,CITIZEN REQUESTED ASSISTANCE ,FENTON MILL ROAD ,23188,
9/10/2006,"LARCENY,FROM MOTOR VEHICLE ",FENTON MILL ROAD ,23188,
7/30/2006,SEXUAL BATTERY ,FENTON MILL ROAD ,23188,
7/9/2006,CITIZEN REQUESTED ASSISTANCE ,FENTON MILL ROAD ,23188,
7/9/2006,CITIZEN REQUESTED ASSISTANCE ,FENTON MILL ROAD ,23188,
5/17/2006,RECOVERED VEHICLE-STOLEN OTHER JURISDICTION ,FENTON MILL ROAD ,23188,
5/10/2006,"DAMAGE PROPERTY, BUSINESS ",FENTON MILL ROAD ,23188,
8/25/2006,"DAMAGE PROPERTY, PRIVATE ",FENTON MILL ROAD ,23188,
11/19/2006,CITIZEN REQUESTED ASSISTANCE ,FORREST LANE ,23188,SKIMINO FARMS
12/13/2006,BRANDISHING FIREARM ,FORREST LANE ,23188,SKIMINO FARMS
12/13/2006,"ASSAULT, SIMPLE, DOMESTIC ",FORREST LANE ,23188,SKIMINO FARMS
10/14/2006,CITIZEN REQUESTED ASSISTANCE ,FORREST LANE ,23188,SKIMINO FARMS
10/7/2006,GRAND LARCENY ,HUDSON DRIVE ,23188,SCHENCK ESTATE
11/26/2006,MURDER -FIRST DEGREE ,INDIANA LANE ,23188,SKIMINO HILLS
7/6/2006,OBSCENE/THREATENING PHONE CALL ,INDIANA LANE ,23188,SKIMINO HILLS
8/27/2006,CITIZEN REQUESTED ASSISTANCE ,INDIANA LANE ,23188,SKIMINO HILLS
6/2/2006,CITIZEN REQUESTED ASSISTANCE ,INDIANA LANE ,23188,SKIMINO HILLS
4/15/2006,"ASSAULT, SIMPLE, DOMESTIC ",INDIANA LANE ,23188,SKIMINO HILLS
4/10/2006,"DAMAGE PROPERTY, PRIVATE ",J. FARM LANE ,23188,MALONEY ESTATES
9/3/2006,"DAMAGE PROPERTY, PRIVATE ",KINGSGATE ROAD ,23188,BANBURY CROSS
12/26/2006,"DAMAGE PROPERTY, PRIVATE ",KINGSGATE ROAD ,23188,BANBURY CROSS
6/16/2006,"DAMAGE PROPERTY, PRIVATE ",KINGSGATE ROAD ,23188,BANBURY CROSS
12/26/2006,CITIZEN REQUESTED ASSISTANCE ,LEVINSON PASS ,23188,SKIMINO LANDING ESTATES
12/19/2006,GAS THEFT ,LIGHTFOOT ROAD ,23188,
12/5/2006,DRUNK IN PUBLIC ,LIGHTFOOT ROAD ,23188,
12/6/2006,GAS THEFT ,LIGHTFOOT ROAD ,23188,
11/16/2006,"DAMAGE PROPERTY, BUSINESS ",LIGHTFOOT ROAD ,23188,
11/16/2006,GRAND LARCENY ,LIGHTFOOT ROAD ,23188,
11/10/2006,"DAMAGE PROPERTY, PRIVATE ",LIGHTFOOT ROAD ,23188,
11/3/2006,PETIT LARCENY ,LIGHTFOOT ROAD ,23188,
10/30/2006,GRAND LARCENY ,LIGHTFOOT ROAD ,23188,
10/13/2006,POSSESSION OF MARIJUANA ,LIGHTFOOT ROAD ,23188,
9/26/2006,EMBEZZLEMENT >=$200 ,LIGHTFOOT ROAD ,23188,
10/12/2006,DRIVING W/SUSPENDED OR REVOKED LICENSE ,LIGHTFOOT ROAD ,23188,
10/12/2006,ELUDING POLICE ,LIGHTFOOT ROAD ,23188,
7/2/2006,"DAMAGE PROPERTY, BUSINESS ",LIGHTFOOT ROAD ,23188,
9/2/2006,"ASSAULT, SIMPLE ",LIGHTFOOT ROAD ,23188,
8/14/2006,"DAMAGE PROPERTY, PRIVATE ",LIGHTFOOT ROAD ,23188,
8/14/2006,"ASSAULT, SIMPLE, DOMESTIC ",LIGHTFOOT ROAD ,23188,
8/10/2006,"ASSAULT, SIMPLE ",LIGHTFOOT ROAD ,23188,
7/28/2006,GAS THEFT ,LIGHTFOOT ROAD ,23188,
7/22/2006,CITIZEN REQUESTED ASSISTANCE ,LIGHTFOOT ROAD ,23188,
7/13/2006,"DAMAGE PROPERTY, BUSINESS ",LIGHTFOOT ROAD ,23188,
7/13/2006,"BURGLARY, BUSINESS ",LIGHTFOOT ROAD ,23188,
7/2/2006,"BURGLARY, RESIDENTIAL ",LIGHTFOOT ROAD ,23188,
6/11/2006,GRAND LARCENY ,LIGHTFOOT ROAD ,23188,
5/24/2006,LOST PROPERTY ,LIGHTFOOT ROAD ,23188,
5/17/2006,PEEPING INTO OCCUPIED DWELLING ,LIGHTFOOT ROAD ,23188,
4/2/2006,RUNAWAY JUVENILE ,LIGHTFOOT ROAD ,23188,
2/20/2006,EMBEZZLEMENT <$200 ,LIGHTFOOT ROAD ,23188,
2/3/2006,"FRAUD, ALL OTHERS ",LONDONDERRY LANE ,23188,BANBURY CROSS
8/27/2006,CITIZEN REQUESTED ASSISTANCE ,LONDONDERRY LANE ,23188,BANBURY CROSS
4/7/2006,FUGITIVE FROM JUSTICE ,MERRIMAC TRAIL ,23188,
12/5/2006,POSSESSION OF CONTROLLED SUBSTANCES ,MERRIMAC TRAIL ,23188,
12/30/2006,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,MERRIMAC TRAIL ,23188,
7/27/2006,DRIVING W/SUSPENDED OR REVOKED LICENSE ,MERRIMAC TRAIL ,23188,
7/27/2006,REFUSE BLOOD/BREATH TEST ,MERRIMAC TRAIL ,23188,
7/27/2006,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,MERRIMAC TRAIL ,23188,
7/27/2006,POSSESSION OF CONTROLLED SUBSTANCES ,MERRIMAC TRAIL ,23188,
4/1/2006,DRIVING W/SUSPENDED OR REVOKED LICENSE ,MERRIMAC TRAIL ,23188,
7/13/2006,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,MERRIMAC TRAIL ,23188,
12/25/2006,"ASSAULT, AGGRAVATED ",MOORETOWN ROAD ,23188,
12/13/2006,PETIT LARCENY ,MOORETOWN ROAD ,23188,
11/7/2006,ROBBERY ,MOORETOWN ROAD ,23188,
11/7/2006,ABDUCTION -EXTORT MONEY OR IMMORAL PURPOSE ,MOORETOWN ROAD ,23188,
11/15/2006,GRAND LARCENY ,MOORETOWN ROAD ,23188,
10/13/2006,CITIZEN REQUESTED ASSISTANCE ,MOORETOWN ROAD ,23188,
11/7/2006,USE OR DISPLAY FIREARM IN COMMISSION OF FELONY ,MOORETOWN ROAD ,23188,
10/15/2006,POSSESSION OF MARIJUANA ,MOORETOWN ROAD ,23188,
10/9/2006,PETIT LARCENY ,MOORETOWN ROAD ,23188,
7/8/2006,OPERATE MOTOR VEHICLE -HABITUAL OFFENDER ,MOORETOWN ROAD ,23188,
9/23/2006,DRUNK IN PUBLIC ,MOORETOWN ROAD ,23188,
8/26/2006,LOST PROPERTY ,MOORETOWN ROAD ,23188,
8/31/2006,"LARCENY, ALL OTHERS ",MOORETOWN ROAD ,23188,
6/24/2006,LITTERING ,MOORETOWN ROAD ,23188,
6/3/2006,OBSTRUCTING JUSTICE ,MOORETOWN ROAD ,23188,
6/3/2006,"SALE, DISTRIBUTE MARIJUANA ",MOORETOWN ROAD ,23188,
6/3/2006,ASSAULT & BATTERY -POLICE OFCR OR FIREFIGHTER ,MOORETOWN ROAD ,23188,
5/18/2006,GRAND LARCENY ,MOORETOWN ROAD ,23188,
4/5/2006,GRAND LARCENY ,MOORETOWN ROAD ,23188,
4/24/2006,DRIVING W/SUSPENDED OR REVOKED LICENSE ,MOORETOWN ROAD ,23188,
4/24/2006,REFUSE BLOOD/BREATH TEST ,MOORETOWN ROAD ,23188,
4/24/2006,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,MOORETOWN ROAD ,23188,
4/17/2006,GRAND LARCENY ,MOORETOWN ROAD ,23188,
3/30/2006,"DAMAGE PROPERTY, PRIVATE ",MOORETOWN ROAD ,23188,
3/30/2006,"DAMAGE PROPERTY, PRIVATE ",MOORETOWN ROAD ,23188,
3/30/2006,"DAMAGE PROPERTY, PRIVATE ",MOORETOWN ROAD ,23188,
3/16/2006,CREDIT CARD FRAUD ,MOORETOWN ROAD ,23188,
2/2/2006,"DAMAGE PROPERTY, PRIVATE ",MOORETOWN ROAD ,23188,
2/2/2006,GRAND LARCENY ,MOORETOWN ROAD ,23188,
1/30/2006,"DAMAGE PROPERTY, PRIVATE ",MOORETOWN ROAD ,23188,
5/11/2006,"DAMAGE PROPERTY, PRIVATE ",MOORETOWN ROAD ,23188,MCGILL TRACT
5/11/2006,"BURGLARY, RESIDENTIAL ",MOORETOWN ROAD ,23188,MCGILL TRACT
12/16/2006,OFFICER`S REPORT ,MOORETOWN ROAD ,23188,FAIRFIELD GOVERNORS GREEN
11/19/2006,"DAMAGE PROPERTY, PRIVATE ",MOORETOWN ROAD ,23188,FAIRFIELD GOVERNORS GREEN
10/7/2006,"DAMAGE PROPERTY, PRIVATE ",MOORETOWN ROAD ,23188,FAIRFIELD GOVERNORS GREEN
8/18/2006,"LARCENY,FROM MOTOR VEHICLE ",MOORETOWN ROAD ,23188,FAIRFIELD GOVERNORS GREEN
1/9/2006,GRAND LARCENY ,MOORETOWN ROAD ,23188,
1/1/2006,"DAMAGE PROPERTY, PRIVATE ",MOORETOWN ROAD ,23188,
1/26/2006,GRAND LARCENY ,MOORETOWN ROAD ,23188,
9/13/2006,PETIT LARCENY ,MOORETOWN ROAD ,23188,
7/21/2006,BAD CHECKS ,MOORETOWN ROAD ,23188,
6/3/2006,GRAND LARCENY ,MOORETOWN ROAD ,23188,
6/3/2006,GRAND LARCENY ,MOORETOWN ROAD ,23188,
6/3/2006,GRAND LARCENY ,MOORETOWN ROAD ,23188,
3/16/2006,"ASSAULT, SIMPLE ",MOORETOWN ROAD ,23188,
1/30/2006,OBSCENE/THREATENING PHONE CALL ,MOORETOWN ROAD ,23188,
11/8/2006,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,MOORETOWN ROAD ,23188,
11/9/2006,REFUSE BLOOD/BREATH TEST ,MOORETOWN ROAD ,23188,
11/9/2006,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,MOORETOWN ROAD ,23188,
11/3/2006,POSSESSION OF CONTROLLED SUBSTANCES ,MOORETOWN ROAD ,23188,
8/19/2006,DRUNK IN PUBLIC ,MOORETOWN ROAD ,23188,
3/2/2006,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,MOORETOWN ROAD ,23188,
3/2/2006,POSSESSION OF MARIJUANA ,MOORETOWN ROAD ,23188,
9/7/2006,"BURGLARY, RESIDENTIAL ",NEVADA CIRCLE ,23188,SKIMINO HILLS
11/7/2006,"DRUGS, PWID MARIJUANA ",NEWMAN ROAD ,23188,
6/25/2006,"DAMAGE PROPERTY, PRIVATE ",NEWMAN ROAD ,23188,
7/27/2006,GRAND LARCENY ,NEWMAN ROAD ,23188,
6/16/2006,"ASSAULT, SIMPLE, DOMESTIC ",NINA CIRCLE ,23188,SKIMINO HILLS
9/6/2006,"ASSAULT, SIMPLE ",OAKTREE ROAD ,23188,OAKTREE
8/9/2006,CITIZEN REQUESTED ASSISTANCE ,OAKTREE ROAD ,23188,OAKTREE
2/4/2006,CITIZEN REQUESTED ASSISTANCE ,OAKTREE ROAD ,23188,OAKTREE
7/13/2006,"DAMAGE PROPERTY, PRIVATE ",OLD MOORETOWN ROAD ,23188,
