Address,DateTime,Number,Type,Category
,2016-05-27,2016-00009842,Traffic Stop,Traffic
PEPPERS FERRY RD  / VICKER SWITCH RD,2016-05-27,2016-00009860,Traffic Hazard,Traffic
1800 BLOCK DOBBINS HOLLOW RD,2016-05-27,2016-00008259,Motor Vehicle Crash,Traffic
6900 BLOCK ROANOKE RD,2016-05-27,2016-00008264,Motor Vehicle Crash,Traffic
,2016-05-27,2016-00008269,Traffic Hazard,Traffic
RINER RD  / AUBURN SCHOOL DR,2016-05-27,2016-00008271,Motor Vehicle Crash,Traffic
7600 BLOCK ROANOKE RD,2016-05-27,2016-00008274,Traffic Stop,Traffic
4700 BLOCK CALLOWAY ST,2016-05-27,2016-00008278,Traffic Stop,Traffic
PRICES FORK RD  / BRUNSWICK DR,2016-05-27,2016-00007637,Traffic Stop,Traffic
,2016-05-27,2016-00008286,Traffic Hazard,Traffic
,2016-05-28,2016-00007657,Motor Vehicle Crash,Traffic
YELLOW SULPHUR RD  / BLACK BEAR RUN RD,2016-05-28,2016-00008293,Motor Vehicle Crash,Traffic
900 BLOCK FALLS RIDGE RD,2016-05-28,2016-00007682,Traffic Hazard,Traffic
2500 BLOCK BIG FALLS RD,2016-05-28,2016-00008305,Reckless Driving,Traffic
RINER RD  / CHILDRESS RD,2016-05-28,2016-00008312,Reckless Driving,Traffic
RINER RD  / CHILDRESS RD,2016-05-28,2016-00007694,Reckless Driving,Traffic
NOLEN RD  / PEPPERS FERRY RD,2016-05-28,2016-00009964,Traffic Hazard,Traffic
,2016-05-29,2016-00009966,Motor Vehicle Crash,Traffic
4100 BLOCK PANDAPAS POND RD,2016-05-29,2016-00008318,Traffic Stop,Traffic
RINER RD  / CAMP CARYSBROOK RD,2016-05-29,2016-00008324,DUI,Traffic
PEPPERS FERRY RD  / CONSTITUTION RD,2016-05-29,2016-00008326,Traffic Stop,Traffic
GRAYSONTOWN RD  / DRY VALLEY RD,2016-05-29,2016-00008329,Motor Vehicle Crash,Traffic
4500 BLOCK PILOT RD,2016-05-29,2016-00008345,Traffic Stop,Traffic
PRICES FORK RD  / BROOKSFIELD RD,2016-05-30,2016-00008353,Traffic Stop,Traffic
1400 BLOCK RADFORD RD,2016-05-30,2016-00008362,Traffic Stop,Traffic
SWITCHBACK RD  / SPRING HOUSE RD,2016-05-30,2016-00008366,Traffic Stop,Traffic
PEPPERS FERRY RD  / ARSENAL CIR,2016-05-30,2016-00008368,Traffic Stop,Traffic
BRUSH CREEK RD  / PILOT RD,2016-05-30,2016-00008374,Motor Vehicle Crash,Traffic
RINER RD  / VALLEY VIEW CHURCH RD,2016-05-30,2016-00008381,Traffic Stop,Traffic
3800 BLOCK RINER RD,2016-05-30,2016-00008382,Traffic Stop,Traffic
3800 BLOCK RINER RD,2016-05-30,2016-00008383,Traffic Stop,Traffic
3800 BLOCK RINER RD,2016-05-30,2016-00008388,Traffic Stop,Traffic
ROANOKE RD  / BRAKE RD,2016-05-30,2016-00008390,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2016-05-30,2016-00008391,Motor Vehicle Crash,Traffic
1100 BLOCK ROUND MEADOW DR,2016-05-30,2016-00008392,Motor Vehicle Crash,Traffic
400 BLOCK BRANCH RD SE RT 460 BYPASS EBL,2016-05-30,2016-00010042,Traffic Stop,Traffic
ROANOKE RD  / RIFFE ST,2016-05-30,2016-00008403,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2016-05-30,2016-00008407,Traffic Stop,Traffic
DEN HILL RD  / ROANOKE RD,2016-05-31,2016-00008410,Traffic Hazard,Traffic
2000 BLOCK PEPPERS FERRY RD,2016-05-31,2016-00008428,Traffic Stop,Traffic
6400 BLOCK ROANOKE RD,2016-05-31,2016-00008455,Traffic Stop,Traffic
1800 BLOCK RADFORD RD,2016-05-31,2016-00008463,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2016-05-31,2016-00008464,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2016-05-31,2016-00008465,Traffic Stop,Traffic
PEPPERS FERRY RD  / MASS CIR,2016-05-31,2016-00008470,Traffic Stop,Traffic
PEPPERS FERRY RD  / ROLLING HILLS DR,2016-05-31,2016-00008471,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2016-05-31,2016-00008473,Traffic Stop,Traffic
PEPPERS FERRY RD  / MASS CIR,2016-05-31,2016-00008475,Traffic Stop,Traffic
9300 BLOCK ROANOKE RD,2016-06-01,2016-00008479,Traffic Stop,Traffic
PEPPERS FERRY RD  / MASS CIR,2016-06-01,2016-00008481,Traffic Stop,Traffic
7100 BLOCK ROANOKE RD,2016-06-01,2016-00008487,Traffic Stop,Traffic
4600 BLOCK CROZIER RD,2016-06-01,2016-00008488,Traffic Stop,Traffic
TRIANGLE ST  / SOUTH MAIN ST,2016-06-01,2016-00008493,Motor Vehicle Crash,Traffic
2200 BLOCK PEPPERS FERRY RD,2016-06-01,2016-00008504,Traffic Stop,Traffic
7000 BLOCK ROANOKE RD,2016-06-01,2016-00008510,Traffic Stop,Traffic
5200 BLOCK PRICES FORK RD,2016-06-01,2016-00008511,Traffic Stop,Traffic
6600 BLOCK ROANOKE RD,2016-06-01,2016-00008513,Traffic Stop,Traffic
PEPPERS FERRY RD  / DOMINION DR,2016-06-01,2016-00010158,Traffic Stop,Traffic
9300 BLOCK ROANOKE RD,2016-06-01,2016-00008516,Traffic Stop,Traffic
3700 BLOCK SOUTH MAIN ST,2016-06-01,2016-00008517,Traffic Stop,Traffic
ROANOKE RD  / DARK RUN RD,2016-06-01,2016-00008524,Traffic Stop,Traffic
PEPPERS FERRY RD  / NOLEN RD,2016-06-01,2016-00010177,Traffic Stop,Traffic
3900 BLOCK SOUTH MAIN ST,2016-06-01,2016-00008527,Traffic Stop,Traffic
4000 BLOCK RINER RD,2016-06-01,2016-00008528,Traffic Stop,Traffic
ROANOKE RD  / LAFAYETTE RD,2016-06-01,2016-00008529,Motor Vehicle Crash,Traffic
7000 BLOCK ROANOKE RD,2016-06-01,2016-00008530,Traffic Stop,Traffic
JENNELLE RD  / VJ DR,2016-06-01,2016-00008533,Traffic Stop,Traffic
PRICES FORK RD  / MERRIMAC RD,2016-06-01,2016-00008548,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2016-06-01,2016-00008553,Traffic Stop,Traffic
OLD PIKE RD  / OAK CREEK LN,2016-06-02,2016-00008572,Radar,Traffic
4400 BLOCK OLD PIKE RD,2016-06-02,2016-00008573,Traffic Stop,Traffic
4400 BLOCK OLD PIKE RD,2016-06-02,2016-00008574,Traffic Stop,Traffic
4400 BLOCK OLD PIKE RD,2016-06-02,2016-00008575,Traffic Stop,Traffic
OLD PIKE RD  / BOULDER LN,2016-06-02,2016-00008581,Radar,Traffic
4400 BLOCK OLD PIKE RD,2016-06-02,2016-00008582,Traffic Stop,Traffic
RINER RD  / FAIRVIEW CHURCH RD,2016-06-02,2016-00008586,DUI,Traffic
CHILDRESS RD  / MEADOW CREEK RD,2016-06-02,2016-00008599,Motor Vehicle Crash- W/Injuries,Traffic
CHILDRESS RD  / MEADOW CREEK RD,2016-06-02,2016-00000080,Motor Vehicle Crash- W/Injuries,Traffic
CHILDRESS RD  / MEADOW CREEK RD,2016-06-02,2016-00000215,Motor Vehicle Crash- W/Injuries,Traffic
400 BLOCK 460 BYPASS EBL FALLING BRANCH RD SE,2016-06-02,2016-00010249,Traffic Stop,Traffic
PEPPERS FERRY RD  / WALTON RD,2016-06-02,2016-00008607,Reckless Driving,Traffic
5000 BLOCK PILOT RD,2016-06-03,2016-00008631,Traffic Stop,Traffic
3800 BLOCK RINER RD,2016-06-03,2016-00008635,Traffic Stop,Traffic
3800 BLOCK SOUTH MAIN ST,2016-06-03,2016-00008636,Traffic Stop,Traffic
2800 BLOCK VICKER SWITCH RD,2016-06-03,2016-00008650,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2016-06-03,2016-00008651,Traffic Stop,Traffic
RADFORD RD  / TESTERMAN DR,2016-06-03,2016-00008652,Traffic Stop,Traffic
3800 BLOCK SOUTH MAIN ST,2016-06-03,2016-00008656,Motor Vehicle Crash,Traffic
500 BLOCK BRAKE RD,2016-06-03,2016-00008668,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2016-06-03,2016-00008669,Traffic Stop,Traffic
DARK RUN RD  / BOOTH RD,2016-06-03,2016-00008670,Traffic Hazard,Traffic
1700 BLOCK TYLER RD,2016-06-03,2016-00008671,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2016-06-03,2016-00008674,Traffic Stop,Traffic
BRAKE RD  / COLES RD,2016-06-03,2016-00008675,Traffic Stop,Traffic
900 BLOCK COUNTRY ACRES RD,2016-06-03,2016-00008681,Traffic Hazard,Traffic
,2016-06-03,2016-00010313,Traffic Stop,Traffic
3500 BLOCK PRICES FORK RD,2016-06-03,2016-00008686,Traffic Stop,Traffic
5100 BLOCK NORTH FORK RD,2016-06-04,2016-00008699,Motor Vehicle Crash,Traffic
4300 BLOCK PRICES FORK RD,2016-06-04,2016-00008700,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2016-06-04,2016-00008701,Traffic Stop,Traffic
RINER RD  / VALLEY VIEW CHURCH RD,2016-06-04,2016-00008704,Traffic Stop,Traffic
6500 BLOCK STONES KEEP LN,2016-06-04,2016-00008705,Traffic Stop,Traffic
CHILDRESS RD  / TYLER RD,2016-06-04,2016-00008708,Motor Vehicle Crash- W/Injuries,Traffic
CHILDRESS RD  / TYLER RD,2016-06-04,2016-00000082,Motor Vehicle Crash- W/Injuries,Traffic
CHILDRESS RD  / TYLER RD,2016-06-04,2016-00000218,Motor Vehicle Crash- W/Injuries,Traffic
4000 BLOCK RINER RD,2016-06-04,2016-00008719,Traffic Stop,Traffic
4300 BLOCK RINER RD,2016-06-04,2016-00008720,Traffic Stop,Traffic
RYAN RD  / OLDTOWN RD,2016-06-05,2016-00008731,Traffic Stop,Traffic
PEPPERS FERRY RD  / MASS CIR,2016-06-05,2016-00008733,Traffic Stop,Traffic
PEPPERS FERRY RD  / MASS CIR,2016-06-05,2016-00008734,Traffic Stop,Traffic
CATAWBA RD  / NORTH FORK FARMS,2016-06-05,2016-00008739,Motor Vehicle Crash,Traffic
PEPPERS FERRY RD  / MASS CIR,2016-06-05,2016-00008761,Reckless Driving,Traffic
3800 BLOCK MCCOY RD,2016-06-06,2016-00008772,Motor Vehicle Crash,Traffic
2500 BLOCK PEPPERS FERRY RD,2016-06-06,2016-00008773,Traffic Stop,Traffic
000 BLOCK RD INTERSTATE 81 S RAMP,2016-06-06,2016-00008779,Traffic Hazard,Traffic
7800 BLOCK ROANOKE RD,2016-06-06,2016-00008787,Traffic Stop,Traffic
7800 BLOCK ROANOKE RD,2016-06-06,2016-00008792,Traffic Stop,Traffic
ROANOKE RD  / BONERS RUN RD,2016-06-06,2016-00008797,Traffic Stop,Traffic
5900 BLOCK ROANOKE RD,2016-06-06,2016-00008801,Traffic Stop,Traffic
,2016-06-06,2016-00010455,Traffic Stop,Traffic
LITTLE CAMP RD  / RINER RD,2016-06-06,2016-00008803,Motor Vehicle Crash,Traffic
1600 BLOCK PEPPERS FERRY RD,2016-06-06,2016-00008812,Radar,Traffic
1600 BLOCK PEPPERS FERRY RD,2016-06-06,2016-00008813,Traffic Stop,Traffic
1900 BLOCK PEPPERS FERRY RD,2016-06-06,2016-00008818,Traffic Stop,Traffic
6600 BLOCK ROANOKE RD,2016-06-07,2016-00008830,Traffic Stop,Traffic
2300 BLOCK TYLER RD,2016-06-07,2016-00008838,Reckless Driving,Traffic
000 BLOCK MAIN ST INTERSTATE 81 S RAMP,2016-06-07,2016-00010498,Motor Vehicle Crash,Traffic
DAY LN  / BRAKE RD,2016-06-07,2016-00008847,Traffic Stop,Traffic
BARRINGER MOUNTAIN RD  / RADFORD RD,2016-06-07,2016-00008851,Traffic Stop,Traffic
PANDAPAS POND RD  / FORTRESS DR,2016-06-07,2016-00008852,Hit and Run,Traffic
ALLEGHANY SPRING RD  / ROANOKE RD,2016-06-07,2016-00008853,Traffic Stop,Traffic
1700 BLOCK CAMP CARYSBROOK RD,2016-06-07,2016-00008861,Traffic Stop,Traffic
1700 BLOCK PEPPERS FERRY RD,2016-06-08,2016-00010529,Traffic Stop,Traffic
PILOT RD  / HIGH ROCK HILL RD,2016-06-08,2016-00008877,Reckless Driving,Traffic
,2016-06-08,2016-00010542,Reckless Driving,Traffic
,2016-06-08,2016-00010551,Traffic Stop,Traffic
4000 BLOCK RINER RD,2016-06-08,2016-00008889,DUI,Traffic
4300 BLOCK RINER RD,2016-06-08,2016-00008896,Traffic Stop,Traffic
4300 BLOCK RINER RD,2016-06-08,2016-00008897,Traffic Stop,Traffic
PEPPERS FERRY RD  / MASS CIR,2016-06-08,2016-00008900,Traffic Stop,Traffic
2600 BLOCK PEPPERS FERRY RD,2016-06-08,2016-00008902,Traffic Stop,Traffic
PEPPERS FERRY RD  / MASS CIR,2016-06-08,2016-00008905,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2016-06-09,2016-00008911,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2016-06-09,2016-00008913,Traffic Stop,Traffic
3000 BLOCK TYLER RD,2016-06-09,2016-00008915,Motor Vehicle Crash- W/Injuries,Traffic
PEPPERS FERRY RD  / MASS CIR,2016-06-09,2016-00008914,Traffic Stop,Traffic
3600 BLOCK PEPPERS FERRY RD,2016-06-09,2016-00008916,Traffic Stop,Traffic
3000 BLOCK TYLER RD,2016-06-09,2016-00000228,Motor Vehicle Crash- W/Injuries,Traffic
1900 BLOCK FIRE TOWER RD,2016-06-09,2016-00008919,Motor Vehicle Crash- W/Injuries,Traffic
1900 BLOCK FIRE TOWER RD,2016-06-09,2016-00000375,Motor Vehicle Crash- W/Injuries,Traffic
1900 BLOCK FIRE TOWER RD,2016-06-09,2016-00001786,Motor Vehicle Crash- W/Injuries,Traffic
4600 BLOCK PRICES FORK RD,2016-06-09,2016-00008926,Radar,Traffic
4300 BLOCK PRICES FORK RD,2016-06-09,2016-00008937,Traffic Stop,Traffic
RADFORD RD  / BUSINESS CENTER DR,2016-06-09,2016-00008939,Traffic Stop,Traffic
2100 BLOCK GARDNER ST,2016-06-09,2016-00008946,Motor Vehicle Crash,Traffic
1600 BLOCK PEPPERS FERRY RD,2016-06-09,2016-00010635,Traffic Stop,Traffic
1600 BLOCK PEPPERS FERRY RD,2016-06-09,2016-00010636,Traffic Stop,Traffic
1500 BLOCK RADFORD RD,2016-06-09,2016-00010638,Motor Vehicle Crash- W/Injuries,Traffic
1500 BLOCK RADFORD RD,2016-06-09,2016-00008950,Motor Vehicle Crash- W/Injuries,Traffic
1500 BLOCK RADFORD RD,2016-06-09,2016-00000378,Motor Vehicle Crash- W/Injuries,Traffic
1500 BLOCK RADFORD RD,2016-06-09,2016-00001798,Motor Vehicle Crash- W/Injuries,Traffic
1500 BLOCK RADFORD RD,2016-06-09,2016-00008953,Motor Vehicle Crash,Traffic
RADFORD RD  / WALTON RD,2016-06-09,2016-00008954,Traffic Stop,Traffic
VICKER SWITCH RD  / PEPPERS FERRY RD,2016-06-09,2016-00010649,Traffic Stop,Traffic
3100 BLOCK PEPPERS FERRY RD,2016-06-10,2016-00008973,Motor Vehicle Crash- W/Injuries,Traffic
3100 BLOCK PEPPERS FERRY RD,2016-06-10,2016-00000380,Motor Vehicle Crash- W/Injuries,Traffic
3100 BLOCK PEPPERS FERRY RD,2016-06-10,2016-00001805,Motor Vehicle Crash- W/Injuries,Traffic
PEPPERS FERRY RD  / VICKER SWITCH RD,2016-06-10,2016-00008976,Reckless Driving,Traffic
2100 BLOCK GARDNER ST,2016-06-10,2016-00008983,Motor Vehicle Crash,Traffic
200 BLOCK BELVIEW DR,2016-06-10,2016-00008986,Motor Vehicle Crash,Traffic
1400 BLOCK RADFORD RD,2016-06-10,2016-00008987,Traffic Stop,Traffic
LUSTERS GATE RD  / CLUBHOUSE RD,2016-06-10,2016-00008990,Hit and Run,Traffic
SUGAR GROVE RD  / BOW HILL RD,2016-06-10,2016-00008997,Reckless Driving,Traffic
200 BLOCK BRAKE RD,2016-06-10,2016-00008996,Traffic Stop,Traffic
5100 BLOCK JEWELL DR,2016-06-10,2016-00008998,Motor Vehicle Crash,Traffic
AUTHORITY DR  / CINNABAR RD,2016-06-10,2016-00010706,Traffic Stop,Traffic
7100 BLOCK ROANOKE RD,2016-06-10,2016-00009001,Traffic Stop,Traffic
2100 BLOCK GARDNER ST,2016-06-10,2016-00009002,Traffic Stop,Traffic
9300 BLOCK ROANOKE RD,2016-06-10,2016-00009004,Traffic Stop,Traffic
NOLEN RD  / PEPPERS FERRY RD,2016-06-11,2016-00010725,Traffic Stop,Traffic
ADAMS MARKE DR  / MERRIMAC RD,2016-06-11,2016-00010727,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2016-06-11,2016-00009012,Traffic Stop,Traffic
5100 BLOCK JEWELL DR,2016-06-11,2016-00009017,Motor Vehicle Crash,Traffic
4800 BLOCK INDIAN VALLEY RD,2016-06-11,2016-00009022,Radar,Traffic
6300 BLOCK BLUE SPRINGS RD,2016-06-11,2016-00009024,Motor Vehicle Crash- W/Injuries,Traffic
6300 BLOCK BLUE SPRINGS RD,2016-06-11,2016-00000085,Motor Vehicle Crash- W/Injuries,Traffic
6300 BLOCK BLUE SPRINGS RD,2016-06-11,2016-00000234,Motor Vehicle Crash- W/Injuries,Traffic
5700 BLOCK ROANOKE RD,2016-06-11,2016-00009025,Motor Vehicle Crash,Traffic
5700 BLOCK ROANOKE RD,2016-06-11,2016-00000399,Motor Vehicle Crash- W/Injuries,Traffic
2400 BLOCK PEPPERS FERRY RD,2016-06-11,2016-00009032,Traffic Stop,Traffic
2500 BLOCK BIG FALLS RD,2016-06-11,2016-00009037,Traffic Hazard,Traffic
2000 BLOCK WALTON RD,2016-06-11,2016-00009038,Traffic Stop,Traffic
3800 BLOCK MUD PIKE,2016-06-11,2016-00009039,Traffic Stop,Traffic
3900 BLOCK PRICES FORK RD,2016-06-11,2016-00009040,Traffic Stop,Traffic
3400 BLOCK PEPPERS FERRY RD,2016-06-11,2016-00009043,Traffic Stop,Traffic
PRICES FORK RD  / MERRIMAC RD,2016-06-11,2016-00009045,Traffic Stop,Traffic
EAGLE COUNTRY DR  / FAIRVIEW CHURCH RD,2016-06-11,2016-00009046,Reckless Driving,Traffic
2100 BLOCK PEPPERS FERRY RD,2016-06-11,2016-00009047,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2016-06-11,2016-00009048,Traffic Stop,Traffic
6600 BLOCK ROANOKE RD,2016-06-11,2016-00009051,Traffic Stop,Traffic
2900 BLOCK RADFORD RD,2016-06-11,2016-00009052,Traffic Stop,Traffic
2900 BLOCK RADFORD RD,2016-06-11,2016-00009054,Traffic Stop,Traffic
RADFORD RD  / WALTON RD,2016-06-11,2016-00009055,Traffic Stop,Traffic
PEPPERS FERRY RD  / CONSTITUTION RD,2016-06-11,2016-00009056,Traffic Stop,Traffic
6200 BLOCK ROANOKE RD,2016-06-11,2016-00009057,Traffic Stop,Traffic
ROANOKE RD  / GRAHAM ST,2016-06-12,2016-00009061,Traffic Stop,Traffic
DOMINION DR  / PEPPERS FERRY RD,2016-06-12,2016-00010793,DUI,Traffic
,2016-06-12,2016-00010797,Traffic Stop,Traffic
PEPPERS FERRY RD  / BELVIEW DR,2016-06-12,2016-00009071,Traffic Stop,Traffic
3600 BLOCK RADFORD RD,2016-06-12,2016-00009098,Reckless Driving,Traffic
6600 BLOCK ROANOKE RD,2016-06-12,2016-00009101,Reckless Driving,Traffic
6600 BLOCK ROANOKE RD,2016-06-12,2016-00010837,Reckless Driving,Traffic
100 BLOCK BRAKE RD,2016-06-12,2016-00009105,Traffic Stop,Traffic
5100 BLOCK NORTH FORK RD,2016-06-13,2016-00009109,Traffic Stop,Traffic
,2016-06-13,2016-00010846,Traffic Stop,Traffic
SOUTH MAIN ST  / JENNELLE RD,2016-06-13,2016-00009114,Traffic Hazard,Traffic
3500 BLOCK GEORGES RUN RD,2016-06-13,2016-00009126,Motor Vehicle Crash,Traffic
500 BLOCK BRAKE RD,2016-06-13,2016-00009129,Traffic Hazard,Traffic
WAYSIDE DR  / ROANOKE RD,2016-06-13,2016-00009134,Reckless Driving,Traffic
2700 BLOCK YELLOW SULPHUR RD,2016-06-13,2016-00009135,Motor Vehicle Crash,Traffic
TYLER RD  / STANLEY RD,2016-06-13,2016-00009137,Motor Vehicle Crash- W/Injuries,Traffic
TYLER RD  / STANLEY RD,2016-06-13,2016-00000237,Motor Vehicle Crash- W/Injuries,Traffic
DOMINION DR  / PEPPERS FERRY RD,2016-06-13,2016-00010894,Traffic Stop,Traffic
4800 BLOCK CALLOWAY ST,2016-06-13,2016-00009149,Reckless Driving,Traffic
6600 BLOCK ROANOKE RD,2016-06-13,2016-00009151,Traffic Stop,Traffic
ROANOKE RD  / CROWN RD,2016-06-13,2016-00009153,Traffic Stop,Traffic
1600 BLOCK PEPPERS FERRY RD,2016-06-13,2016-00009155,Traffic Stop,Traffic
3900 BLOCK PRICES FORK RD,2016-06-13,2016-00009164,Traffic Stop,Traffic
1500 BLOCK RADFORD RD,2016-06-14,2016-00009170,Traffic Stop,Traffic
DOMINION DR  / PEPPERS FERRY RD,2016-06-14,2016-00010930,Traffic Stop,Traffic
,2016-06-14,2016-00010963,Traffic Stop,Traffic
DOMINION DR  / PEPPERS FERRY RD,2016-06-14,2016-00010965,Traffic Stop,Traffic
3800 BLOCK PRICES FORK RD,2016-06-14,2016-00009194,Motor Vehicle Crash,Traffic
2100 BLOCK DOMINION DR,2016-06-14,2016-00010975,Traffic Stop,Traffic
PEPPERS FERRY RD  / NOLEN RD,2016-06-14,2016-00010976,Traffic Stop,Traffic
PEPPERS FERRY RD  / BELVIEW DR,2016-06-15,2016-00009215,Traffic Stop,Traffic
2100 BLOCK DOMINION DR,2016-06-15,2016-00011017,Traffic Stop,Traffic
PEPPERS FERRY RD  / DOMINION DR,2016-06-15,2016-00011018,Traffic Stop,Traffic
PEPPERS FERRY RD  / NOLEN RD,2016-06-15,2016-00011022,Traffic Stop,Traffic
PEPPERS FERRY RD  / NOLEN RD,2016-06-15,2016-00011027,Traffic Stop,Traffic
PEPPERS FERRY RD  / NOLEN RD,2016-06-15,2016-00009263,Traffic Stop,Traffic
5200 BLOCK BROOKMAN DR,2016-06-15,2016-00009265,Motor Vehicle Crash,Traffic
WARM HEARTH DR  / NUTHATCH WAY,2016-06-15,2016-00009270,Motor Vehicle Crash- W/Injuries,Traffic
WARM HEARTH DR  / NUTHATCH WAY,2016-06-15,2016-00000445,Motor Vehicle Crash- W/Injuries,Traffic
WARM HEARTH DR  / NUTHATCH WAY,2016-06-15,2016-00001244,Motor Vehicle Crash- W/Injuries,Traffic
3700 BLOCK SOUTH MAIN ST,2016-06-15,2016-00009273,Hit and Run,Traffic
SWITCHBACK RD  / CRAB CREEK RD,2016-06-16,2016-00009304,Traffic Stop,Traffic
,2016-06-16,2016-00009305,Traffic Hazard,Traffic
,2016-06-16,2016-00000399,Motor Vehicle Crash- W/Injuries,Traffic
,2016-06-16,2016-00001886,Motor Vehicle Crash- W/Injuries,Traffic
,2016-06-16,2016-00000400,Motor Vehicle Crash- W/Injuries,Traffic
,2016-06-16,2016-00001887,Motor Vehicle Crash- W/Injuries,Traffic
PEPPERS FERRY RD  / DOMINION DR,2016-06-16,2016-00011075,Traffic Stop,Traffic
ROLLING HILLS DR  / PEPPERS FERRY RD,2016-06-16,2016-00011098,Traffic Stop,Traffic
,2016-06-16,2016-00011100,Traffic Stop,Traffic
,2016-06-16,2016-00011102,Traffic Stop,Traffic
4300 BLOCK OLD ROUGH RD,2016-06-16,2016-00009336,Traffic Hazard,Traffic
,2016-06-17,2016-00011107,Traffic Stop,Traffic
1400 BLOCK RADFORD RD,2016-06-17,2016-00009369,Motor Vehicle Crash,Traffic
PEPPERS FERRY RD  / VICKER SWITCH RD,2016-06-17,2016-00009370,Motor Vehicle Crash- W/Injuries,Traffic
PEPPERS FERRY RD  / VICKER SWITCH RD,2016-06-17,2016-00000401,Motor Vehicle Crash- W/Injuries,Traffic
PEPPERS FERRY RD  / VICKER SWITCH RD,2016-06-17,2016-00001901,Motor Vehicle Crash- W/Injuries,Traffic
4900 BLOCK PRICES FORK RD,2016-06-17,2016-00009382,Traffic Stop,Traffic
,2016-06-17,2016-00009383,Traffic Stop,Traffic
1800 BLOCK BROOKSFIELD RD,2016-06-17,2016-00009384,Traffic Stop,Traffic
AUTUMN LN  / GORDON DR,2016-06-18,2016-00008564,Traffic Stop,Traffic
NOLEN RD  / PEPPERS FERRY RD,2016-06-18,2016-00011177,Traffic Stop,Traffic
PEPPERS FERRY RD  / NOLEN RD,2016-06-18,2016-00011186,Traffic Stop,Traffic
RADFORD RD  / HARMAN DR,2016-06-18,2016-00009414,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2016-06-18,2016-00009416,Traffic Stop,Traffic
4100 BLOCK PANDAPAS POND RD,2016-06-18,2016-00009421,Traffic Stop,Traffic
PANDAPAS POND RD  / CRAIG CREEK RD,2016-06-18,2016-00009427,Traffic Stop,Traffic
3900 BLOCK PRICES FORK RD,2016-06-18,2016-00009430,Traffic Stop,Traffic
2100 BLOCK DOMINION DR,2016-06-18,2016-00009439,Traffic Stop,Traffic
1300 BLOCK HIGH ROCK HILL RD,2016-06-18,2016-00009442,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2016-06-19,2016-00009443,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2016-06-19,2016-00009445,DUI,Traffic
3800 BLOCK SOUTH MAIN ST,2016-06-19,2016-00011226,Traffic Stop,Traffic
3400 BLOCK PEPPERS FERRY RD,2016-06-19,2016-00009449,Traffic Stop,Traffic
HARDING RD  / CATAWBA RD,2016-06-19,2016-00009452,Traffic Hazard,Traffic
NOLEN RD  / PEPPERS FERRY RD,2016-06-19,2016-00011239,Traffic Stop,Traffic
2600 BLOCK SPAULDING RD,2016-06-19,2016-00009460,Reckless Driving,Traffic
1200 BLOCK ALLEGHANY SPRING RD,2016-06-19,2016-00009465,Reckless Driving,Traffic
RADFORD RD  / GUNSTON RD,2016-06-19,2016-00009472,Motor Vehicle Crash,Traffic
WALTON RD  / MORNING GLORY DR,2016-06-19,2016-00009480,Traffic Stop,Traffic
,2016-06-20,2016-00009496,Traffic Hazard,Traffic
RADFORD RD  / PLUM CREEK RD,2016-06-20,2016-00009499,Motor Vehicle Crash- W/Injuries,Traffic
2900 BLOCK PILOT RD,2016-06-20,2016-00009513,Traffic Hazard,Traffic
4300 BLOCK MOUNT TABOR RD,2016-06-20,2016-00009539,Motor Vehicle Crash,Traffic
KEISTERS BRANCH RD  / MCCOY RD,2016-06-20,2016-00009543,Traffic Stop,Traffic
YELLOW SULPHUR RD  / TEABERRY RD,2016-06-21,2016-00009557,Motor Vehicle Crash,Traffic
1700 BLOCK WALTON RD,2016-06-21,2016-00009566,Radar,Traffic
,2016-06-21,2016-00000409,Motor Vehicle Crash- W/Injuries,Traffic
,2016-06-21,2016-00001947,Motor Vehicle Crash- W/Injuries,Traffic
1900 BLOCK HAYWOOD LN,2016-06-21,2016-00009588,DUI,Traffic
1900 BLOCK HAYWOOD LN,2016-06-21,2016-00011354,DUI,Traffic
10400 BLOCK ROANOKE RD,2016-06-21,2016-00009591,Traffic Stop,Traffic
10400 BLOCK ROANOKE RD,2016-06-21,2016-00009592,Traffic Stop,Traffic
10400 BLOCK ROANOKE RD,2016-06-21,2016-00009594,Traffic Stop,Traffic
ROANOKE RD  / GREEN HILL LN,2016-06-21,2016-00009595,Traffic Stop,Traffic
