Survey Year,UnitID,Institution Name,Campus ID,Campus Name,Institution Size,Murder/Non-Negligent Manslaughter,Negligent Manslaughter,Sex Offenses - Forcible,Sex Offenses - Non-Forcible,Robbery,Aggravated Assault,Burglary,Motor Vehicle Theft,Arson
2010,231420,Averett University,1,Main Campus,945,0,0,0,0,0,1,2,0,0
2010,366793,Baptist Theological Seminary at Richmond,1,Main Campus,101,0,0,0,0,0,0,0,0,0
2010,231554,Bluefield College,1,Main Campus,696,0,0,0,0,0,0,8,0,0
2010,231581,Bridgewater College,1,Main Campus,1688,0,0,1,0,0,0,1,0,0
2010,231712,Christopher Newport University,1,Main Campus,4916,0,0,6,0,0,0,4,0,0
2010,231624,College of William and Mary,1,Main Campus,8000,0,0,1,0,0,1,14,0,0
2010,232043,Eastern Mennonite University,1,Main Campus,1537,0,0,0,0,0,0,0,0,0
2010,231970,Eastern Virginia Medical School,1,Main Campus,790,0,0,0,0,0,0,0,0,0
2010,232025,Emory & Henry College,1,Main Campus,980,0,0,0,0,0,0,8,0,0
2010,232089,Ferrum College,1,Ferrum College,1484,0,0,0,0,0,0,0,0,0
2010,232186,George Mason University,1,Main Campus,32562,0,0,4,0,0,0,14,0,0
2010,232256,Hampden-Sydney College,1,Main Campus,1058,0,0,2,0,0,0,9,0,2
2010,232265,Hampton University,1,Main Campus,5254,0,0,0,0,0,2,31,0,0
2010,232308,Hollins University,1,Hollins University,1024,0,0,4,0,0,0,5,0,0
2010,232423,James Madison University,1,Main Campus-Harrisonburg,19434,0,0,3,0,0,0,18,0,0
2010,232423,James Madison University,2,Madison House (London Semester - Branch Campus),19434,0,0,0,0,0,0,1,0,0
2010,232423,James Madison University,3,Antwerp Hall- JMU Semester in Antwerp- Belgium,19434,0,0,0,0,0,0,0,0,0
2010,232423,James Madison University,4,Palazzo Capponi (JMU's Semester in Florence- Italy),19434,0,0,0,0,0,0,0,0,0
2010,231837,Jefferson College of Health Sciences,1,JCHS Main Campus,1032,0,0,0,0,0,0,0,0,0
2010,232557,Liberty University,1,Main Campus,56625,0,0,1,0,0,0,3,0,1
2010,232566,Longwood University,1,Main Campus,4831,0,0,1,0,0,0,1,0,0
2010,232609,Lynchburg College,1,Main Campus,2643,0,0,3,0,0,2,13,0,0
2010,232672,Mary Baldwin College,1,Main Campus,1849,0,0,0,0,0,0,0,0,0
2010,232706,Marymount University,1,Marymount University,3572,0,0,2,0,0,0,1,0,0
2010,232937,Norfolk State University,1,Norfolk State University,6964,0,0,1,0,0,0,40,0,0
2010,232982,Old Dominion University,1,Old Dominion University,24466,0,0,3,0,1,4,16,0,1
2010,233277,Radford University,1,Main Campus,9007,0,0,5,0,0,0,1,0,1
2010,233301,Randolph College,1,RANDOLPH COLLEGE,524,0,0,1,0,0,1,0,0,0
2010,233295,Randolph-Macon College,1,Main Campus,1222,0,0,4,0,0,1,6,0,0
2010,231651,Regent University,1,Main Campus,5217,0,0,0,0,0,0,0,0,0
2010,233338,Richard Bland College of the College of William and Mary,1,Richard Bland College of the College of William and Mary,1587,0,0,0,0,0,0,0,0,0
2010,233426,Roanoke College,1,Main Campus,2104,0,0,0,0,0,0,2,0,0
2010,233499,Saint Pauls College,1,Saint Paul's College,566,0,0,1,0,0,2,3,0,0
2010,233541,Shenandoah University,1,Main Campus,3679,0,0,1,0,0,0,5,0,0
2010,451608,Southeast Culinary & Hospitality College,1,Southeast Culinary & Hospitality College,98,0,0,0,0,0,0,0,0,0
2010,233611,Southern Virginia University,1,Main Campus,777,0,0,0,0,0,0,5,0,0
2010,233718,Sweet Briar College,1,Main Campus,760,0,0,0,0,0,0,1,0,0
