Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,376,170,137,443,600,419,390,364,457,402,323,311,467
Tuesday,359,148,125,460,572,414,398,353,510,403,358,273,462
Wednesday,295,152,125,421,582,355,395,398,498,441,353,308,409
Thursday,307,150,120,371,558,339,376,366,510,407,317,294,431
Friday,368,151,132,334,542,353,427,406,685,507,386,338,500
Saturday,372,274,159,130,285,274,378,346,419,353,341,377,330
Sunday,397,204,139,112,252,276,310,293,347,346,308,278,348
Total,2474,1249,937,2271,3391,2430,2674,2526,3426,2859,2386,2179,2947
