Arrests - Noncampus
Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Illegal weapons possession,Drug law violations,Liquor law violations
2009,419457,Argosy University-Washington DC,1,Argosy University - Washington,1242,0,0,0
2009,231420,Averett University,1,Main Campus,917,0,1,4
2009,445762,Aviation Institute of Maintenance-Manassas,1,Main Campus,187,0,0,0
2009,231536,Blue Ridge Community College,1,Weyers Cave Campus,4883,0,0,0
2009,231554,Bluefield College,1,Main Campus,753,0,0,0
2009,231581,Bridgewater College,1,Main Campus,1590,0,0,0
2009,231828,Bryant & Stratton College-Richmond,1,Richmond Campus,730,0,0,0
2009,420024,Centura College-Chesapeake,1,Centura College,212,0,0,0
2009,231712,Christopher Newport University,1,Main Campus,4952,0,0,0
2009,231624,College of William and Mary,1,Main Campus,7874,0,0,0
2009,232043,Eastern Mennonite University,1,Main Campus,1525,0,0,0
2009,231970,Eastern Virginia Medical School,1,Main Campus,811,0,0,0
2009,442806,Edward Via College of Osteopathic Medicine,1,Virginia Campus,739,0,0,0
2009,232089,Ferrum College,1,Ferrum College,1425,0,0,2
2009,233329,Fortis College-Norfolk,1,Main Campus,341,0,0,0
2009,232186,George Mason University,1,Main Campus,32067,0,0,4
2009,232195,Germanna Community College,1,Locust Grove Campus,7035,0,0,0
2009,232195,Germanna Community College,2,Fredericksburg Area Campus,7035,0,0,0
2009,232195,Germanna Community College,3,Daniel Technology Center,7035,0,0,0
2009,232256,Hampden-Sydney College,1,Main Campus,1068,0,0,0
2009,232265,Hampton University,1,Main Campus,5402,1,3,2
2009,232423,James Madison University,1,Main Campus-Harrisonburg,18971,0,0,0
2009,231837,Jefferson College of Health Sciences,1,JCHS Main Campus,1041,0,1,0
2009,232557,Liberty University,1,Main Campus,46312,0,0,0
2009,232566,Longwood University,1,Main Campus,4832,0,0,0
2009,232575,Lord Fairfax Community College,1,Middletown,6644,0,0,0
2009,232706,Marymount University,1,Marymount University,3480,0,0,0
2009,232788,Mountain Empire Community College,1,Main Campus,3383,0,0,0
2009,232867,New River Community College,1,Main Campus,5229,0,0,0
2009,232937,Norfolk State University,1,Norfolk State University,6993,0,0,0
2009,232946,Northern Virginia Community College,1,Annandale Campus,46619,0,0,0
2009,232946,Northern Virginia Community College,2,Alexandria Campus,46619,0,0,0
2009,232946,Northern Virginia Community College,3,Loudoun Campus,46619,0,0,0
2009,232946,Northern Virginia Community College,4,Manassas Campus,46619,0,0,0
2009,232946,Northern Virginia Community College,5,Woodbridge Campus,46619,0,0,0
2009,232946,Northern Virginia Community College,6,Medical Education Campus,46619,0,0,0
2009,233019,Patrick Henry Community College,1,Main Campus,3501,0,0,0
2009,233116,Piedmont Virginia Community College,1,MAIN CAMPUS,5401,0,0,0
2009,233277,Radford University,1,Main Campus,8878,0,0,0
2009,233301,Randolph College,1,RANDOLPH COLLEGE,500,0,0,0
2009,233499,Saint Pauls College,1,Saint Paul's College,584,0,0,0
2009,233541,Shenandoah University,1,Main Campus,3619,0,5,4
2009,233639,Southside Virginia Community College,1,Christanna campus,6305,0,0,0
2009,233648,Southwest Virginia Community College,1,Main Campus,3855,0,0,0
2009,440341,The Art Institute of Washington,1,The Art Institute of Washington,2151,0,0,0
2009,233754,Thomas Nelson Community College,1,Main Campus,10606,0,0,0
2009,232681,University of Mary Washington,1,University of Mary Washington,5381,0,0,0
2009,233374,University of Richmond,1,Main Campus,4344,0,0,0
2009,234076,University of Virginia-Main Campus,1,Main Campus,24355,1,1,1
2009,234030,Virginia Commonwealth University,1,Monroe Park Campus,32172,0,0,0
2009,234030,Virginia Commonwealth University,2,MCV Campus,32172,0,0,0
2009,233912,Virginia Intermont College,1,Virginia Intermont College,577,0,0,0
2009,234085,Virginia Military Institute,1,Virginia Military Institute,1500,0,1,0
2009,233921,Virginia Polytechnic Institute and State University,1,Virginia Polytechnic Institute and State Univ,30870,0,2,5
2009,234155,Virginia State University,1,Main Campus,5366,0,0,0
2009,234164,Virginia Union University,1,Main Campus,1691,0,0,0
2009,233949,Virginia Western Community College,1,Main Campus,8927,0,1,0
2009,234207,Washington and Lee University,1,Main Campus,2153,0,0,0
2009,448628,Westwood College-Annandale,1,Westwood College-Annandale,473,0,0,0
2009,234377,Wytheville Community College,1,Wytheville Community College Main Campus,3783,0,0,0
