Survey Year,UnitID,Institution Name,Campus ID,Campus Name,Institution Size,Name of Facility,Street Address,Total Fires,Category of Fire,Cause of Fire,Fire-related Injuries,Fire-related Deaths,Property Damage
2009,231581,Bridgewater College,1,Main Campus,1590,Geisert Hall,400 Dinkel Avenue,0,,,,,
2009,231581,Bridgewater College,1,Main Campus,1590,Heritage Hall,401 Dinkel Avenue,0,,,,,
2009,231581,Bridgewater College,1,Main Campus,1590,Wakeman Hall,460 Dinkel Avenue,0,,,,,
2009,231581,Bridgewater College,1,Main Campus,1590,Wright Hall,110 3rd Street,0,,,,,
2009,231581,Bridgewater College,1,Main Campus,1590,Wampler Apts. A-B-C,440 Dinkel Avenue,0,,,,,
2009,231581,Bridgewater College,1,Main Campus,1590,Stone Village 432,432 East College St.,0,,,,,
2009,231581,Bridgewater College,1,Main Campus,1590,Honor House 305,305 East College St.,0,,,,,
2009,231581,Bridgewater College,1,Main Campus,1590,Honor House 307,307 East College St.,0,,,,,
2009,231581,Bridgewater College,1,Main Campus,1590,Honor House 308,308 East College St.,0,,,,,
2009,231581,Bridgewater College,1,Main Campus,1590,Honor House 309,309 East College St.,0,,,,,
2009,231581,Bridgewater College,1,Main Campus,1590,Honor House 418,418 East College St.,0,,,,,
2009,231581,Bridgewater College,1,Main Campus,1590,Honor House 420,420 East College St.,0,,,,,
2009,231581,Bridgewater College,1,Main Campus,1590,Honor House 429,429 East College St.,0,,,,,
2009,231581,Bridgewater College,1,Main Campus,1590,Second Street Apartments,102 N. 2nd Street,0,,,,,
2009,231712,Christopher Newport University,1,Main Campus,4952,Santoro Hall,"1 Avenue of the Arts Newport News, VA 23606",0,,,,,
2009,231712,Christopher Newport University,1,Main Campus,4952,James River Hall,"1 Avenue of the Arts Newport News, VA 23606",1,Intentional,Fire Accelerant to Light Fixture,0,0,"$1,000-$9,999"
2009,231712,Christopher Newport University,1,Main Campus,4952,York River Hall,"1 Avenue of the Arts Newport News, VA 23606",0,,,,,
2009,231712,Christopher Newport University,1,Main Campus,4952,Potomac River Hall,"1 Avenue of the Arts Newport News, VA 23606",0,,,,,
2009,231712,Christopher Newport University,1,Main Campus,4952,CNU Apartments,"1 Avenue of the Arts Newport News, VA 23606",0,,,,,
2009,231712,Christopher Newport University,1,Main Campus,4952,Village Apartments,"1 Avenue of the Arts Newport News, VA 23606",0,,,,,
2009,231712,Christopher Newport University,1,Main Campus,4952,Warwick River Apartments,"1 Avenue of the Arts Newport News, VA 23606",0,,,,,
2009,231712,Christopher Newport University,1,Main Campus,4952,Greek Village Apartments,"1 Avenue of the Arts Newport News, VA 23606",0,,,,,
2009,231712,Christopher Newport University,1,Main Campus,4952,CNU Landing Apartments,"1 Avenue of the Arts Newport News, VA 23606",0,,,,,
2009,231712,Christopher Newport University,1,Main Campus,4952,Merrit and Prince Drew Housing,"1 University Place Newport News, VA 23606",0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Barrett Hall,313 Jamestown Road,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Brown Hall,107 North Boundary Street,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Bryan Hall,300 Richmond Road,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Cabel Hall,500 Ukrop Way,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Camm Hall,300 Richmond Road,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Chandler Hall,701 Landrum Drive,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Dawson Hall,300 Richmond Road,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Dinwiddie Hall,100 Wake Drive,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Dupont Hall,101 Wake Drive,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Faquier Hall,100 Wake Drive,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Fraternity Unit A,700 A Ukrop Way,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Fraternity Unit B,700 B Ukrop Way,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Fraternity Unit C,700 C Ukrop Way,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Fraternity Unit D,700 D Ukrop Way,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Fraternity Unit E,700 E Ukrop Way,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Fraternity Unit F,700 F Ukrop Way,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Fraternity Unit G,700 G Ukrop Way,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Fraternity Unit H,700 H Ukrop Way,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Fraternity Unit J,700 J Ukrop Way,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Fraternity Unit K,700 K Ukrop Way,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Fraternity Unit L,700 L Ukrop Way,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Fraternity Unit M,700 M Ukrop Way,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Giles Hall,500 Ukrop Way,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Gooch Hall,100 Wake Drive,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Graduate Housing 100,713 South Henry Street,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Graduate Housing 200,713 South Henry Street,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Graduate Housing 300,713 South Henry Street,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Graduate Housing 400,713 South Henry Street,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Graduate Housing 500,713 South Henry Street,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Graduate Housing 600,713 South Henry Street,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Graduate Housing 700,713 South Henry Street,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Graduate Housing 800,713 South Henry Street,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Graduate Housing 900,713 South Henry Street,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Harrison Hall,500 Ukrop Way,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Hughes Hall,221 Ironbound Road,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Hunt Hall,202 South Boundary Street,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Jamestown North Hall,700 A Landrum Drive,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Jamestown South Hall,700 B Landrum Drive,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Jefferson Hall,231 Jamestown Road,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Landrum Hall,601 Landrum Drive,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Lodge # 4,240 Gooch Drive,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Lodge # 6,240 Gooch Drive,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Lodge # 8,240 Gooch Drive,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Lodge # 10,240 Gooch Drive,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Lodge # 12,240 Gooch Drive,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Lodge # 14,240 Gooch Drive,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Lodge # 16,240 Gooch Drive,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Ludwell 100,100 Rolfe Road,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Ludwell 200,200 Rolfe Road,1,Unintentional,Cooking,0,0,$100-$999
2009,231624,College of William and Mary,1,Main Campus,7874,Ludwell 300,300 Rolfe Road,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Ludwell 400,400 Rolfe Road,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Ludwell 500,500 Rolfe Road,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Ludwell 600,600 Rolfe Road,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Ludwell 700,700 Rolfe Road,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Madison Hall,300 Richmond Road,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Monroe Hall,226 Richmond Road,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Munford Hall,217 Ironbound Road,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Nicolas Hall,500 Ukrop Way,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Nicholson Hall,100 Wke Drive,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Old Dominion Hall,201 James Blair Drive,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Page Hall,500 Ukrop Way,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Pleasants Hall,500 Ukrop Way,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Reves Hall,200 South Boundary Street,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Sorority #1 - Kappa Kappa Gamma,111 Richmond Road,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Sorority #2 - Alpha Chi Omega,127-A Richmond Road,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Sorority #3 - Chi Omega,127-B Richmond Road,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Sorority #4 - Delta Delta Delta,127-C Richmond Road,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Sorority #5 - Pi Beta Phi,127-D Richmond Road,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Sorority #6 - Kappa Delta,127-E Richmond Road,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Sorority #7 - Delta Gamma,129 Richmond Road,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Sorority #8 - Phi Mu,131 Richmond Road,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Sorority #9 - Kappa Alpha Theta,155 Richmond Road,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Sorority #10 - Delta Sigma Theta,205 Richmond Road,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Sorority # 11 - Gamma Phi Beta,195 Armistead Avenue,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Sorority # 12 - Delta Phi,197 Armistead Avenue,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Spotswood Hall,100 Wake Drive,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Stith Hall,300 Richmond Road,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Taliferro Hall,112 Jamestown Road,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Tazewell Hall,500 Ukrop Way,0,,,,,
2009,231624,College of William and Mary,1,Main Campus,7874,Yates Hall,600 Ukrop Way,0,,,,,
2009,232043,Eastern Mennonite University,1,Main Campus,1525,Martin House,1100 Mt Clinton Pike,0,,,,,
2009,232043,Eastern Mennonite University,1,Main Campus,1525,Redmond House,1098 Mt Clinton Pike,0,,,,,
2009,232043,Eastern Mennonite University,1,Main Campus,1525,Northlawn,1301 College Ave,0,,,,,
2009,232043,Eastern Mennonite University,1,Main Campus,1525,Hillside Suites,1381 College Ave,0,,,,,
2009,232043,Eastern Mennonite University,1,Main Campus,1525,Elmwood,1304 Park Rd,0,,,,,
2009,232043,Eastern Mennonite University,1,Main Campus,1525,902 Parkwood Apt,902 Parkwood Dr,0,,,,,
2009,232043,Eastern Mennonite University,1,Main Campus,1525,912 Parkwood Apt,912 Parkwood Dr,0,,,,,
2009,232043,Eastern Mennonite University,1,Main Campus,1525,922 Parkwood Apt,922 Parkwood Dr,0,,,,,
2009,232043,Eastern Mennonite University,1,Main Campus,1525,942 Parkwood Apt,942 Parkwood Dr,0,,,,,
2009,232043,Eastern Mennonite University,1,Main Campus,1525,Cedarwood,1080 Parkwood Dr,0,,,,,
2009,232043,Eastern Mennonite University,1,Main Campus,1525,Maplewood,1090 Parkwood Dr,0,,,,,
2009,232043,Eastern Mennonite University,1,Main Campus,1525,Mt Clinton Apts,1240 Mt Clinton Pike,0,,,,,
2009,231970,Eastern Virginia Medical School,1,Main Campus,811,Hague Club Apartments,604A Fairfax Avenue,0,,,,,
2009,232025,Emory & Henry College,1,Main Campus,1002,Cambridge,31038 Cambridge Ave.,0,,,,,
2009,232025,Emory & Henry College,1,Main Campus,1002,Carriger/Matthews,30491 Garnand Dr.,0,,,,,
2009,232025,Emory & Henry College,1,Main Campus,1002,Caywood,12285 Itta Bena Rd.,0,,,,,
2009,232025,Emory & Henry College,1,Main Campus,1002,Collins,30364 Armbrister Dr.,0,,,,,
2009,232025,Emory & Henry College,1,Main Campus,1002,Cottage,30529 Oxford Ave.,0,,,,,
2009,232025,Emory & Henry College,1,Main Campus,1002,Crowe&#39;s Nest,12139 Linden Street,0,,,,,
2009,232025,Emory & Henry College,1,Main Campus,1002,Damer,12150 Linden Street,0,,,,,
2009,232025,Emory & Henry College,1,Main Campus,1002,Douglas,12303 Itta Bena Rd.,0,,,,,
2009,232025,Emory & Henry College,1,Main Campus,1002,Fachilla,12291 Itta Bena Rd.,0,,,,,
2009,232025,Emory & Henry College,1,Main Campus,1002,Hillman,12205 Collins Dr.,0,,,,,
2009,232025,Emory & Henry College,1,Main Campus,1002,Inazu Apartment,12158 Alder Street,0,,,,,
2009,232025,Emory & Henry College,1,Main Campus,1002,Inazu House,12166 Alder Street,0,,,,,
2009,232025,Emory & Henry College,1,Main Campus,1002,Linden/Prillaman,12153 Linden Street,1,Unintentional,Other,0,0,$0-$99
2009,232025,Emory & Henry College,1,Main Campus,1002,Princeton,31157 Princeton Ave,0,,,,,
2009,232025,Emory & Henry College,1,Main Campus,1002,Stuart,30344 Garnand Dr.,0,,,,,
2009,232025,Emory & Henry College,1,Main Campus,1002,Sullins,30484 Garnand Dr.,0,,,,,
2009,232025,Emory & Henry College,1,Main Campus,1002,Waterhouse,12163 Linden Street,0,,,,,
2009,232025,Emory & Henry College,1,Main Campus,1002,Weaver,31099 Oxford Ave.,0,,,,,
2009,232025,Emory & Henry College,1,Main Campus,1002,Wiley Jackson,30410 Armbrister Dr.,0,,,,,
2009,232025,Emory & Henry College,1,Main Campus,1002,House 14,31037 Cambridge Ave.,0,,,,,
2009,232025,Emory & Henry College,1,Main Campus,1002,House 15,31043 Cambridge Ave.,0,,,,,
2009,232025,Emory & Henry College,1,Main Campus,1002,House 16,31051 Cambridge Ave,0,,,,,
2009,232025,Emory & Henry College,1,Main Campus,1002,House 17,31057 Cambridge Ave.,0,,,,,
2009,232025,Emory & Henry College,1,Main Campus,1002,House 18,12151 Alder Street,0,,,,,
2009,232089,Ferrum College,1,Ferrum College,1425,Arthur Hall,315 Ferrum Mtn Rd,0,,,,,
2009,232089,Ferrum College,1,Ferrum College,1425,Bassett Hall,575 Ferrum Mtn. Rd,0,,,,,
2009,232089,Ferrum College,1,Ferrum College,1425,Chapman Hall,165 Museum Drive,0,,,,,
2009,232089,Ferrum College,1,Ferrum College,1425,Clark Hall,125 Museum Drive,0,,,,,
2009,232089,Ferrum College,1,Ferrum College,1425,Moore Hall,325 Ferrum Mtn Rd,0,,,,,
2009,232089,Ferrum College,1,Ferrum College,1425,Riddick Hall,110 Museum Dr.,0,,,,,
2009,232089,Ferrum College,1,Ferrum College,1425,Roberts Hall,295 Ferrum Mountain Rd,0,,,,,
2009,232089,Ferrum College,1,Ferrum College,1425,Susannah Wesley Hall,210 Museum Drive,0,,,,,
2009,232089,Ferrum College,1,Ferrum College,1425,602 Apartments,Ferrum Mtn Rd,0,,,,,
2009,232089,Ferrum College,1,Ferrum College,1425,Ferrum Village East,45 Woodcott Rd.,0,,,,,
2009,232089,Ferrum College,1,Ferrum College,1425,Ferrum Village West,205 Nolens Hill Rd,0,,,,,
2009,232089,Ferrum College,1,Ferrum College,1425,Hillcrest Apartments,Fieldview Drive,0,,,,,
2009,232186,George Mason University,1,Main Campus,32067,Liberty Square A,"4400 University Drive, Fairfax, VA",1,Unintentional,Cooking,0,0,$100-$999
2009,232186,George Mason University,1,Main Campus,32067,Liberty Square B,"4400 University Drive, Fairfax, VA",0,,,,,
2009,232186,George Mason University,1,Main Campus,32067,Liberty Square C,"4400 University Drive, Fairfax, VA",1,Unintentional,Cooking,0,0,"$10,000-$24,999"
2009,232186,George Mason University,1,Main Campus,32067,Liberty Square D,"4400 University Drive, Fairfax, VA",1,Unintentional,Electrical,0,0,$100-$999
2009,232186,George Mason University,1,Main Campus,32067,Liberty Square E,"4400 University Drive, Fairfax, VA",0,,,,,
2009,232186,George Mason University,1,Main Campus,32067,David King Jr Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2009,232186,George Mason University,1,Main Campus,32067,Housing I - Student Apart 1,"4400 University Drive, Fairfax, VA",0,,,,,
2009,232186,George Mason University,1,Main Campus,32067,Housing I - Student Apart 2,"4400 University Drive, Fairfax, VA",0,,,,,
2009,232186,George Mason University,1,Main Campus,32067,Housing I - Student Apart 3,"4400 University Drive, Fairfax, VA",0,,,,,
2009,232186,George Mason University,1,Main Campus,32067,Housing I - Student Apart 4,"4400 University Drive, Fairfax, VA",0,,,,,
2009,232186,George Mason University,1,Main Campus,32067,Housing I - Student Apart 5,"4400 University Drive, Fairfax, VA",0,,,,,
2009,232186,George Mason University,1,Main Campus,32067,Housing I - Student Apart 6,"4400 University Drive, Fairfax, VA",0,,,,,
2009,232186,George Mason University,1,Main Campus,32067,Housing I - Student Apart 7,"4400 University Drive, Fairfax, VA",0,,,,,
2009,232186,George Mason University,1,Main Campus,32067,Housing I - Student Apart 8,"4400 University Drive, Fairfax, VA",0,,,,,
2009,232186,George Mason University,1,Main Campus,32067,Housing I - Student Apart 9,"4400 University Drive, Fairfax, VA",0,,,,,
2009,232186,George Mason University,1,Main Campus,32067,Commonwealth Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2009,232186,George Mason University,1,Main Campus,32067,Dominion Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2009,232186,George Mason University,1,Main Campus,32067,Amherst Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2009,232186,George Mason University,1,Main Campus,32067,Bruswick Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2009,232186,George Mason University,1,Main Campus,32067,Carroll Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2009,232186,George Mason University,1,Main Campus,32067,Essex Hall,"4400 University Drive, Fairfax, VA",1,Intentional,papers lit on fire on landing of building - no damage,0,0,$0-$99
2009,232186,George Mason University,1,Main Campus,32067,Franklin Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2009,232186,George Mason University,1,Main Campus,32067,Grayson Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2009,232186,George Mason University,1,Main Campus,32067,Hanover Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2009,232186,George Mason University,1,Main Campus,32067,Washington Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2009,232186,George Mason University,1,Main Campus,32067,Madison Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2009,232186,George Mason University,1,Main Campus,32067,Jefferson Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2009,232186,George Mason University,1,Main Campus,32067,Monroe Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2009,232186,George Mason University,1,Main Campus,32067,Harrison Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2009,232186,George Mason University,1,Main Campus,32067,Wilson Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2009,232186,George Mason University,1,Main Campus,32067,Adams Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2009,232186,George Mason University,1,Main Campus,32067,Truman Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2009,232186,George Mason University,1,Main Campus,32067,Kennedy Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2009,232186,George Mason University,1,Main Campus,32067,Lincoln Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2009,232186,George Mason University,1,Main Campus,32067,Jackson Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2009,232186,George Mason University,1,Main Campus,32067,Roosevelt Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2009,232186,George Mason University,1,Main Campus,32067,Eisenhower Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2009,232186,George Mason University,1,Main Campus,32067,Potomac Heights,"4400 University Drive, Fairfax, VA",0,,,,,
2009,232186,George Mason University,1,Main Campus,32067,Blue Ridge,"4400 University Drive, Fairfax, VA",0,,,,,
2009,232186,George Mason University,1,Main Campus,32067,Shenandoah,"4400 University Drive, Fairfax, VA",0,,,,,
2009,232186,George Mason University,1,Main Campus,32067,HVII-Piedmont Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2009,232186,George Mason University,1,Main Campus,32067,HVII-Tidewater Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2009,232186,George Mason University,1,Main Campus,32067,HVII-Northern Neck,"4400 University Drive, Fairfax, VA",0,,,,,
2009,232186,George Mason University,1,Main Campus,32067,HVIIC - Eastern Shore,"4400 University Drive, Fairfax, VA",0,,,,,
2009,232186,George Mason University,1,Main Campus,32067,HVIIC - Hampton (Future),"4400 University Drive, Fairfax, VA",0,,,,,
2009,232256,Hampden-Sydney College,1,Main Campus,1068,Burrell House,168 Atkinson Ave.,0,,,,,
2009,232256,Hampden-Sydney College,1,Main Campus,1068,Music House,152 Atkinson Ave.,0,,,,,
2009,232256,Hampden-Sydney College,1,Main Campus,1068,Thompson House,220 College Rd.,0,,,,,
2009,232256,Hampden-Sydney College,1,Main Campus,1068,Joyner House,204 College Rd.,0,,,,,
2009,232256,Hampden-Sydney College,1,Main Campus,1068,Reed House,197 College Rd.,0,,,,,
2009,232256,Hampden-Sydney College,1,Main Campus,1068,Alpha B,689 Alpha Drive,0,,,,,
2009,232256,Hampden-Sydney College,1,Main Campus,1068,Alpha C,54 Alpha Drive,0,,,,,
2009,232256,Hampden-Sydney College,1,Main Campus,1068,Alpha D,695 Alpha Drive,0,,,,,
2009,232256,Hampden-Sydney College,1,Main Campus,1068,Alpha E,717 Alpha Drive,0,,,,,
2009,232256,Hampden-Sydney College,1,Main Campus,1068,Alpha F,737 Alpha Drive,0,,,,,
2009,232256,Hampden-Sydney College,1,Main Campus,1068,Hampden Unit 1,225 Crawley Drive,0,,,,,
2009,232256,Hampden-Sydney College,1,Main Campus,1068,Hampden Unit 2,195 Crawley Drive,0,,,,,
2009,232256,Hampden-Sydney College,1,Main Campus,1068,Hampden Unit 3,151 Crawley Drive,0,,,,,
2009,232256,Hampden-Sydney College,1,Main Campus,1068,Hampden Unit 4,109 Crawley Drive,0,,,,,
2009,232256,Hampden-Sydney College,1,Main Campus,1068,Carpenter X,342 E. Crawley Drive,0,,,,,
2009,232256,Hampden-Sydney College,1,Main Campus,1068,Carpenter Y,300 E. Crawley Drive,0,,,,,
2009,232256,Hampden-Sydney College,1,Main Campus,1068,Carpenter Z,286 E Crawley Drive,1,Unintentional,Cooking,0,0,$0-$99
2009,232256,Hampden-Sydney College,1,Main Campus,1068,Cushing Hall,366 E. Crawley Drive,0,,,,,
2009,232256,Hampden-Sydney College,1,Main Campus,1068,North Colonnade,390 W. Crawley Dr.,0,,,,,
2009,232256,Hampden-Sydney College,1,Main Campus,1068,North House,390 W. Crawley Dr.,0,,,,,
2009,232256,Hampden-Sydney College,1,Main Campus,1068,West Colonnade,410 W. Crawley Dr.,0,,,,,
2009,232256,Hampden-Sydney College,1,Main Campus,1068,West House,410 W. Crawley Dr.,0,,,,,
2009,232256,Hampden-Sydney College,1,Main Campus,1068,South Colonade,430 W. Crawley Dr.,0,,,,,
2009,232256,Hampden-Sydney College,1,Main Campus,1068,South House,430 W. Crawley Dr.,0,,,,,
2009,232256,Hampden-Sydney College,1,Main Campus,1068,East House,456 W. Crawley Dr.,0,,,,,
2009,232256,Hampden-Sydney College,1,Main Campus,1068,Venable Hall,77 Via Sacra,0,,,,,
2009,232256,Hampden-Sydney College,1,Main Campus,1068,Blake B,113 McFarland Ln.,0,,,,,
2009,232256,Hampden-Sydney College,1,Main Campus,1068,Blake C,117 McFarland Ln.,0,,,,,
2009,232256,Hampden-Sydney College,1,Main Campus,1068,Blake D,127 McFarland Ln.,1,Unintentional,Open flames,0,0,$0-$99
2009,232256,Hampden-Sydney College,1,Main Campus,1068,Blake E,131 McFarland Ln.,0,,,,,
2009,232256,Hampden-Sydney College,1,Main Campus,1068,Elliott House,20 McFarland Ln.,0,,,,,
2009,232256,Hampden-Sydney College,1,Main Campus,1068,AXE House,204 Atkinson Ave.,0,,,,,
2009,232256,Hampden-Sydney College,1,Main Campus,1068,Beta House,133 Atkinson Ave,0,,,,,
2009,232256,Hampden-Sydney College,1,Main Campus,1068,Chi Phi  House,264 College Rd.,0,,,,,
2009,232256,Hampden-Sydney College,1,Main Campus,1068,Chi Phi South,244 College Rd.,0,,,,,
2009,232256,Hampden-Sydney College,1,Main Campus,1068,Kappa Alpha House,173 Atkinson Ave.,0,,,,,
2009,232256,Hampden-Sydney College,1,Main Campus,1068,Kappa Sigma House,125 Fraternity Circle,0,,,,,
2009,232256,Hampden-Sydney College,1,Main Campus,1068,Lambda Chi House,57 Fraternity Circle,0,,,,,
