Community Events the Department Participated in Last Year
Fire Parade
Fourth of July Celebration
Pulaski Fest
After Prom Party Security
Special Olympics
Meadowview Apts. Kids Day
Business Ribbon Cuttings
Chamber of Commerce Youth Excel Program
Christmas Parade
Chamber of Commerce After Hours Social
Fallen Officers Softball Tournament
