Survey Year,UnitID,Institution Name,Campus ID,Campus Name,Institution Size,Murder/Non-Negligent Manslaughter,Negligent Manslaughter,Sex Offenses - Forcible,Sex Offenses - Non-Forcible,Robbery,Aggravated Assault,Burglary,Motor Vehicle Theft,Arson
2003,419022,ACT College,1,Arlington Campus,595,0,0,1,0,1,4,3,1,0
2003,419022,ACT College,2,Alexandria Campus,595,0,0,0,0,1,1,6,8,0
2003,419022,ACT College,3,Manassas Campus,595,0,0,0,0,0,0,0,0,0
2003,231411,Advanced Technology Institute,1,Advanced Technology Institute - Virginia Beach,568,0,0,0,0,0,0,0,0,0
2003,232797,American National University,1,American National University - Salem,769,0,0,0,0,0,0,0,0,0
2003,232797,American National University,2,American National University - Charlottesville,769,0,0,0,0,0,0,0,0,0
2003,232797,American National University,3,American National University - Martinsville,769,0,0,0,0,0,0,0,0,0
2003,232797,American National University,4,American National University - Lynchburg,769,0,0,0,0,0,0,0,0,0
2003,232797,American National University,5,American National University - Danville,769,0,0,0,0,0,0,0,0,0
2003,232797,American National University,6,American National University - Princeton,769,0,0,0,0,0,0,0,0,0
2003,232797,American National University,7,American National University - Harrisonburg,769,0,0,0,0,0,0,0,0,0
2003,232797,American National University,8,National College of Business & Technology-Bristol,769,0,0,0,0,0,0,0,0,0
2003,232797,American National University,9,National College of Business & Technology-Knoxville,769,0,0,0,0,0,0,0,0,0
2003,432348,Appalachian School of Law,1,Main Campus,355,0,0,0,0,0,0,0,0,0
2003,419457,Argosy University-Washington DC,1,Argosy University - Washington,650,0,0,0,0,0,0,0,0,0
2003,231420,Averett University,1,Main Campus,2849,0,0,0,0,0,0,0,0,0
2003,427973,Aviation Institute of Maintenance-Chesapeake,1,Main Campus,199,0,0,0,0,0,0,0,0,0
2003,445762,Aviation Institute of Maintenance-Manassas,1,Main Campus,,0,0,0,0,0,0,0,0,0
2003,366793,Baptist Theological Seminary at Richmond,1,Main Campus,204,0,0,0,0,0,0,0,0,0
2003,231280,Bar Palma Beauty Careers Academy,1,Main Campus,86,0,0,0,0,0,0,0,0,0
2003,231536,Blue Ridge Community College,1,Weyers Cave Campus,3678,0,0,0,0,0,0,0,0,0
2003,231536,Blue Ridge Community College,2,BRCC Harrisonburg Center,3678,0,0,0,0,0,0,0,0,0
2003,231536,Blue Ridge Community College,3,BRCC Augusta Center at AMC,3678,0,0,0,0,0,0,0,0,0
2003,231554,Bluefield College,1,Main Campus,731,0,0,0,0,0,0,0,0,0
2003,233356,Bon Secours Memorial College of Nursing,1,Main Campus,315,0,0,0,0,0,0,0,0,0
2003,231572,Braxton School,1,Braxton School,44,0,0,0,0,0,0,0,0,0
2003,231581,Bridgewater College,1,Main Campus,1403,0,0,0,0,0,0,0,0,0
2003,231828,Bryant & Stratton College-Richmond,1,Richmond Campus,528,0,0,0,0,0,1,0,0,0
2003,231785,Bryant & Stratton College-Virginia Beach,1,Main Campus,417,0,0,0,0,0,0,0,0,0
2003,441858,Career Training Solutions,1,Main Campus,93,0,0,0,0,1,0,0,0,0
2003,231697,Central Virginia Community College,1,Main Campus,4582,0,0,0,0,0,0,0,0,0
2003,231697,Central Virginia Community College,2,Altavista Center,4582,0,0,0,0,0,0,0,0,0
2003,231697,Central Virginia Community College,3,Brookneal Center,4582,0,0,0,0,0,0,0,0,0
2003,420024,Centura College-Chesapeake,1,Centura College,189,0,0,0,0,0,0,0,0,0
2003,377449,Centura College-Newport News,1,Branch Campus,251,0,0,0,0,0,0,0,0,0
2003,377458,Centura College-Norfolk,1,Centura College,403,0,0,0,0,0,0,0,0,0
2003,427982,Centura College-Richmond Main,1,Centura College,296,0,0,0,0,0,0,0,0,0
2003,440378,Centura College-Richmond Westend,1,Centura College,155,0,0,0,0,0,0,0,0,0
2003,232016,Centura College-Virginia Beach,1,Centura College,247,0,0,0,0,0,0,0,0,0
2003,427894,CET-Alexandria,1,Branch,94,0,0,0,0,0,0,1,1,0
2003,231712,Christopher Newport University,1,Main Campus,4812,0,0,2,0,1,1,13,6,0
2003,231624,College of William and Mary,1,Main Campus,7749,0,0,1,1,0,2,1,2,0
2003,377403,Colonial Heights Beauty Academy,1,Main Campus,41,0,0,0,0,0,0,0,0,0
2003,231873,Dabney S Lancaster Community College,1,Main Campus,1446,0,0,0,0,0,0,0,0,0
2003,231882,Danville Community College,1,Main Campus,4089,0,0,0,0,0,0,0,0,0
2003,232724,Danville Regional Medical Center School of Health Professions,1,DRMC School of Health Professions,92,0,0,0,0,0,0,0,0,0
2003,440536,DeVry University-Virginia,1,Arlington Campus,869,0,0,0,0,1,0,4,0,0
2003,440536,DeVry University-Virginia,2,Tysons Corner Center,869,0,0,0,0,0,0,0,0,0
2003,232043,Eastern Mennonite University,1,Main Campus,1245,0,0,0,0,0,0,0,0,0
2003,232052,Eastern Shore Community College,1,Main Campus,807,0,0,0,0,0,0,0,0,0
2003,231970,Eastern Virginia Medical School,1,Main Campus,638,0,0,0,0,0,0,0,0,0
2003,248943,ECPI Technical College,1,Main Campus,1167,0,0,0,0,0,0,0,0,0
2003,248943,ECPI Technical College,2,Skyline College - Innsbrook,1167,0,0,0,0,0,0,0,0,0
2003,248934,ECPI University,1,ECPI University - Virginia Beach,3346,0,0,0,0,0,0,0,0,0
2003,248934,ECPI University,2,ECPI University - Newport News,3346,0,0,0,0,0,0,0,0,0
2003,248934,ECPI University,3,ECPI University - Greensboro,3346,0,0,0,0,0,0,0,0,0
2003,248934,ECPI University,4,ECPI University - Charlotte,3346,0,0,0,0,0,0,0,0,0
2003,248934,ECPI University,5,ECPI University - Greenville,3346,0,0,0,0,0,0,0,0,0
2003,248934,ECPI University,6,ECPI University - Manassas,3346,0,0,0,0,0,0,0,0,0
2003,248934,ECPI University,7,ECPI - Dulles,3346,0,0,0,0,0,0,0,0,0
2003,248934,ECPI University,8,ECPI University - Raleigh,3346,0,0,0,0,0,0,0,0,0
2003,248934,ECPI University,9,ECPI University - Charleston,3346,0,0,0,0,0,0,0,0,0
2003,442806,Edward Via College of Osteopathic Medicine,1,Virginia Campus,154,0,0,0,0,0,0,0,0,0
2003,232025,Emory & Henry College,1,Main Campus,927,0,0,0,0,0,0,0,0,0
2003,437149,ESI TECHNOLOGY TRAINING CENTER,1,ESI TECHNOLOGY TRAINING CENTER,56,0,0,0,0,0,0,0,0,0
2003,442310,Everest College-Arlington,1,Everest College,728,0,0,0,0,0,0,0,0,0
2003,438647,Everest College-Chesapeake,1,Branch Campus,837,0,0,0,0,0,0,0,0,0
2003,232502,Everest College-Newport News,1,Main Campus,957,0,0,0,0,0,0,0,0,0
2003,232089,Ferrum College,1,Ferrum College,954,0,0,0,0,0,0,0,0,0
2003,233329,Fortis College-Norfolk,1,Main Campus,235,0,0,0,0,0,0,0,0,0
2003,382957,Fortis College-Richmond,1,Fortis College - Richmond,81,0,0,0,0,0,0,0,0,0
2003,232186,George Mason University,1,Main Campus,28246,0,0,0,0,0,0,0,0,0
2003,232195,Germanna Community College,1,Locust Grove Campus,4520,0,0,0,0,0,0,0,0,0
2003,232195,Germanna Community College,2,Fredericksburg Area Campus,4520,0,0,0,0,0,0,0,0,0
2003,406495,Graham Webb International Academy of Hair,1,Main Campus,283,0,0,0,0,0,0,0,0,0
2003,232256,Hampden-Sydney College,1,Main Campus,1039,0,0,0,0,0,0,0,0,0
2003,232265,Hampton University,1,Main Campus,5797,0,0,0,0,0,0,3,1,0
2003,232265,Hampton University,2,HAMPTON UNIVERSITY COLLEGE OF VA BEACH,5797,0,0,2,0,0,0,0,0,1
2003,232265,Hampton University,3,HAMPTON UNIVERSITY CONTINUING ED ROANOKE BRANCH,5797,0,0,0,1,0,0,0,0,0
2003,431266,Henrico County-Saint Marys Hospital School of Practical Nursing,1,Main Campus,115,0,0,0,0,0,0,0,0,0
2003,233189,Heritage Institute,1,Main Campus,276,0,0,0,0,0,0,0,0,0
2003,377421,Heritage Institute-Manassas,1,Heritage Institute Manassas,44,0,0,0,0,0,0,0,0,0
2003,232292,Hicks Academy of Beauty Culture,1,Hicks Academy of Beauty Culture,47,0,0,0,0,0,0,0,0,0
2003,232308,Hollins University,1,Hollins University,1090,0,0,0,0,0,0,0,0,0
2003,445869,Institute for the Psychological Sciences,1,Main Campus,,0,0,0,0,1,0,4,6,0
2003,418977,INTERNATIONAL BEAUTY SCHOOL,1,INTERNATIONAL BEAUTY SCHOOL,,0,0,0,0,0,0,0,0,0
2003,441964,ITT Technical Institute-Chantilly,1,Main Campus,165,0,0,0,0,0,0,0,0,0
2003,368601,ITT Technical Institute-Norfolk,1,Main Campus,474,0,0,0,0,0,0,0,0,0
2003,437051,ITT Technical Institute-Richmond,1,Main Campus,315,0,0,0,0,0,0,0,0,0
2003,441955,ITT Technical Institute-Springfield,1,Main Campus,363,0,0,0,0,0,0,0,0,0
2003,232414,J Sargeant Reynolds Community College,1,Parham Road Campus,11132,0,0,0,0,2,0,7,4,0
2003,232414,J Sargeant Reynolds Community College,2,Downtown Campus,11132,0,0,0,0,0,0,0,0,0
2003,232414,J Sargeant Reynolds Community College,3,Goochland Campus,11132,0,0,0,0,0,0,0,0,0
2003,232423,James Madison University,1,Main Campus-Harrisonburg,16203,0,0,0,0,0,0,0,0,0
2003,232423,James Madison University,2,Madison House (London Semester - Branch Campus),16203,0,0,0,0,0,0,0,0,0
2003,232423,James Madison University,3,Antwerp Hall- JMU Semester in Antwerp- Belgium,16203,0,0,0,0,0,0,0,0,0
2003,231837,Jefferson College of Health Sciences,1,JCHS Main Campus,635,0,0,0,0,0,0,3,0,0
2003,231837,Jefferson College of Health Sciences,2,Roanoke Higher Education Ctr,635,0,0,0,0,1,0,0,3,0
2003,232450,John Tyler Community College,1,Main Campus,6054,0,0,0,0,0,0,0,0,0
2003,232450,John Tyler Community College,2,Featherstone,6054,0,0,0,0,0,0,2,0,0
2003,232450,John Tyler Community College,3,Midlothian,6054,0,0,0,0,0,0,0,0,0
2003,232469,JOHNSON & WALES UNIVERSITY-NORFOLK,1,JOHNSON & WALES UNIVERSITY-NORFOLK,831,0,0,0,0,0,0,0,0,0
2003,232557,Liberty University,1,Main Campus,9050,0,0,0,0,0,0,0,0,1
2003,232566,Longwood University,1,Main Campus,4252,0,0,3,0,0,0,0,0,0
2003,232566,Longwood University,2,Longwood University at Martinsville,4252,0,0,0,0,0,0,0,0,0
2003,232575,Lord Fairfax Community College,1,Middletown,5070,0,0,0,0,0,0,0,0,0
2003,232575,Lord Fairfax Community College,2,Fauquier,5070,0,0,0,0,0,0,0,0,0
2003,232609,Lynchburg College,1,Main Campus,2009,0,0,0,0,0,1,0,0,0
2003,232618,Lynchburg General Hospital School of Nursing,1,Centra College of Nursing,158,0,0,0,0,0,0,0,0,0
2003,232672,Mary Baldwin College,1,Main Campus,1731,0,0,0,0,0,0,0,0,0
2003,232706,Marymount University,1,Marymount University,3741,0,0,0,0,0,0,0,0,0
2003,231642,MedSpa Careers Institute,1,MedSpa Careers Institute - Richmond,1055,0,0,0,0,0,0,0,0,0
2003,231642,MedSpa Careers Institute,2,Medical Careers College - Virginia Beach,1055,0,0,0,0,0,0,0,0,0
2003,231642,MedSpa Careers Institute,3,Medical Careers College - Richmond West,1055,0,0,0,0,0,0,0,0,0
2003,131742,Medtech Institute,1,Falls Church Campus,1088,0,0,0,0,0,0,0,0,0
2003,131742,Medtech Institute,2,Medtech Institute - Silver Spring Campus,1088,0,0,0,0,0,0,0,0,0
2003,131742,Medtech Institute,3,Medtech College - Washington- DC Campus,1088,0,0,0,0,0,0,0,0,0
2003,233091,Miller-Motte Technical College-Lynchburg,1,Miller-Motte Technical College,202,0,0,0,0,0,0,0,0,0
2003,232788,Mountain Empire Community College,1,Main Campus,2875,0,0,0,0,0,0,0,0,0
2003,419004,New Horizons Regional Education Center School of Practical Nursing,1,New Horizons Regional Education Center School of Practical Nursing,135,0,0,0,0,0,0,0,0,0
2003,232867,New River Community College,1,Main Campus,4327,0,0,0,0,0,0,0,0,0
2003,433299,NNPS RRMC SCHOOL OF PRACTICAL NURSING,1,NNPS RRMC SCHOOL OF PRACTICAL NURSING,52,0,0,0,0,0,0,0,0,0
2003,233417,NNPS RRMC SCHOOL OF RADIOLOGIC TECHNOLOGY,1,NNPS RRMC SCHOOL OF RADIOLOGIC TECHNOLOGY,45,0,0,0,0,0,0,0,0,0
2003,232937,Norfolk State University,1,Norfolk State University,6846,0,0,0,0,5,2,1,1,0
2003,232946,Northern Virginia Community College,1,Annandale Campus,38097,0,0,0,0,0,1,0,0,0
2003,232946,Northern Virginia Community College,2,Alexandria Campus,38097,0,0,0,0,0,0,0,6,0
2003,232946,Northern Virginia Community College,3,Loudoun Campus,38097,0,0,0,0,0,0,0,0,0
2003,232946,Northern Virginia Community College,4,Manassas Campus,38097,0,0,0,0,0,0,0,1,0
2003,232946,Northern Virginia Community College,5,Woodbridge Campus,38097,0,0,0,0,0,0,0,0,0
2003,232982,Old Dominion University,1,Old Dominion University,20802,0,0,0,0,3,1,0,0,0
2003,233019,Patrick Henry Community College,1,Main Campus,3492,0,0,0,0,0,0,0,0,0
2003,233037,Paul D Camp Community College,1,Franklin Campus,1636,0,0,0,0,0,0,0,0,0
2003,233037,Paul D Camp Community College,2,Hobbs Suffolk Campus,1636,0,0,0,0,0,0,0,0,0
2003,233116,Piedmont Virginia Community College,1,MAIN CAMPUS,4343,0,0,0,0,0,0,8,0,0
2003,233277,Radford University,1,Main Campus,9219,0,0,0,0,0,1,2,3,0
2003,233301,Randolph College,1,RANDOLPH COLLEGE,737,0,0,0,0,0,0,0,0,0
2003,233295,Randolph-Macon College,1,Main Campus,1118,0,0,0,0,0,0,0,0,0
2003,233310,Rappahannock Community College,1,Glenns Campus,2824,0,0,0,0,0,0,0,0,0
2003,231651,Regent University,1,Main Campus,3173,0,0,0,0,0,0,0,0,0
2003,231651,Regent University,2,Regent University- DC Campus,3173,0,0,0,0,0,0,0,0,0
2003,233338,Richard Bland College of the College of William and Mary,1,Richard Bland College of the College of William and Mary,1342,0,0,0,0,0,0,0,0,0
2003,437769,Richmond School of Health and Technology,1,Chester Career College,480,0,0,0,0,0,0,0,1,0
2003,233408,Riverside School of Health Careers,1,Main Campus,154,0,0,0,0,0,0,0,0,0
2003,435213,Riverside School of Health Careers,1,Riverside School of Health Careers,,0,0,0,0,0,0,0,0,0
2003,233426,Roanoke College,1,Main Campus,1899,0,0,1,0,0,1,0,0,0
2003,441876,Rudy & Kelly Academy of Hair and Nails,1,RUDY & KELLY ACADEMY -Paul Mitchell Partner School,57,0,0,0,0,1,1,1,1,0
2003,233499,Saint Pauls College,1,Saint Paul's College,475,0,0,0,0,0,4,0,0,0
2003,234216,Sanford-Brown College-Tysons Corner,1,Sanford-Brown College,609,0,0,0,0,0,0,0,0,0
2003,232885,Sentara College of Health Sciences,1,Main Campus,262,0,0,0,0,0,0,0,0,0
