Cats Trapped and Picked up,,,
Animal Control,,40,
Citizens,,18,
Total,,58,
Date,Location,Number of Cats,
3/3/2014,Shawen Drive,1,DOA
3/4/2014,Fairland/Shell,1,DOA
3/7/2014,Wythe Creek/ City Line,1,DOA
3/7/2014,Ridgeway/Shell,1,DOA
3/10/2014,Locust Avenue,2,
3/10/2014,West Pembroke Avenue,1,
3/10/2014,Fox Hill/Woodland,1,
3/11/2014,Newby Drive,1,
3/11/2014,Locust Avenue,1,
3/11/2014,Langley Avenue,1,DOA
3/11/2014,N. Greenfield Avenue,1,DOA
3/11/2014,Langley Avenue,2,DOA
3/12/2014,N. Greenfield Avenue,1,
3/12/2014,Locust Avenue,1,
3/12/2014,Langley Avenue,1,
3/13/2014,Darby Avenue,1,
3/14/2014,Camden Street,1,
3/14/2014,Friendly Drive,1,
3/15/2014,Raymond Drive,1,
3/16/2014,Kentucky Avenue,1,
3/16/2014,Alaric Drive,1,DOA
3/18/2014,Lantana Lane,1,
3/19/2014,West Mercury/Chesnut,1,
3/19/2014,Kentucky Avenue,1,
3/20/2014,Kentucky Avenue,1,
3/22/2014,N. Armstead Avenue,1,
3/22/2014,Brantley's Trace,1,DOA
3/23/2014,Brantley's Trace,1,
3/25/2014,Dunn Circle,1,
3/24/2014,Brantley's Trace,1,DOA
3/26/2014,Kentucky Avenue,1,
3/26/2014,Tappen Avenue,1,
3/27/2014,Newton Road,1,DOA
