Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,370,172,137,421,473,357,373,354,515,495,378,317,110
Tuesday,329,162,135,399,460,326,362,343,468,457,367,336,101
Wednesday,388,163,142,379,510,342,361,366,520,451,384,342,92
Thursday,359,170,144,384,491,274,366,349,496,454,332,331,102
Friday,369,188,136,366,450,363,389,446,711,528,390,384,114
Saturday,439,250,146,188,321,327,410,378,418,411,365,351,103
Sunday,406,219,142,175,247,266,323,327,410,351,334,318,110
Total,2660,1324,982,2312,2952,2255,2584,2563,3538,3147,2550,2379,732
