Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,48,8,8,13,12,14,19,23,29,34,24,24,7
Tuesday,31,22,7,7,15,8,17,26,31,29,25,16,6
Wednesday,34,7,12,7,20,16,15,26,40,22,26,34,1
Thursday,38,16,10,15,12,12,19,22,31,17,23,15,5
Friday,45,19,14,7,10,16,14,19,32,25,33,21,3
Saturday,40,30,18,11,14,23,14,13,23,31,19,28,6
Sunday,32,15,14,15,11,10,22,23,37,30,26,25,2
Total,268,117,83,75,94,99,120,152,223,188,176,163,30
