Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,461,165,72,75,130,178,199,212,267,298,438,428,86
Tuesday,382,144,64,67,114,162,179,245,252,296,407,413,59
Wednesday,394,120,59,74,145,140,199,219,240,300,375,421,67
Thursday,448,183,85,88,140,161,184,233,229,288,393,413,78
Friday,469,181,85,96,156,178,230,249,258,314,471,541,89
Saturday,681,424,184,78,141,151,203,233,266,309,442,557,61
Sunday,639,370,194,90,92,135,169,206,223,283,374,358,71
Total,3474,1587,743,568,918,1105,1363,1597,1735,2088,2900,3131,511
