Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,147,31,17,26,69,43,62,69,71,58,55,67,49
Tuesday,86,26,12,22,48,45,56,62,52,53,47,45,35
Wednesday,81,23,12,17,47,49,63,57,55,57,56,56,37
Thursday,113,24,15,26,50,47,57,59,64,44,60,61,47
Friday,122,30,22,29,53,42,77,54,62,50,75,66,48
Saturday,135,78,33,18,36,27,56,47,50,53,64,88,25
Sunday,124,53,43,29,28,33,44,44,51,49,56,55,45
TOTAL,808,265,154,167,331,286,415,392,405,364,413,438,286
