Arrests by Offense,Accomack,,Albemarle ,,Alleghany ,,Amelia ,,Amherst ,,Appomattox,,Arlington,,Augusta,,Bath,,Bedford,,Bland,,Botetourt,,Brunswick ,,Buchanan ,,Buckingham ,,Campbell ,,Caroline ,,Carroll,,Charles City,,Charlotte,,Chesterfield,,Clarke,,Craig,,Culpeper,,Cumberland,,Dickenson,,Dinwiddie,,Essex,,Fairfax,,Fauquier,,Floyd,,Fluvanna,,Franklin,,Frederick,,Giles,,Gloucester,,Goochland,,Grayson,,Greene,,Greensville,,Halifax,,Hanover,,Henrico,,Henry,,Highland,,Isle of Wight,,James City,,King & Queen,,King George,,King William,,Lancaster,,Lee,,Loudoun,,Louisa,,Lunenburg,,Madison,,Mathews,,Mecklenburg,,Middlesex,,Montgomery,,Nelson,,New Kent,,Northampton,,Northumberland,,Nottoway,,Orange,,Page,,Patrick,,Pittsylvania,,Powhatan,,Prince Edward,,Prince George,,Prince William,,Pulaski,,Rappahannock,,Richmond,,Roanoke,,Rockbridge,,Rockingham,,Russell,,Scott,,Shenandoah,,Smyth,,Southampton,,Spotsylvania,,Stafford,,Surry,,Sussex,,Tazewell,,Warren,,Washington,,Westmoreland,,Wise,,Wythe,,York,,Total County,
,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile
Murder,1,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10,0,0,0,0,0,3,0,1,0,1,0,0,1,4,0,1,0,3,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,8,0,0,0,8,1,9,0,0,0,2,0,5,0,0,0,2,0,0,0,2,0,2,0,3,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,9,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,4,0,1,0,0,0,1,1,0,0,3,0,1,1,0,0,126,5
Manslaughter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
Kidnaping,1,0,11,1,0,0,3,0,1,0,1,0,2,1,4,0,0,0,9,0,0,0,0,0,0,0,4,0,2,0,11,0,3,0,7,0,0,0,0,0,37,6,1,0,2,0,3,0,0,0,0,0,0,0,0,0,3,0,6,0,1,0,1,0,3,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,1,1,1,0,9,1,3,1,0,0,0,0,1,0,0,0,4,1,1,0,3,0,1,0,9,3,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1,0,2,0,1,0,1,0,3,0,0,0,2,0,4,0,1,0,1,0,5,0,10,0,1,0,0,0,0,0,4,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,4,1,3,0,0,0,1,0,4,0,0,0,2,0,0,0,5,0,0,0,6,1,227,17
"Sex Offenses, Forcible",7,1,14,2,3,1,8,0,11,0,4,1,21,8,17,2,0,1,11,3,1,0,6,1,0,0,5,1,5,3,10,1,5,2,5,2,1,0,3,0,73,55,0,0,4,0,5,0,3,2,3,1,6,2,4,0,19,0,9,4,7,0,2,3,12,1,11,9,1,0,5,2,1,0,1,0,3,0,0,0,6,2,12,4,25,1,10,0,0,0,5,1,15,3,0,0,1,1,4,1,2,0,3,0,21,1,6,0,5,4,4,2,0,0,6,0,0,0,10,4,1,0,5,2,2,0,0,0,3,0,7,1,2,0,25,0,3,0,6,1,5,0,2,0,36,18,9,1,2,1,2,0,16,2,4,0,8,1,4,0,4,1,5,0,6,3,0,0,9,4,28,2,3,0,2,1,15,0,11,1,3,0,6,0,10,0,16,0,12,4,713,175
Robbery,11,5,15,0,0,0,0,0,11,1,0,0,26,9,4,0,0,0,2,0,0,0,4,0,2,0,0,0,3,0,4,1,6,0,1,0,0,0,4,1,44,28,1,0,0,0,1,0,0,0,0,0,10,1,0,0,12,3,8,0,0,0,1,0,7,0,3,0,2,1,2,0,1,0,2,0,2,1,0,0,9,3,11,3,61,16,21,8,0,0,7,0,10,3,0,0,0,0,1,0,0,0,4,0,7,2,1,0,1,1,0,0,0,0,4,0,0,0,10,1,0,0,0,1,3,4,0,0,2,0,1,0,0,0,8,0,2,0,3,0,2,0,2,1,40,22,7,0,0,0,1,0,12,1,6,4,2,0,3,0,1,0,1,0,0,0,0,0,6,2,10,3,1,0,3,0,5,0,4,0,2,1,5,1,9,0,0,0,11,4,488,132
Aggravated Assault,23,2,29,3,13,1,7,0,30,0,8,1,68,15,20,2,0,0,44,3,1,0,13,5,12,1,62,0,13,2,19,2,50,1,18,0,2,0,12,0,171,60,16,1,8,0,18,3,8,0,9,2,15,1,8,0,26,3,27,3,3,0,13,3,32,2,15,2,6,2,16,3,22,0,4,0,11,2,18,0,37,0,28,17,185,43,81,8,0,0,17,2,19,2,0,0,15,6,3,1,5,0,21,0,82,20,3,1,13,3,5,0,2,0,33,5,4,1,39,6,9,0,12,0,23,1,2,0,13,0,10,6,4,1,11,0,23,5,6,2,9,1,5,3,169,29,21,4,2,0,6,1,18,1,0,0,6,2,6,0,13,1,23,8,34,4,6,0,30,7,36,4,19,4,23,2,239,5,6,1,46,0,21,0,68,2,23,2,8,7,2432,343
Simple Assault/Intimidation,214,8,254,30,131,10,106,10,92,0,37,15,550,102,124,19,4,0,375,49,6,0,59,8,12,1,188,1,140,16,303,13,148,8,200,4,7,0,89,0,1165,1131,19,0,33,1,162,8,50,3,8,1,35,7,54,10,1054,15,227,22,0,0,29,19,107,5,262,28,66,2,100,21,2,0,99,3,42,4,1,0,193,7,218,63,1027,188,473,43,7,0,123,20,214,69,7,0,97,34,42,9,43,7,193,1,560,56,102,6,68,11,51,1,17,1,113,3,15,0,258,18,42,3,80,17,95,10,13,2,125,2,108,8,23,1,122,4,227,14,55,1,85,2,97,16,1379,210,174,13,22,2,34,2,415,41,19,1,77,3,93,0,141,7,183,24,236,7,32,0,375,45,659,137,63,8,94,12,282,16,212,10,181,6,85,14,434,24,132,13,152,41,16921,2827
Arson,0,0,1,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,2,3,0,0,1,0,0,7,0,0,0,0,0,2,1,1,0,0,0,0,0,3,25,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,1,3,0,0,1,0,0,0,0,0,1,1,3,3,7,26,3,3,0,0,0,0,6,7,0,0,1,4,1,2,1,0,1,0,1,5,1,0,3,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,7,0,0,1,0,0,0,0,0,1,7,8,0,0,0,0,0,0,2,0,0,0,1,0,0,0,6,0,1,2,0,1,0,0,5,0,0,7,1,0,2,0,6,2,0,0,0,0,1,0,2,0,1,0,1,3,107,123
Extortion/Blackmail,2,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,7
Burglary,22,6,34,17,11,3,3,5,15,0,6,2,40,15,30,18,0,0,23,9,6,0,6,0,8,1,9,0,22,7,30,8,4,4,38,14,4,0,10,0,149,140,9,0,5,0,10,0,6,0,7,2,23,6,6,10,62,6,24,8,6,0,3,5,27,11,27,8,1,0,9,4,2,0,12,0,18,1,2,0,26,7,47,28,99,60,60,56,0,0,17,26,16,5,0,0,7,3,14,0,10,4,33,2,31,25,1,1,12,6,14,0,1,0,10,1,0,2,26,0,9,0,3,3,11,4,6,1,9,12,18,2,3,0,42,4,26,17,34,0,3,0,4,0,137,91,37,3,3,1,3,2,33,1,2,0,12,2,11,0,25,2,15,13,17,4,2,0,36,12,29,18,3,0,7,0,48,12,8,6,6,0,9,0,15,1,25,5,7,18,1811,770
Larceny,70,8,214,112,12,5,6,3,73,0,27,11,695,327,66,14,1,0,79,40,7,0,41,6,13,0,45,1,18,5,58,12,58,5,41,4,2,0,18,0,940,634,10,1,9,0,46,5,17,2,23,11,40,8,37,22,743,26,48,14,14,3,8,5,71,26,114,39,4,0,32,15,1,0,16,3,21,3,4,0,73,11,223,88,1269,327,129,54,0,0,35,9,103,42,1,0,27,10,31,22,28,3,68,0,305,67,11,0,15,10,4,0,1,2,73,13,8,1,140,25,6,2,16,4,57,8,26,5,51,8,19,3,2,1,75,0,37,12,5,0,40,26,28,6,706,144,103,10,3,1,12,0,145,21,7,1,42,13,28,0,44,1,64,18,61,19,5,0,244,41,212,59,7,0,22,4,238,36,89,13,107,2,22,13,121,29,102,8,120,20,9152,2582
Motor Vehicle Theft,10,4,1,2,2,1,2,1,3,4,0,1,9,15,3,1,0,0,6,0,0,0,3,0,3,0,9,1,2,0,5,1,4,0,7,0,0,0,4,0,0,1,4,0,3,2,1,0,3,0,1,0,8,1,9,2,12,0,0,0,3,0,1,0,12,3,8,12,0,0,2,1,0,0,3,0,4,1,2,0,4,2,12,9,66,31,17,6,1,0,4,0,13,2,0,0,3,1,1,1,6,1,5,0,37,10,2,0,8,3,1,5,0,0,19,0,3,2,13,0,0,1,2,1,7,2,3,0,4,0,3,2,0,0,10,0,8,4,4,1,1,0,4,4,54,22,5,0,0,0,1,1,13,5,3,1,2,2,0,0,4,1,8,4,15,2,0,0,0,1,25,20,3,0,2,1,16,2,5,3,3,0,5,2,19,2,5,0,1,4,599,215
Counterfeiting/Forgery,17,1,28,0,1,0,5,0,11,0,2,0,100,1,44,3,1,0,43,1,0,0,3,0,7,0,33,0,5,0,9,1,5,0,6,0,1,0,1,0,196,33,3,0,4,0,13,0,0,0,10,0,24,0,9,0,35,2,11,0,3,0,3,0,23,4,10,2,2,0,14,0,0,0,6,1,5,0,1,0,4,0,19,2,59,2,33,0,1,0,8,1,12,0,0,0,2,0,9,0,26,0,0,0,50,2,1,0,2,0,3,1,0,0,22,0,0,0,14,0,3,0,5,1,13,0,0,0,4,0,1,0,1,0,1,0,3,0,4,0,10,1,1,0,94,7,22,1,2,0,2,0,48,1,3,0,11,0,11,0,5,0,16,2,20,3,1,0,18,0,33,0,5,0,18,3,93,0,21,1,5,0,5,0,20,0,22,0,9,1,1489,78
Fraud,12,2,45,0,3,0,1,1,3,0,3,0,328,79,41,0,0,0,34,1,0,0,4,1,4,0,7,0,7,0,20,0,13,0,13,0,0,0,4,0,115,19,5,0,0,0,9,0,1,0,0,0,17,0,10,4,55,0,12,1,0,0,1,0,11,1,8,0,0,0,5,0,1,0,2,0,1,0,0,0,5,0,30,2,36,1,37,0,0,0,4,0,11,1,0,0,3,0,4,0,7,0,3,0,71,1,3,0,21,0,0,0,0,0,4,0,0,0,34,0,2,0,11,0,1,0,5,0,2,0,2,0,1,0,0,0,5,0,2,0,3,0,3,0,150,11,8,0,0,0,2,0,56,3,3,0,11,1,2,0,13,0,20,1,17,0,0,0,40,3,21,0,2,0,3,1,49,0,4,1,20,0,9,0,17,0,15,0,7,0,1574,135
Embezzlement,6,0,30,3,0,0,0,0,3,0,0,0,60,4,7,0,0,0,12,0,0,0,2,0,1,0,1,0,2,0,4,0,4,0,1,0,0,0,0,0,92,13,1,0,0,0,15,0,0,0,0,0,3,1,3,0,80,1,9,0,2,0,0,0,1,0,10,0,1,0,10,0,0,0,3,0,2,0,0,0,6,0,11,3,6,0,23,0,0,0,2,0,18,4,0,0,0,0,4,0,0,0,0,0,49,4,0,0,0,0,0,0,0,0,5,0,0,0,8,7,0,0,1,0,8,1,0,0,5,0,7,0,0,0,2,0,2,0,0,0,0,0,2,0,112,3,9,0,0,0,0,0,12,1,2,0,6,0,0,0,1,0,5,0,1,0,0,0,34,1,12,0,0,0,0,0,4,0,4,0,5,3,1,0,2,0,3,0,13,2,750,51
Stolen Property,5,0,6,1,0,0,0,0,0,0,0,0,22,2,6,0,0,0,1,0,1,2,0,1,1,0,10,0,1,0,0,0,1,0,2,0,1,1,2,0,8,20,0,0,0,0,3,0,0,0,0,0,2,0,1,0,9,2,5,1,0,0,2,0,1,0,10,4,0,0,1,0,0,0,0,0,2,0,1,0,1,0,5,4,25,2,4,1,0,0,3,2,6,0,0,0,4,2,2,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,2,2,0,0,2,5,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,28,4,5,0,0,0,3,0,2,1,0,0,8,3,3,0,1,0,4,1,0,0,0,0,16,0,7,0,2,0,0,0,9,0,0,0,0,0,6,0,5,1,4,0,3,0,287,62
Vandalism,23,6,31,6,5,1,9,0,7,2,4,1,62,36,22,5,1,2,26,28,6,0,9,5,51,0,17,0,12,5,31,2,13,0,20,1,0,0,6,1,145,276,2,1,4,0,16,0,6,1,4,0,8,2,22,22,64,7,18,3,8,0,4,4,13,7,26,3,2,0,7,0,2,0,7,0,3,3,2,0,12,0,27,55,114,61,126,49,0,0,13,3,17,20,0,0,10,9,40,32,3,0,12,0,33,21,8,4,12,1,2,1,1,0,21,3,1,0,53,35,2,3,7,2,18,4,6,1,10,1,3,5,1,3,11,1,6,4,1,0,10,5,2,2,110,37,16,0,3,5,1,0,19,11,1,0,25,7,9,1,17,1,23,6,43,13,3,0,72,21,78,28,6,4,27,6,37,6,21,7,11,0,11,9,41,1,27,5,10,3,1911,926
