Arrests by Offense,Accomack,,Albemarle ,,Alleghany ,,Amelia ,,Amherst ,,Appomattox,,Arlington,,Augusta,,Bath,,Bedford,,Bland,,Botetourt,,Brunswick ,,Buchanan ,,Buckingham ,,Campbell ,,Caroline ,,Carroll,,Charles City,,Charlotte,,Chesterfield,,Clarke,,Craig,,Culpeper,,Cumberland,,Dickenson,,Dinwiddie,,Essex,,Fairfax,,Fauquier,,Floyd,,Fluvanna,,Franklin,,Frederick,,Giles,,Gloucester,,Goochland,,Grayson,,Greene,,Greensville,,Halifax,,Hanover,,Henrico,,Henry,,Highland,,Isle of Wight,,James City,,King & Queen,,King George,,King William,,Lancaster,,Lee,,Loudoun,,Louisa,,Lunenburg,,Madison,,Mathews,,Mecklenburg,,Middlesex,,Montgomery,,Nelson,,New Kent,,Northampton,,Northumberland,,Nottoway,,Orange,,Page,,Patrick,,Pittsylvania,,Powhatan,,Prince Edward,,Prince George,,Prince William,,Pulaski,,Rappahannock,,Richmond,,Roanoke,,Rockbridge,,Rockingham,,Russell,,Scott,,Shenandoah,,Smyth,,Southampton,,Spotsylvania,,Stafford,,Surry,,Sussex,,Tazewell,,Warren,,Washington,,Westmoreland,,Wise,,Wythe,,York,,Total County,
Drug/Narcotic Offenses,98,9,118,39,43,6,25,12,63,3,29,3,433,53,71,4,2,0,88,39,326,3,77,7,66,0,240,1,37,4,52,5,16,2,58,2,3,0,54,1,1125,339,38,5,6,0,113,6,36,8,23,4,34,7,30,3,246,30,212,37,1,0,23,12,60,10,114,11,13,0,134,14,7,0,28,0,58,13,25,0,109,10,317,101,789,121,140,9,9,1,42,10,193,37,4,0,22,5,34,16,22,2,113,0,331,63,36,0,89,4,16,1,14,10,89,5,43,1,257,6,15,2,42,5,62,1,4,0,35,1,58,3,23,1,29,0,108,7,37,3,48,0,154,28,1332,139,99,4,22,0,23,0,289,18,55,4,143,17,27,2,23,8,93,12,139,3,22,0,223,37,485,106,10,2,29,4,93,16,95,6,34,9,39,4,79,10,161,6,350,39,11374,1591
"Sex Offenses, Nonforcible",1,0,2,0,0,0,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,1,0,0,0,0,0,0,0,6,1,2,0,0,0,2,0,1,0,0,0,2,0,0,0,1,0,3,0,0,0,0,0,4,0,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,3,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,5,1,3,0,4,0,2,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,92,8
Pornography,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,20,2
Gambling,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
Prostitution,0,0,0,0,0,0,0,0,1,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,1
Bribery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Weapon Law Violations,23,1,13,6,7,0,9,1,9,0,6,1,40,4,9,0,0,0,27,6,0,0,9,1,8,0,30,0,13,2,13,1,12,2,11,1,0,0,19,0,170,115,6,0,3,0,12,0,2,0,1,0,7,0,8,1,53,1,35,2,5,0,6,2,23,3,27,3,5,0,7,0,3,0,10,0,2,1,4,0,35,3,34,10,102,35,27,6,0,0,13,2,21,1,1,0,10,1,4,2,4,1,0,0,43,12,8,0,18,4,9,1,1,0,16,2,2,1,32,2,5,0,10,1,13,0,2,0,2,0,13,2,3,3,18,0,14,1,8,0,21,1,6,2,153,39,16,1,5,1,4,0,40,5,5,0,20,1,2,2,13,0,23,4,26,3,6,0,26,10,56,6,1,0,11,0,21,0,18,3,7,2,10,1,24,1,31,4,14,9,1674,339
TOTAL GROUP A,546,53,850,227,231,28,185,33,333,10,127,36,2486,677,477,68,9,3,784,181,358,5,239,37,189,3,673,6,282,44,572,47,349,25,429,28,21,1,227,3,4498,2896,117,8,81,3,434,22,134,16,90,21,236,39,205,74,2492,96,659,95,53,3,98,54,408,74,653,122,106,5,347,64,44,0,198,7,175,29,60,0,530,47,999,394,3891,917,1201,244,18,1,295,76,680,199,13,0,209,77,195,86,163,18,459,3,1646,292,185,12,270,49,110,12,38,13,421,34,77,8,911,109,95,11,199,38,320,35,71,9,273,24,255,32,63,10,363,9,481,65,166,8,241,36,318,63,4536,787,538,37,69,11,97,6,1125,112,111,11,376,52,200,5,313,22,488,96,618,62,77,0,1141,185,1698,391,129,18,248,34,1161,95,501,52,433,24,235,44,875,73,570,44,724,156,51874,10391
Bad Checks,104,0,439,0,36,0,102,0,0,0,1,0,10,0,92,0,0,0,2,0,2,0,32,0,7,0,3,0,50,1,137,0,39,0,158,2,0,0,67,0,314,0,13,0,15,0,23,0,24,0,3,0,15,0,86,0,142,1,66,0,45,0,0,0,307,0,174,0,91,0,2,0,0,0,13,0,0,0,0,0,20,0,45,1,39,0,38,0,0,0,52,0,42,0,0,0,106,0,4,0,86,0,113,0,19,0,1,0,94,0,48,1,1,0,15,1,0,0,116,1,6,0,4,0,60,0,39,0,66,0,14,0,2,0,68,0,108,0,8,0,53,0,4,0,125,0,97,0,17,0,27,0,158,0,16,0,6,0,1,0,21,0,153,0,175,0,0,0,193,0,442,0,25,0,25,0,376,4,223,1,15,0,60,0,52,0,24,0,9,0,6125,13
Curfew/Loitering/Vagrancy,0,3,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,398,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,2,66,1,0,0,0,0,12,0,34,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,34,6,90,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,3,0,0,0,0,0,0,18,724
Disorderly Conduct,4,4,20,7,4,4,2,2,22,0,3,0,19,19,15,3,1,0,4,27,1,0,0,0,7,0,59,0,3,3,2,0,8,0,5,2,0,0,2,0,825,286,4,0,0,0,9,0,6,0,6,0,6,1,29,3,25,10,15,7,0,0,2,0,42,6,6,3,12,0,3,2,1,1,1,2,8,4,1,0,8,8,8,21,48,11,12,7,0,0,3,5,6,27,1,0,6,20,2,6,5,8,4,0,12,5,18,2,11,7,9,1,6,0,18,2,2,1,43,6,2,2,0,0,14,2,4,0,7,0,4,1,5,0,19,0,6,13,3,1,18,0,10,4,53,67,17,3,1,1,7,0,50,12,0,0,1,1,3,0,4,0,9,6,11,3,1,0,11,24,18,31,0,0,20,6,18,1,50,1,3,3,7,2,23,7,16,6,3,4,1822,734
Driving Under Influence,97,1,199,7,89,0,43,1,171,1,45,2,663,8,177,4,11,0,209,4,32,0,155,2,181,0,153,8,84,2,72,2,41,0,136,5,2,0,55,0,1125,14,100,1,39,1,139,0,48,0,53,0,73,1,40,0,1129,5,359,4,30,2,89,3,228,2,230,4,86,1,71,2,47,0,66,1,144,0,54,0,118,1,281,3,735,15,260,5,8,0,112,4,221,1,9,0,94,0,53,1,15,2,141,2,380,5,67,1,35,1,36,1,36,4,170,6,34,0,479,8,22,0,65,1,25,0,40,3,89,3,71,0,60,2,71,1,119,1,91,2,101,1,131,1,1613,30,146,1,41,1,21,0,335,4,62,1,139,1,53,0,71,0,172,0,164,4,58,0,323,3,668,17,15,0,55,0,178,3,155,5,163,5,71,2,233,6,156,2,215,5,16041,253
