Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,74,40,26,23,27,17,34,43,65,92,144,137,8
Tuesday,70,51,11,13,17,37,42,38,42,63,130,113,1
Wednesday,80,41,16,13,16,33,43,49,42,68,97,126,4
Thursday,71,30,16,20,22,27,31,50,42,67,114,112,3
Friday,53,40,19,13,15,32,43,39,53,92,145,122,2
Saturday,113,102,31,18,19,28,32,29,46,79,128,135,2
Sunday,97,89,43,20,6,20,28,46,43,70,133,109,4
TOTAL,558,393,162,120,122,194,253,294,333,531,891,854,24
