Date ,Charge ,Street ,Zipcode ,SubDivsion
6/15/2006,"DAMAGE PROPERTY, PRIVATE ",CALTHROPE NECK ROAD ,23693,
6/15/2006,DAMAGE PROPERTY ,CALTHROPE NECK ROAD ,23693,BARCLAY ACRES
12/7/2006,PETIT LARCENY ,CAMELOT CRESCENT ,23693,KINGS VILLA
11/28/2006,RUNAWAY JUVENILE ,CAMELOT CRESCENT ,23693,KINGS VILLA
11/28/2006,RUNAWAY JUVENILE ,CAMELOT CRESCENT ,23693,KINGS VILLA
11/9/2006,"DAMAGE PROPERTY, PRIVATE ",CAMELOT CRESCENT ,23693,KINGS VILLA
1/1/2006,MOTOR VEHICLE THEFT ,CAMELOT CRESCENT ,23693,KINGS VILLA
1/1/2006,"LARCENY,FROM MOTOR VEHICLE ",CAMELOT CRESCENT ,23693,KINGS VILLA
11/26/2006,"ASSAULT, SIMPLE ",CAMILLE COURT ,23693,FAISON GREEN
11/30/2005,CREDIT CARD FRAUD ,CAMILLE COURT ,23693,FAISON GREEN
11/30/2005,CREDIT CARD THEFT ,CAMILLE COURT ,23693,FAISON GREEN
9/6/2006,"FRAUD, ALL OTHERS ",CARDINAL LANE ,23693,
8/13/2006,"DAMAGE PROPERTY, PRIVATE ",CARDINAL LANE ,23693,
8/17/2006,"DAMAGE PROPERTY, PRIVATE ",CARDINAL LANE ,23693,
7/26/2006,DAMAGE PROPERTY ,CARDINAL LANE ,23693,
7/26/2006,GRAND LARCENY ,CARDINAL LANE ,23693,
7/26/2006,"BREAKING & ENTER W/INT TO RAPE,ROB,MURDER -ARMED ",CARDINAL LANE ,23693,
1/11/2006,RUNAWAY JUVENILE ,CARDINAL LANE ,23693,
11/10/2006,"DAMAGE PROPERTY, PRIVATE ",CARDINAL LANE ,23693,
3/29/2006,"LARCENY,FROM MOTOR VEHICLE ",CARNOUSTIE COURT ,23693,ROYAL COLVEN
11/20/2006,DEAD ON ARRIVAL ,CARY`S CHAPEL ROAD ,23693,
8/2/2006,"LARCENY,FROM MOTOR VEHICLE ",CARY`S CHAPEL ROAD ,23693,
7/22/2006,CITIZEN REQUESTED ASSISTANCE ,CARY`S CHAPEL ROAD ,23693,
6/28/2006,CITIZEN REQUESTED ASSISTANCE ,CARY`S CHAPEL ROAD ,23693,
6/20/2006,CITIZEN REQUESTED ASSISTANCE ,CARY`S CHAPEL ROAD ,23693,
2/18/2006,"DAMAGE PROPERTY, PRIVATE ",CARY`S CHAPEL ROAD ,23693,
1/11/2006,UNAUTHORIZED USE OF AUTO ,CARY`S CHAPEL ROAD ,23693,
2/23/2006,RUNAWAY JUVENILE ,CARY`S CHAPEL ROAD ,23693,
10/4/2006,UNAUTHORIZED USE OF VEHICLE ,CARYS CHAPEL ROAD ,23693,
12/27/2006,"DAMAGE PROPERTY, PRIVATE ",CATTAIL LANE ,23693,WHISPERING WINDS
12/27/2006,"DAMAGE PROPERTY, PRIVATE ",CATTAIL LANE ,23693,WHISPERING WINDS
12/27/2006,CITIZEN REQUESTED ASSISTANCE ,CATTAIL LANE ,23693,WHISPERING WINDS
12/27/2006,"DAMAGE PROPERTY, PRIVATE ",CATTAIL LANE ,23693,WHISPERING WINDS
12/23/2006,"DAMAGE PROPERTY, PRIVATE ",CATTAIL LANE ,23693,WHISPERING WINDS
9/1/2006,CONTRIBUTING TO THE DELINQUENCY OF A MINOR ,CATTAIL LANE ,23693,WHISPERING WINDS
9/1/2006,"FRAUD-TRICK,FALSE PRETENSES ",CATTAIL LANE ,23693,WHISPERING WINDS
8/27/2006,POSSESSION OF MARIJUANA ,CATTAIL LANE ,23693,WHISPERING WINDS
6/12/2006,FALSELY SUMMONS OR FALSE REPORT TO POLICE ,CATTAIL LANE ,23693,WHISPERING WINDS
5/7/2006,"DAMAGE PROPERTY, PRIVATE ",CATTAIL LANE ,23693,WHISPERING WINDS
4/12/2006,OVERDOSE ,CATTAIL LANE ,23693,WHISPERING WINDS
1/28/2006,OVERDOSE ,CATTAIL LANE ,23693,WHISPERING WINDS
1/28/2006,UNAUTHORIZED USE OF VEHICLE ,CATTAIL LANE ,23693,WHISPERING WINDS
1/20/2006,"DAMAGE PROPERTY, PRIVATE ",CATTAIL LANE ,23693,WHISPERING WINDS
1/20/2006,"BURGLARY, RESIDENTIAL ",CATTAIL LANE ,23693,WHISPERING WINDS
1/9/2006,"DAMAGE PROPERTY, PRIVATE ",CATTAIL LANE ,23693,WHISPERING WINDS
12/29/2006,"ASSAULT, SIMPLE ",CHADWICK COURT ,23693,SMITHY GLEN
8/15/2006,TAMPERING WITH VEHICLE ,CHADWICK COURT ,23693,SMITHY GLEN
7/23/2006,"BURGLARY, RESIDENTIAL ",CHADWICK COURT ,23693,SMITHY GLEN
4/23/2006,ABUSE AND NEGLECT OF CHILDREN ,CHADWICK COURT ,23693,SMITHY GLEN
10/26/2006,GRAND LARCENY ,CHAMPIONS PATH ,23693,WOODS OF TABB
8/15/2006,"DAMAGE PROPERTY, PRIVATE ",CHAMPIONS PATH ,23693,WOODS OF TABB
7/3/2006,CITIZEN REQUESTED ASSISTANCE ,CHAMPIONS PATH ,23693,WOODS OF TABB
8/15/2006,"DAMAGE PROPERTY, PRIVATE ",CHAMPIONS PATH ,23693,WOODS OF TABB
4/7/2006,CITIZEN REQUESTED ASSISTANCE ,CHANTICLAIR DRIVE ,23693,FINCH TERRACE
9/7/2006,CREDIT CARD FRAUD ,CHANTICLAIR DRIVE ,23693,FINCH TERRACE
5/16/2006,"DAMAGE PROPERTY, PRIVATE ",CHANTICLAIR DRIVE ,23693,FINCH TERRACE
4/16/2006,"FRAUD, ALL OTHERS ",CHANTICLAIR DRIVE ,23693,FINCH TERRACE
4/14/2006,"DAMAGE PROPERTY, PRIVATE ",CHANTICLAIR DRIVE ,23693,FINCH TERRACE
4/14/2006,"BURGLARY, RESIDENTIAL ",CHANTICLAIR DRIVE ,23693,FINCH TERRACE
3/11/2006,CITIZEN REQUESTED ASSISTANCE ,CHANTICLAIR DRIVE ,23693,FINCH TERRACE
10/30/2006,CITIZEN REQUESTED ASSISTANCE ,CHANTIICLAIR DRIVE ,23693,FINCH TERRACE
5/8/2006,ANNOYING PHONE CALLS ,CHINQUAPIN ORCHARD ,23693,OLDE PORT COVE
1/26/2006,"DAMAGE PROPERTY, PRIVATE ",CHINQUAPIN ORCHARD ,23693,OLDE PORT COVE
1/26/2006,"DAMAGE PROPERTY, PRIVATE ",CHINQUAPIN ORCHARD ,23693,OLDE PORT COVE
12/23/2005,COMPUTER FRAUD >=$200 ,CHINQUAPIN ORCHARD ,23693,OLDE PORT COVE
12/13/2006,CITIZEN REQUESTED ASSISTANCE ,CHINQUAPIN ORCHARD ,23693,OLDE PORT COVE
8/11/2006,"DAMAGE PROPERTY, PRIVATE ",CHINQUAPIN ORCHARD ,23693,OLDE PORT COVE
4/19/2006,"LARCENY,FROM MOTOR VEHICLE ",CHINQUAPIN ORCHARD ,23693,OLDE PORT COVE
7/4/2006,ANNOYING PHONE CALLS ,CHIPPENHAM DRIVE ,23693,YORKSHIRE DOWNS
3/29/2006,"DAMAGE PROPERTY, PRIVATE ",CHIPPENHAM DRIVE ,23693,YORKSHIRE DOWNS
2/6/2006,RUNAWAY JUVENILE ,CHIPPENHAM DRIVE ,23693,YORKSHIRE DOWNS
1/1/2006,"DAMAGE PROPERTY, PRIVATE ",CHIPPENHAM DRIVE ,23693,YORKSHIRE DOWNS
8/15/2006,"DAMAGE PROPERTY, PRIVATE ",CHIPPOKES TURN ,23693,RUNNING MAN
5/23/2006,"ASSAULT, SIMPLE, DOMESTIC ",CHIPPOKES TURN ,23693,RUNNING MAN
1/25/2006,"ASSAULT, SIMPLE ",CHIPPOKES TURN ,23693,RUNNING MAN
8/19/2006,CITIZEN REQUESTED ASSISTANCE ,CHRIS SLADE CHASE ,23693,WOODS OF TABB
2/15/2006,"DAMAGE PROPERTY, PRIVATE ",CHRIS SLADE CHASE ,23693,WOODS OF TABB
9/14/2006,CITIZEN REQUESTED ASSISTANCE ,CHRIS SLADE CHASE ,23693,WOODS OF TABB
3/12/2006,CITIZEN REQUESTED ASSISTANCE ,CHUCKATUCK TURN ,23693,RUNNING MAN
2/21/2006,TRESPASSING ,CHUCKATUCK TURN ,23693,RUNNING MAN
12/30/2006,TAMPERING WITH VEHICLE ,CLAYTON DRIVE ,23693,ROCK CREEK
12/28/2006,"DAMAGE PROPERTY, PRIVATE ",CLAYTON DRIVE ,23693,ROCK CREEK
12/30/2006,"LARCENY,FROM MOTOR VEHICLE ",CLAYTON DRIVE ,23693,ROCK CREEK
10/8/2006,UNLAWFUL PURCHASE OR POSSESS ALCOHOLIC BEVERAGE ,CLAYTON DRIVE ,23693,ROCK CREEK
10/8/2006,UNLAWFUL PURCHASE OR POSSESS ALCOHOLIC BEVERAGE ,CLAYTON DRIVE ,23693,ROCK CREEK
6/23/2006,CITIZEN REQUESTED ASSISTANCE ,CLAYTON DRIVE ,23693,ROCK CREEK
1/29/2006,CITIZEN REQUESTED ASSISTANCE ,CLYDESDALE DRIVE ,23693,YORKSHIRE DOWNS
12/3/2006,UNLAWFUL PURCHASE OR POSSESS ALCOHOLIC BEVERAGE ,COACHMAN DRIVE ,23693,KINGS VILLA
12/3/2006,DRUNK IN PUBLIC ,COACHMAN DRIVE ,23693,KINGS VILLA
1/13/2006,"FRAUD, ALL OTHERS ",COACHMAN DRIVE ,23693,KINGS VILLA
11/4/2006,"DAMAGE PROPERTY, PRIVATE ",CODY PLACE ,23693,VICTORY MEADOWS
10/22/2006,"DAMAGE PROPERTY, PRIVATE ",CODY PLACE ,23693,VICTORY MEADOWS
5/26/2006,UNAUTHORIZED USE OF VEHICLE ,COINJOCK RUN ,23693,RUNNING MAN
2/18/2006,"DAMAGE PROPERTY, PRIVATE ",COINJOCK RUN ,23693,RUNNING MAN
2/18/2006,"DAMAGE PROPERTY, PRIVATE ",COINJOCK RUN ,23693,RUNNING MAN
12/8/2006,"DAMAGE PROPERTY, BUSINESS ",COLLINGTON RUN ,23693,VICTORY ESTATES
12/8/2006,GRAND LARCENY ,COLLINGTON RUN ,23693,VICTORY ESTATES
8/23/2006,CITIZEN REQUESTED ASSISTANCE ,COMBS LOOP ,23693,TREBOR PASTURES
8/16/2006,TRESPASSING ,COMMERCE CIRCLE ,23693,KILN CREEK CENTER
8/16/2006,PETIT LARCENY ,COMMERCE CIRCLE ,23693,KILN CREEK CENTER
8/6/2006,PETIT LARCENY ,COMMERCE CIRCLE ,23693,KILN CREEK CENTER
7/4/2006,"LARCENY,FROM MOTOR VEHICLE ",COMMERCE CIRCLE ,23693,KILN CREEK CENTER
