Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,318,148,68,58,128,138,201,217,232,282,363,359,60
Tuesday,254,124,53,71,117,152,195,234,258,257,362,355,57
Wednesday,290,112,60,51,116,160,189,240,219,253,366,359,63
Thursday,341,150,45,68,143,132,181,224,241,253,351,347,51
Friday,412,189,87,73,116,171,241,220,254,262,422,474,62
Saturday,527,408,140,83,74,124,165,167,197,261,394,476,44
Sunday,556,372,155,60,84,121,147,182,201,289,346,361,50
Total,2698,1503,608,464,778,998,1319,1484,1602,1857,2604,2731,387
