Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,147,68,55,91,125,87,118,104,155,160,215,200,98
Tuesday,142,59,47,91,109,78,105,100,147,195,198,200,103
Wednesday,139,59,47,85,111,79,104,94,144,185,225,243,93
Thursday,169,57,57,72,115,89,115,94,146,192,223,214,101
Friday,179,56,53,66,126,79,99,114,185,199,237,249,111
Saturday,214,105,48,60,83,100,117,98,116,169,207,246,109
Sunday,199,108,49,43,90,76,111,106,131,161,208,195,100
Total,1189,512,356,508,759,588,769,710,1024,1261,1513,1547,715
