Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday ,87,23,15,24,65,47,67,62,53,47,46,38,64
Tuesday ,87,17,5,29,54,52,63,70,66,49,50,45,55
Wednesday ,70,18,17,10,56,48,60,69,66,48,48,30,51
Thursday ,119,25,16,22,56,51,71,55,53,51,54,51,64
Friday ,93,23,13,18,45,62,58,50,69,53,56,76,57
Saturday ,101,69,27,18,27,23,62,36,48,61,46,68,53
Sunday ,127,63,32,10,44,27,43,34,38,38,50,49,61
TOTAL ,684,238,125,131,347,310,424,376,393,347,350,357,405
