Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,310,138,66,60,142,122,195,201,244,284,365,307,214
Tuesday,275,125,55,63,112,143,167,227,241,270,355,363,197
Wednesday,296,119,61,48,111,147,204,218,227,259,344,323,196
Thursday,348,164,68,62,121,137,206,203,219,262,366,364,205
Friday,352,175,62,63,103,164,183,227,265,265,374,467,227
Saturday,572,406,134,80,86,107,163,145,210,281,396,474,235
Sunday,598,406,150,65,86,98,139,159,196,245,348,340,242
Total,2751,1533,596,441,761,918,1257,1380,1602,1866,2548,2638,1516
