"Offender Age, Gender and Race",,,,,,
Race,Male,,,Female,,
,0 - 17,18 - 35,36+,0 - 17,18 - 35,36+
White ,1592,4068,1157,194,804,304
Black ,2254,3475,877,148,446,93
Am. Ind./Alskn ,1,5,1,0,2,0
Asian/Pacfc Isl. ,36,51,12,10,12,6
Unknown Race ,232,120,25,26,8,7
TOTAL ,4115,7719,2072,378,1272,410
Note: ,Gender unknown = 7787.,,,,,
,Age range 0-17 includes unknown age.,,,,,
