Criminal Offenses - On-campus Student Housing Facilities
Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Murder/Non-negligent manslaughter,Negligent manslaughter,Sex offenses - Forcible,Sex offenses - Non-forcible,Robbery,Aggravated assault,Burglary,Motor vehicle theft,Arson
2004,231420,Averett University,1,Main Campus,2719,0,0,1,0,0,0,2,0,0
2004,366793,Baptist Theological Seminary at Richmond,1,Main Campus,202,0,0,0,0,0,0,0,0,0
2004,231554,Bluefield College,1,Main Campus,814,0,0,0,0,0,0,0,0,0
2004,231581,Bridgewater College,1,Main Campus,1532,0,0,2,0,0,0,7,0,0
2004,231712,Christopher Newport University,1,Main Campus,4681,0,0,4,0,0,0,0,0,0
2004,231624,College of William and Mary,1,Main Campus,7575,0,0,1,0,0,0,0,0,5
2004,232043,Eastern Mennonite University,1,Main Campus,1297,0,0,0,0,0,0,1,0,0
2004,232025,Emory & Henry College,1,Main Campus,1028,0,0,1,0,0,0,1,0,0
2004,232089,Ferrum College,1,Ferrum College,942,0,0,0,0,0,0,10,0,2
2004,232186,George Mason University,1,Main Campus,28874,0,0,14,0,0,0,6,0,0
2004,232256,Hampden-Sydney College,1,Main Campus,1082,0,0,2,0,0,1,5,0,0
2004,232265,Hampton University,1,Main Campus,6154,0,0,1,0,1,1,30,0,0
2004,232308,Hollins University,1,Hollins University,1056,0,0,1,0,0,0,6,0,0
2004,232423,James Madison University,1,Main Campus-Harrisonburg,16108,0,0,5,0,0,0,19,0,5
2004,232423,James Madison University,2,Madison House (London Semester - Branch Campus),16108,0,0,0,0,0,0,0,0,0
2004,232423,James Madison University,3,Antwerp Hall- JMU Semester in Antwerp- Belgium,16108,0,0,0,0,0,0,0,0,0
2004,231837,Jefferson College of Health Sciences,1,JCHS Main Campus,744,0,0,0,0,0,0,0,0,0
2004,232469,JOHNSON & WALES UNIVERSITY-NORFOLK,1,JOHNSON & WALES UNIVERSITY-NORFOLK,399,0,0,0,0,0,0,5,0,0
2004,232557,Liberty University,1,Main Campus,10475,0,0,0,0,0,0,4,0,1
2004,232566,Longwood University,1,Main Campus,4289,0,0,0,0,0,0,0,0,0
2004,232609,Lynchburg College,1,Main Campus,2248,0,0,0,0,0,0,4,0,0
2004,232618,Lynchburg General Hospital School of Nursing,1,Centra College of Nursing,169,0,0,0,0,0,0,0,0,0
2004,232672,Mary Baldwin College,1,Main Campus,1718,0,0,0,0,0,2,6,0,0
2004,232706,Marymount University,1,Marymount University,3717,0,0,1,0,0,1,0,0,0
2004,232937,Norfolk State University,1,Norfolk State University,6165,0,0,2,0,2,2,85,0,5
2004,232982,Old Dominion University,1,Old Dominion University,20595,0,0,3,0,2,0,2,3,0
2004,233277,Radford University,1,Main Campus,9329,0,0,2,0,0,0,1,0,5
2004,233301,Randolph College,1,RANDOLPH COLLEGE,732,0,0,0,0,0,0,4,0,0
2004,233295,Randolph-Macon College,1,Main Campus,1126,0,0,1,0,0,0,17,0,0
2004,231651,Regent University,1,Main Campus,3444,0,0,0,0,0,0,0,0,0
2004,233426,Roanoke College,1,Main Campus,1850,0,0,1,0,0,2,3,0,0
2004,233499,Saint Pauls College,1,Saint Paul's College,627,0,0,2,0,33,22,1,0,1
2004,233541,Shenandoah University,1,Main Campus,3000,0,0,0,0,0,0,0,0,0
2004,233611,Southern Virginia University,1,Main Campus,581,0,0,1,0,0,0,20,0,0
2004,438498,Stratford University,1,Main Campus,385,0,0,0,0,0,0,0,0,0
2004,233718,Sweet Briar College,1,Main Campus,738,0,0,0,0,0,0,0,0,0
2004,233897,The University of Virginia's College at Wise,1,University of VA's College at Wise,1836,0,0,1,0,0,0,0,0,0
2004,233842,Union Presbyterian Seminary,1,Main Campus,391,0,0,0,0,0,0,0,0,0
2004,233842,Union Presbyterian Seminary,2,UNION PRESBYTERIAN SEMINARY,391,0,0,1,0,0,0,11,0,0
2004,232681,University of Mary Washington,1,University of Mary Washington,4729,0,0,2,0,0,0,2,0,0
2004,233374,University of Richmond,1,Main Campus,4475,0,0,1,0,0,2,7,0,3
2004,234076,University of Virginia-Main Campus,1,Main Campus,23341,0,0,8,0,0,1,19,0,0
2004,234030,Virginia Commonwealth University,1,Monroe Park Campus,28303,0,0,1,0,2,2,2,0,0
2004,234030,Virginia Commonwealth University,2,MCV Campus,28303,0,0,0,0,0,0,0,0,0
2004,233912,Virginia Intermont College,1,Virginia Intermont College,1149,0,0,0,0,0,0,0,0,0
2004,234085,Virginia Military Institute,1,Virginia Military Institute,1362,0,0,0,0,0,0,26,0,0
2004,233921,Virginia Polytechnic Institute and State University,1,Virginia Polytechnic Institute and State Univ,27619,0,0,9,0,1,3,41,0,5
2004,234155,Virginia State University,1,Main Campus,4859,0,0,1,0,0,1,2,3,0
2004,234164,Virginia Union University,1,Main Campus,1777,0,0,0,0,1,0,8,0,2
2004,234137,Virginia University of Lynchburg,1,Main Campus,,0,0,0,0,0,0,0,0,0
2004,234173,Virginia Wesleyan College,1,VIRGINIA WESLEYAN COLLEGE,1442,0,0,2,0,0,0,0,0,0
2004,234207,Washington and Lee University,1,Main Campus,2174,0,0,0,0,0,0,3,0,0
2004,234359,Woodrow Wilson Rehabilitation Center,1,Woodrow Wilson Rehabilitation Center,228,0,0,0,0,0,0,0,0,0
