Survey Year,UnitID,Institution Name,Campus ID,Campus Name,Institution Size,Murder/Non-Negligent Manslaughter,Negligent Manslaughter,Sex Offenses - Forcible,Sex Offenses - Non-Forcible,Robbery,Aggravated Assault,Burglary,Motor Vehicle Theft,Arson
2004,419022,ACT College,1,Arlington Campus,459,0,0,0,0,0,0,0,0,0
2004,419022,ACT College,2,Alexandria Campus,459,0,0,0,0,0,0,0,0,0
2004,419022,ACT College,3,Manassas Campus,459,0,0,0,0,0,0,0,0,0
2004,231420,Averett University,1,Main Campus,2719,0,0,0,0,0,0,0,0,0
2004,231536,Blue Ridge Community College,1,Weyers Cave Campus,3942,0,0,0,0,0,0,0,0,0
2004,231712,Christopher Newport University,1,Main Campus,4681,0,0,0,0,0,0,0,0,0
2004,231624,College of William and Mary,1,Main Campus,7575,0,0,0,0,0,0,0,0,0
2004,231882,Danville Community College,1,Main Campus,4060,0,0,0,0,0,0,0,0,0
2004,232043,Eastern Mennonite University,1,Main Campus,1297,0,0,0,0,0,0,0,0,0
2004,231970,Eastern Virginia Medical School,1,Main Campus,689,0,0,0,0,0,0,1,0,0
2004,442806,Edward Via College of Osteopathic Medicine,1,Virginia Campus,306,0,0,0,0,0,0,0,0,0
2004,232186,George Mason University,1,Main Campus,28874,0,0,0,0,0,0,0,0,0
2004,232256,Hampden-Sydney College,1,Main Campus,1082,0,0,0,0,0,0,0,0,0
2004,232265,Hampton University,1,Main Campus,6154,0,0,0,0,0,0,0,0,0
2004,232265,Hampton University,2,HAMPTON UNIVERSITY COLLEGE OF VA BEACH,6154,0,0,0,0,0,0,0,0,0
2004,232265,Hampton University,3,HAMPTON UNIVERSITY CONTINUING ED ROANOKE BRANCH,6154,0,0,0,0,0,0,0,0,0
2004,232423,James Madison University,1,Main Campus-Harrisonburg,16108,0,0,2,0,0,0,0,0,0
2004,232423,James Madison University,2,Madison House (London Semester - Branch Campus),16108,0,0,0,0,0,0,0,0,0
2004,231837,Jefferson College of Health Sciences,1,JCHS Main Campus,744,0,0,0,0,0,0,0,0,0
2004,231837,Jefferson College of Health Sciences,2,Roanoke Higher Education Ctr,744,0,0,0,0,0,0,0,0,0
2004,232566,Longwood University,1,Main Campus,4289,0,0,0,0,0,0,0,0,0
2004,232575,Lord Fairfax Community College,1,Middletown,5416,0,0,0,0,0,0,0,0,0
2004,232609,Lynchburg College,1,Main Campus,2248,0,0,0,0,0,0,0,0,0
2004,232788,Mountain Empire Community College,1,Main Campus,2906,0,0,0,0,0,0,0,0,0
2004,232867,New River Community College,1,Main Campus,4103,0,0,0,0,0,0,0,0,0
2004,433299,NNPS RRMC SCHOOL OF PRACTICAL NURSING,1,NNPS RRMC SCHOOL OF PRACTICAL NURSING,58,0,0,0,0,0,0,0,0,0
2004,233417,NNPS RRMC SCHOOL OF RADIOLOGIC TECHNOLOGY,1,NNPS RRMC SCHOOL OF RADIOLOGIC TECHNOLOGY,56,0,0,0,0,0,0,0,0,0
2004,232937,Norfolk State University,1,Norfolk State University,6165,0,0,0,0,5,1,0,2,0
2004,232946,Northern Virginia Community College,1,Annandale Campus,37392,0,0,0,0,0,0,0,0,0
2004,232946,Northern Virginia Community College,3,Loudoun Campus,37392,0,0,0,0,0,3,0,0,0
2004,232946,Northern Virginia Community College,4,Manassas Campus,37392,0,0,0,0,0,0,0,0,0
2004,232946,Northern Virginia Community College,5,Woodbridge Campus,37392,0,0,0,0,0,0,0,0,0
