tractcode,state,sta,county,countyname,tract,hhuniv,estimated_number_foreclosures,estimated_number_mortgages,estimated_foreclosure_rate,total_90_day_vacant_residential_addresses,total_residential_addresses,estimated_90_day_vacancy_rate,total_hicost_2004_to_2006_HMDA_loans,total_2004_to_2006_HMDA_loans,estimated_hicost_loan_rate,bls_unemployment_rate,ofheo_price_change
51510200105,51,VA,510,Alexandria city,200105,"2,401",0,3,0.0%,0,688,0.0%,0,2,0.0%,2.9%,-9.1%
51510200201,51,VA,510,Alexandria city,200201,"1,708",10,779,1.3%,19,"1,504",1.3%,40,513,7.8%,2.9%,-9.1%
51510200202,51,VA,510,Alexandria city,200202,563,4,455,0.9%,6,635,0.9%,15,300,5.0%,2.9%,-9.1%
51510200301,51,VA,510,Alexandria city,200301,"1,412",13,724,1.8%,28,"1,473",1.9%,54,477,11.3%,2.9%,-9.1%
51510200302,51,VA,510,Alexandria city,200302,"1,437",9,548,1.6%,19,"1,458",1.3%,35,361,9.7%,2.9%,-9.1%
51510200303,51,VA,510,Alexandria city,200303,"2,937",31,"1,203",2.6%,50,"3,035",1.6%,127,793,16.0%,2.9%,-9.1%
51510200401,51,VA,510,Alexandria city,200401,"3,837",56,"3,975",1.4%,196,"7,726",2.5%,221,"2,619",8.4%,2.9%,-9.1%
51510200402,51,VA,510,Alexandria city,200402,"4,416",51,"2,213",2.3%,118,"4,741",2.5%,209,"1,458",14.3%,2.9%,-9.1%
51510200500,51,VA,510,Alexandria city,200500,"2,692",5,231,2.2%,32,"2,716",1.2%,19,152,12.5%,2.9%,-9.1%
51510200600,51,VA,510,Alexandria city,200600,"1,748",50,"1,713",2.9%,37,"1,878",2.0%,209,"1,129",18.5%,2.9%,-9.1%
51510200700,51,VA,510,Alexandria city,200700,"2,366",9,"1,073",0.8%,67,"4,082",1.6%,35,707,5.0%,2.9%,-9.1%
51510200801,51,VA,510,Alexandria city,200801,924,4,574,0.7%,14,982,1.4%,13,378,3.4%,2.9%,-9.1%
51510200802,51,VA,510,Alexandria city,200802,"1,395",8,836,1.0%,24,"1,364",1.8%,31,551,5.6%,2.9%,-9.1%
51510200900,51,VA,510,Alexandria city,200900,"1,817",9,"1,313",0.7%,18,"1,862",1.0%,32,865,3.7%,2.9%,-9.1%
51510201000,51,VA,510,Alexandria city,201000,"1,840",12,"1,419",0.8%,26,"1,914",1.4%,45,935,4.8%,2.9%,-9.1%
51510201100,51,VA,510,Alexandria city,201100,"1,175",4,616,0.6%,15,"1,191",1.3%,14,406,3.4%,2.9%,-9.1%
51510201202,51,VA,510,Alexandria city,201202,"1,420",16,918,1.7%,17,"1,450",1.2%,63,605,10.4%,2.9%,-9.1%
51510201203,51,VA,510,Alexandria city,201203,"2,361",21,501,4.2%,212,"3,007",7.1%,88,330,26.7%,2.9%,-9.1%
51510201204,51,VA,510,Alexandria city,201204,"1,278",28,"1,030",2.7%,16,"1,393",1.1%,117,679,17.2%,2.9%,-9.1%
51510201300,51,VA,510,Alexandria city,201300,"1,425",13,"1,044",1.2%,32,"1,488",2.2%,49,688,7.1%,2.9%,-9.1%
51510201400,51,VA,510,Alexandria city,201400,"1,824",5,942,0.5%,22,"1,852",1.2%,15,621,2.4%,2.9%,-9.1%
51510201500,51,VA,510,Alexandria city,201500,"1,399",6,992,0.6%,24,"1,443",1.7%,22,654,3.4%,2.9%,-9.1%
51510201600,51,VA,510,Alexandria city,201600,"1,821",11,"1,027",1.1%,39,"2,254",1.7%,43,677,6.4%,2.9%,-9.1%
51510201801,51,VA,510,Alexandria city,201801,"2,998",21,"2,568",0.8%,38,"3,613",1.1%,76,"1,692",4.5%,2.9%,-9.1%
51510201802,51,VA,510,Alexandria city,201802,937,3,710,0.4%,12,"1,015",1.2%,11,468,2.4%,2.9%,-9.1%
51510201900,51,VA,510,Alexandria city,201900,950,4,504,0.8%,33,990,3.3%,13,332,3.9%,2.9%,-9.1%
51510202001,51,VA,510,Alexandria city,202001,"1,094",3,704,0.4%,34,"1,142",3.0%,10,464,2.2%,2.9%,-9.1%
51510202002,51,VA,510,Alexandria city,202002,"1,813",5,692,0.7%,26,"1,563",1.7%,16,456,3.5%,2.9%,-9.1%
51515050100,51,VA,515,Bedford city,050100,"2,520",23,754,3.1%,140,"2,770",5.1%,106,497,21.3%,5.3%,0.0%
51520020100,51,VA,520,Bristol city,020100,"1,812",22,338,6.5%,162,"1,987",8.2%,93,223,41.7%,6.6%,0.0%
51520020200,51,VA,520,Bristol city,020200,"2,353",18,460,3.9%,268,"2,729",9.8%,73,303,24.1%,6.6%,0.0%
51520020300,51,VA,520,Bristol city,020300,"1,276",16,246,6.5%,120,"1,463",8.2%,65,162,40.1%,6.6%,0.0%
51520020400,51,VA,520,Bristol city,020400,"2,273",37,948,3.9%,69,"2,775",2.5%,147,625,23.5%,6.6%,0.0%
51530990600,51,VA,530,Buena Vista city,990600,"2,542",41,870,4.7%,108,"2,904",3.7%,177,573,30.9%,5.8%,0.0%
51540000100,51,VA,540,Charlottesville city,000100,369,1,77,1.3%,30,649,4.6%,5,51,9.8%,4.6%,-0.4%
51540000201,51,VA,540,Charlottesville city,000201,"1,206",5,269,1.9%,42,"1,167",3.6%,28,177,15.8%,4.6%,-0.4%
51540000202,51,VA,540,Charlottesville city,000202,"1,432",8,176,4.5%,54,"1,837",2.9%,36,116,31.0%,4.6%,-0.4%
51540000301,51,VA,540,Charlottesville city,000301,872,1,302,0.3%,11,948,1.2%,8,199,4.0%,4.6%,-0.4%
51540000302,51,VA,540,Charlottesville city,000302,"1,069",6,428,1.4%,34,"1,164",2.9%,31,282,11.0%,4.6%,-0.4%
51540000401,51,VA,540,Charlottesville city,000401,"1,208",18,492,3.7%,30,"1,286",2.3%,85,324,26.2%,4.6%,-0.4%
51540000402,51,VA,540,Charlottesville city,000402,"1,725",14,842,1.7%,43,"1,957",2.2%,76,555,13.7%,4.6%,-0.4%
51540000501,51,VA,540,Charlottesville city,000501,"1,196",20,440,4.5%,112,"1,491",7.5%,96,290,33.1%,4.6%,-0.4%
51540000502,51,VA,540,Charlottesville city,000502,"1,869",9,701,1.3%,62,"2,271",2.7%,50,462,10.8%,4.6%,-0.4%
51540000600,51,VA,540,Charlottesville city,000600,"1,636",1,153,0.7%,18,"1,945",0.9%,7,101,6.9%,4.6%,-0.4%
51540000700,51,VA,540,Charlottesville city,000700,"1,789",0,373,0.0%,22,"1,728",1.3%,5,246,2.0%,4.6%,-0.4%
51540000800,51,VA,540,Charlottesville city,000800,"1,503",5,439,1.1%,4,"1,558",0.3%,29,289,10.0%,4.6%,-0.4%
51540000900,51,VA,540,Charlottesville city,000900,987,6,480,1.3%,15,"1,090",1.4%,34,316,10.8%,4.6%,-0.4%
51550020001,51,VA,550,Chesapeake city,020001,565,11,337,3.3%,2,626,0.3%,57,222,25.7%,4.1%,-0.7%
51550020002,51,VA,550,Chesapeake city,020002,"1,693",53,851,6.2%,3,"1,784",0.2%,249,561,44.4%,4.1%,-0.7%
51550020003,51,VA,550,Chesapeake city,020003,"2,037",45,"1,099",4.1%,3,"2,135",0.1%,221,724,30.5%,4.1%,-0.7%
51550020100,51,VA,550,Chesapeake city,020100,"1,702",32,405,7.9%,18,"1,968",0.9%,147,267,55.1%,4.1%,-0.7%
51550020200,51,VA,550,Chesapeake city,020200,"1,284",65,774,8.4%,27,"1,486",1.8%,302,510,59.2%,4.1%,-0.7%
51550020300,51,VA,550,Chesapeake city,020300,621,16,253,6.3%,26,655,4.0%,76,167,45.5%,4.1%,-0.7%
51550020400,51,VA,550,Chesapeake city,020400,"1,091",29,560,5.2%,32,"1,240",2.6%,141,369,38.2%,4.1%,-0.7%
51550020501,51,VA,550,Chesapeake city,020501,65,2,23,8.7%,4,61,6.6%,9,15,60.0%,4.1%,-0.7%
51550020502,51,VA,550,Chesapeake city,020502,422,12,211,5.7%,7,486,1.4%,56,139,40.3%,4.1%,-0.7%
51550020600,51,VA,550,Chesapeake city,020600,"1,453",44,985,4.5%,18,"1,610",1.1%,216,649,33.3%,4.1%,-0.7%
51550020700,51,VA,550,Chesapeake city,020700,"2,128",32,466,6.9%,4,"2,589",0.2%,150,307,48.9%,4.1%,-0.7%
51550020801,51,VA,550,Chesapeake city,020801,"2,971",126,"2,493",5.1%,23,"3,349",0.7%,606,"1,643",36.9%,4.1%,-0.7%
51550020804,51,VA,550,Chesapeake city,020804,"1,958",46,"1,982",2.3%,25,"2,865",0.9%,243,"1,306",18.6%,4.1%,-0.7%
51550020805,51,VA,550,Chesapeake city,020805,"1,934",51,"1,721",3.0%,2,"1,919",0.1%,259,"1,134",22.8%,4.1%,-0.7%
51550020806,51,VA,550,Chesapeake city,020806,"2,062",42,"1,298",3.2%,6,"2,871",0.2%,210,855,24.6%,4.1%,-0.7%
51550020807,51,VA,550,Chesapeake city,020807,"2,918",44,"2,357",1.9%,3,"3,250",0.1%,242,"1,553",15.6%,4.1%,-0.7%
51550020901,51,VA,550,Chesapeake city,020901,"3,166",89,"2,392",3.7%,16,"3,819",0.4%,441,"1,576",28.0%,4.1%,-0.7%
51550020903,51,VA,550,Chesapeake city,020903,722,51,865,5.9%,9,946,1.0%,242,570,42.5%,4.1%,-0.7%
51550020904,51,VA,550,Chesapeake city,020904,"3,071",76,"2,917",2.6%,27,"3,733",0.7%,395,"1,922",20.6%,4.1%,-0.7%
51550021004,51,VA,550,Chesapeake city,021004,"1,719",23,"1,389",1.7%,7,"1,989",0.4%,132,915,14.4%,4.1%,-0.7%
51550021005,51,VA,550,Chesapeake city,021005,"1,275",25,"1,420",1.8%,5,"1,778",0.3%,142,936,15.2%,4.1%,-0.7%
51550021006,51,VA,550,Chesapeake city,021006,"2,253",38,"2,407",1.6%,0,"2,544",0.0%,217,"1,586",13.7%,4.1%,-0.7%
51550021007,51,VA,550,Chesapeake city,021007,"3,043",36,"2,559",1.4%,7,"3,174",0.2%,212,"1,686",12.6%,4.1%,-0.7%
51550021008,51,VA,550,Chesapeake city,021008,"2,933",46,"3,378",1.4%,3,"3,701",0.1%,272,"2,226",12.2%,4.1%,-0.7%
51550021009,51,VA,550,Chesapeake city,021009,"1,120",16,"1,263",1.3%,1,"1,337",0.1%,96,832,11.5%,4.1%,-0.7%
51550021101,51,VA,550,Chesapeake city,021101,"1,710",20,"1,420",1.4%,1,"1,748",0.1%,119,936,12.7%,4.1%,-0.7%
51550021102,51,VA,550,Chesapeake city,021102,"1,654",30,"1,600",1.9%,6,"1,940",0.3%,166,"1,054",15.7%,4.1%,-0.7%
51550021200,51,VA,550,Chesapeake city,021200,"1,633",19,"1,202",1.6%,1,"1,806",0.1%,110,792,13.9%,4.1%,-0.7%
51550021301,51,VA,550,Chesapeake city,021301,"1,485",42,"1,528",2.7%,1,"1,647",0.1%,219,"1,007",21.7%,4.1%,-0.7%
51550021302,51,VA,550,Chesapeake city,021302,"2,157",109,"3,548",3.1%,0,"2,894",0.0%,556,"2,338",23.8%,4.1%,-0.7%
51550021401,51,VA,550,Chesapeake city,021401,611,20,577,3.5%,2,663,0.3%,102,380,26.8%,4.1%,-0.7%
51550021402,51,VA,550,Chesapeake city,021402,"2,070",63,"1,653",3.8%,0,"2,323",0.0%,311,"1,089",28.6%,4.1%,-0.7%
51550021403,51,VA,550,Chesapeake city,021403,"1,716",30,681,4.4%,4,"1,849",0.2%,148,449,33.0%,4.1%,-0.7%
51550021404,51,VA,550,Chesapeake city,021404,"2,505",146,"2,213",6.6%,7,"2,893",0.2%,688,"1,458",47.2%,4.1%,-0.7%
51550021501,51,VA,550,Chesapeake city,021501,"2,560",73,"2,474",3.0%,19,"3,386",0.6%,374,"1,630",22.9%,4.1%,-0.7%
51550021502,51,VA,550,Chesapeake city,021502,"2,375",48,"2,023",2.4%,14,"2,810",0.5%,254,"1,333",19.1%,4.1%,-0.7%
51550021601,51,VA,550,Chesapeake city,021601,"2,795",48,"2,241",2.1%,6,"3,094",0.2%,260,"1,477",17.6%,4.1%,-0.7%
51550021602,51,VA,550,Chesapeake city,021602,"2,358",82,"1,478",5.5%,7,"2,551",0.3%,393,974,40.3%,4.1%,-0.7%
51560070100,51,VA,560,,070100,"1,387",0,0,"-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%",153,"2,054",7.4%,0,0,"-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%","-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%",0.0%
51570830100,51,VA,570,Colonial Heights city,830100,"1,786",20,933,2.1%,32,"2,050",1.6%,99,615,16.1%,4.7%,-0.4%
51570830200,51,VA,570,Colonial Heights city,830200,"1,272",12,417,2.9%,12,"1,518",0.8%,60,275,21.8%,4.7%,-0.4%
51570830300,51,VA,570,Colonial Heights city,830300,"1,147",15,423,3.5%,16,"1,229",1.3%,73,279,26.2%,4.7%,-0.4%
51570830400,51,VA,570,Colonial Heights city,830400,"1,090",17,351,4.8%,37,"1,199",3.1%,80,231,34.6%,4.7%,-0.4%
51570830500,51,VA,570,Colonial Heights city,830500,"1,742",28,622,4.5%,40,"1,831",2.2%,130,410,31.7%,4.7%,-0.4%
51580060100,51,VA,580,Covington city,060100,"1,454",14,244,5.7%,216,"1,807",12.0%,55,161,34.2%,6.8%,0.0%
51580060200,51,VA,580,Covington city,060200,"1,381",15,313,4.8%,128,"1,536",8.3%,62,206,30.1%,6.8%,0.0%
51590000100,51,VA,590,Danville city,000100,"2,672",45,648,6.9%,124,"2,801",4.4%,162,427,37.9%,9.0%,0.0%
51590000200,51,VA,590,Danville city,000200,"1,876",19,256,7.4%,149,"2,145",6.9%,68,169,40.2%,9.0%,0.0%
51590000300,51,VA,590,Danville city,000300,"1,762",16,165,9.7%,382,"1,929",19.8%,59,109,54.1%,9.0%,0.0%
51590000400,51,VA,590,Danville city,000400,"1,756",14,152,9.2%,405,"2,006",20.2%,52,100,52.0%,9.0%,0.0%
51590000500,51,VA,590,Danville city,000500,578,3,27,11.1%,157,672,23.4%,10,18,55.6%,9.0%,0.0%
51590000600,51,VA,590,Danville city,000600,"1,541",12,143,8.4%,546,"1,855",29.4%,45,94,47.9%,9.0%,0.0%
51590000700,51,VA,590,Danville city,000700,"1,549",17,440,3.9%,194,"1,732",11.2%,49,290,16.9%,9.0%,0.0%
51590000800,51,VA,590,Danville city,000800,"1,373",20,305,6.6%,71,"1,358",5.2%,69,201,34.3%,9.0%,0.0%
51590000900,51,VA,590,Danville city,000900,"1,720",26,322,8.1%,154,"1,835",8.4%,96,212,45.3%,9.0%,0.0%
51590001000,51,VA,590,Danville city,001000,"1,691",20,212,9.4%,276,"1,928",14.3%,74,140,52.9%,9.0%,0.0%
51590001100,51,VA,590,Danville city,001100,743,12,153,7.8%,112,774,14.5%,43,101,42.6%,9.0%,0.0%
51590001200,51,VA,590,Danville city,001200,714,10,173,5.8%,13,783,1.7%,34,114,29.8%,9.0%,0.0%
51590001300,51,VA,590,Danville city,001300,"1,174",8,109,7.3%,96,"1,220",7.9%,29,72,40.3%,9.0%,0.0%
51590001400,51,VA,590,Danville city,001400,"1,459",15,355,4.2%,65,"1,614",4.0%,47,234,20.1%,9.0%,0.0%
51595890100,51,VA,595,Emporia city,890100,"1,072",12,144,8.3%,65,"1,199",5.4%,46,95,48.4%,7.8%,0.0%
51595890200,51,VA,595,Emporia city,890200,"1,150",11,202,5.4%,41,"1,318",3.1%,39,133,29.3%,7.8%,0.0%
51600300100,51,VA,600,Fairfax city,300100,"1,943",28,"1,169",2.4%,41,"2,043",2.0%,105,770,13.6%,3.6%,-9.1%
51600300200,51,VA,600,Fairfax city,300200,"1,712",30,"1,231",2.4%,18,"1,796",1.0%,109,811,13.4%,3.6%,-9.1%
51600300300,51,VA,600,Fairfax city,300300,"1,989",40,"1,498",2.7%,24,"2,308",1.0%,149,987,15.1%,3.6%,-9.1%
51600300400,51,VA,600,Fairfax city,300400,"1,210",35,"1,214",2.9%,23,"1,354",1.7%,133,800,16.6%,3.6%,-9.1%
51600300500,51,VA,600,Fairfax city,300500,"1,159",18,965,1.9%,17,"1,307",1.3%,61,636,9.6%,3.6%,-9.1%
51610500100,51,VA,610,Falls Church city,500100,942,8,592,1.4%,3,"1,047",0.3%,16,390,4.1%,4.5%,-9.1%
51610500200,51,VA,610,Falls Church city,500200,"1,951",27,"1,335",2.0%,20,"2,075",1.0%,76,880,8.6%,4.5%,-9.1%
51610500300,51,VA,610,Falls Church city,500300,"1,579",7,531,1.3%,21,"2,355",0.9%,14,350,4.0%,4.5%,-9.1%
51620090100,51,VA,620,Franklin city,090100,"1,853",36,660,5.5%,47,"2,129",2.2%,147,435,33.8%,6.5%,0.0%
51620090200,51,VA,620,Franklin city,090200,"1,542",36,310,11.6%,29,"1,712",1.7%,152,204,74.5%,6.5%,0.0%
51630000100,51,VA,630,Fredericksburg city,000100,"1,576",18,549,3.3%,64,"1,675",3.8%,41,362,11.3%,6.4%,-9.1%
51630000200,51,VA,630,Fredericksburg city,000200,"2,237",21,569,3.7%,36,"2,790",1.3%,54,375,14.4%,6.4%,-9.1%
51630000300,51,VA,630,Fredericksburg city,000300,"2,008",50,"1,181",4.2%,62,"2,571",2.4%,144,778,18.5%,6.4%,-9.1%
51630000400,51,VA,630,Fredericksburg city,000400,"1,132",35,546,6.4%,73,"1,251",5.8%,116,360,32.2%,6.4%,-9.1%
51630000500,51,VA,630,Fredericksburg city,000500,"1,133",32,554,5.8%,4,"1,761",0.2%,104,365,28.5%,6.4%,-9.1%
51640990100,51,VA,640,Galax city,990100,"2,938",28,565,5.0%,100,"3,098",3.2%,117,372,31.5%,6.1%,0.0%
51650000000,51,VA,650,Hampton city,000000,0,#NULL!,#NULL!,"-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%",#NULL!,#NULL!,"-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%",#NULL!,#NULL!,"-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%","-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%","-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%"
51650010101,51,VA,650,Hampton city,010101,"2,226",38,"1,357",2.8%,27,"2,439",1.1%,177,894,19.8%,4.9%,-0.7%
51650010103,51,VA,650,Hampton city,010103,"2,604",55,"1,668",3.3%,22,"2,832",0.8%,256,"1,099",23.3%,4.9%,-0.7%
51650010104,51,VA,650,Hampton city,010104,"2,214",63,"1,061",5.9%,7,"2,443",0.3%,288,699,41.2%,4.9%,-0.7%
51650010200,51,VA,650,Hampton city,010200,368,0,2,0.0%,43,244,17.6%,0,1,0.0%,4.9%,-0.7%
51650010304,51,VA,650,Hampton city,010304,"2,427",84,"1,854",4.5%,6,"2,744",0.2%,386,"1,222",31.6%,4.9%,-0.7%
51650010305,51,VA,650,Hampton city,010305,"3,851",52,794,6.5%,12,"4,498",0.3%,237,523,45.3%,4.9%,-0.7%
51650010306,51,VA,650,Hampton city,010306,"2,504",42,842,5.0%,46,"2,827",1.6%,194,555,35.0%,4.9%,-0.7%
51650010307,51,VA,650,Hampton city,010307,"1,966",46,"1,428",3.2%,4,"2,234",0.2%,213,941,22.6%,4.9%,-0.7%
51650010308,51,VA,650,Hampton city,010308,"3,033",86,"1,838",4.7%,5,"3,624",0.1%,395,"1,211",32.6%,4.9%,-0.7%
51650010309,51,VA,650,Hampton city,010309,"1,863",35,587,6.0%,4,"1,962",0.2%,160,387,41.3%,4.9%,-0.7%
51650010310,51,VA,650,Hampton city,010310,"1,754",51,986,5.2%,10,"1,936",0.5%,231,650,35.5%,4.9%,-0.7%
51650010400,51,VA,650,Hampton city,010400,"2,709",102,"1,390",7.3%,33,"2,862",1.2%,458,916,50.0%,4.9%,-0.7%
51650010501,51,VA,650,Hampton city,010501,"2,203",61,856,7.1%,65,"2,563",2.5%,274,564,48.6%,4.9%,-0.7%
51650010502,51,VA,650,Hampton city,010502,"1,383",19,319,6.0%,18,"1,393",1.3%,87,210,41.4%,4.9%,-0.7%
51650010601,51,VA,650,Hampton city,010601,"1,084",12,243,4.9%,36,"1,144",3.1%,55,160,34.4%,4.9%,-0.7%
51650010602,51,VA,650,Hampton city,010602,"1,293",33,410,8.0%,18,"1,389",1.3%,149,270,55.2%,4.9%,-0.7%
51650010701,51,VA,650,Hampton city,010701,"1,455",30,560,5.4%,7,"1,644",0.4%,138,369,37.4%,4.9%,-0.7%
51650010702,51,VA,650,Hampton city,010702,"1,503",37,630,5.9%,26,"1,547",1.7%,170,415,41.0%,4.9%,-0.7%
51650010703,51,VA,650,Hampton city,010703,"1,261",14,513,2.7%,0,"1,349",0.0%,68,338,20.1%,4.9%,-0.7%
51650010800,51,VA,650,Hampton city,010800,"2,293",50,"1,140",4.4%,20,"2,423",0.8%,228,751,30.4%,4.9%,-0.7%
51650010900,51,VA,650,Hampton city,010900,760,28,392,7.1%,27,853,3.2%,128,258,49.6%,4.9%,-0.7%
51650011000,51,VA,650,Hampton city,011000,"2,736",45,876,5.1%,180,"2,967",6.1%,204,577,35.4%,4.9%,-0.7%
51650011100,51,VA,650,Hampton city,011100,374,0,2,0.0%,0,287,0.0%,0,1,0.0%,4.9%,-0.7%
51650011200,51,VA,650,Hampton city,011200,"1,315",21,495,4.2%,20,"1,361",1.5%,97,326,29.8%,4.9%,-0.7%
51650011300,51,VA,650,Hampton city,011300,887,22,290,7.6%,27,910,3.0%,100,191,52.4%,4.9%,-0.7%
51650011400,51,VA,650,Hampton city,011400,395,0,8,0.0%,2,302,0.7%,1,5,20.0%,4.9%,-0.7%
51650011500,51,VA,650,Hampton city,011500,"1,776",26,"1,058",2.5%,22,"1,911",1.2%,123,697,17.6%,4.9%,-0.7%
51650011600,51,VA,650,Hampton city,011600,"1,186",36,505,7.1%,47,"1,232",3.8%,162,333,48.6%,4.9%,-0.7%
51650011800,51,VA,650,Hampton city,011800,"2,008",72,962,7.5%,37,"2,145",1.7%,324,634,51.1%,4.9%,-0.7%
51650011900,51,VA,650,Hampton city,011900,"1,233",41,501,8.2%,55,"1,392",4.0%,183,330,55.5%,4.9%,-0.7%
51650012000,51,VA,650,Hampton city,012000,"1,290",52,659,7.9%,38,"1,427",2.7%,236,434,54.4%,4.9%,-0.7%
51660000100,51,VA,660,Harrisonburg city,000100,"2,748",31,"1,037",3.0%,59,"3,196",1.8%,147,683,21.5%,5.0%,0.0%
51660000201,51,VA,660,Harrisonburg city,000201,"2,191",13,785,1.7%,17,"2,847",0.6%,66,517,12.8%,5.0%,0.0%
51660000202,51,VA,660,Harrisonburg city,000202,"1,603",3,255,1.2%,0,"1,931",0.0%,18,168,10.7%,5.0%,0.0%
51660000203,51,VA,660,Harrisonburg city,000203,536,5,234,2.1%,3,705,0.4%,26,154,16.9%,5.0%,0.0%
51660000300,51,VA,660,Harrisonburg city,000300,"2,921",20,967,2.1%,30,"3,477",0.9%,100,637,15.7%,5.0%,0.0%
51660000400,51,VA,660,Harrisonburg city,000400,"3,157",23,"1,002",2.3%,20,"3,669",0.5%,112,660,17.0%,5.0%,0.0%
51670820100,51,VA,670,Hopewell city,820100,688,8,138,5.8%,58,805,7.2%,31,91,34.1%,6.4%,-0.4%
51670820300,51,VA,670,Hopewell city,820300,"1,054",15,176,8.5%,76,"1,171",6.5%,65,116,56.0%,6.4%,-0.4%
51670820400,51,VA,670,Hopewell city,820400,"2,194",51,980,5.2%,46,"2,392",1.9%,208,646,32.2%,6.4%,-0.4%
51670820500,51,VA,670,Hopewell city,820500,"2,067",45,777,5.8%,54,"2,171",2.5%,188,512,36.7%,6.4%,-0.4%
51670820600,51,VA,670,Hopewell city,820600,"2,187",53,628,8.4%,81,"2,494",3.2%,222,414,53.6%,6.4%,-0.4%
51670820700,51,VA,670,Hopewell city,820700,863,22,241,9.1%,63,874,7.2%,95,159,59.7%,6.4%,-0.4%
