"Victim Age, Gender and Race",,,,,,
Race,Male,,,Female,,
,0 - 17,18 - 35,36+,0 - 17,18 - 35,36+
White ,95,1448,2040,50,690,1031
Black ,22,661,1024,12,752,725
Am. Ind./Alskn ,0,3,4,0,1,1
Asian/Pacfc Isl. ,5,50,48,0,25,19
Unknown Race ,17,43,51,12,26,53
TOTAL ,139,2205,3167,74,1494,1829
Note: ,Gender unknown = 19.,,,,,
,Age range 0-17 includes unknown age. ,,,,,
