Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,83,56,25,14,29,36,38,62,58,90,114,154,2
Tuesday,93,48,17,13,18,41,35,41,60,74,139,127,3
Wednesday,99,54,36,17,22,40,50,52,49,73,127,165,4
Thursday,106,52,24,10,29,47,34,53,51,74,124,148,4
Friday,89,70,27,15,24,48,35,68,67,81,126,185,2
Saturday,126,98,50,19,15,34,37,44,65,81,132,152,3
Sunday ,116,86,50,17,17,20,27,39,44,82,107,137,2
TOTAL,712,464,229,105,154,266,256,359,394,555,869,1068,20
