Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday ,303,158,67,67,134,146,177,213,238,268,324,350,57
Tuesday,329,129,48,63,122,149,163,197,232,220,322,314,58
Wednesday,292,133,73,66,115,139,181,229,206,236,335,331,45
Thursday,322,141,68,53,136,146,166,224,210,242,317,359,61
Friday ,347,161,77,64,125,159,172,223,249,257,334,457,72
Saturday,568,412,148,80,101,112,163,166,225,243,340,485,66
Sunday ,523,365,167,62,93,109,148,167,186,245,283,330,38
Total,2684,1499,648,455,826,960,1170,1419,1546,1711,2255,2626,397
