Survey Year,UnitID,Institution Name,Campus ID,Campus Name,Institution Size,Murder/Non-Negligent Manslaughter,Negligent Manslaughter,Sex Offenses - Forcible,Sex Offenses - Non-Forcible,Robbery,Aggravated Assault,Burglary,Motor Vehicle Theft,Arson
2007,231420,Averett University,1,Main Campus,865,0,0,0,0,0,2,10,0,0
2007,366793,Baptist Theological Seminary at Richmond,1,Main Campus,133,0,0,0,0,0,0,0,0,0
2007,231554,Bluefield College,1,Main Campus,793,0,0,0,0,0,0,1,0,0
2007,231581,Bridgewater College,1,Main Campus,1541,0,0,0,0,0,0,8,0,0
2007,231712,Christopher Newport University,1,Main Campus,4884,0,0,1,0,0,0,0,0,0
2007,231624,College of William and Mary,1,Main Campus,7795,0,0,4,0,0,0,13,0,0
2007,232043,Eastern Mennonite University,1,Main Campus,1234,0,0,0,0,0,0,1,0,0
2007,232025,Emory & Henry College,1,Main Campus,1026,0,0,0,0,0,1,7,0,0
2007,232089,Ferrum College,1,Ferrum College,1233,0,0,2,0,0,3,13,0,6
2007,232186,George Mason University,1,Main Campus,30276,0,0,3,0,0,0,7,0,3
2007,232256,Hampden-Sydney College,1,Main Campus,1122,0,0,2,0,0,0,20,0,1
2007,232265,Hampton University,1,Main Campus,5658,0,0,0,0,0,2,28,0,0
2007,232308,Hollins University,1,Hollins University,1049,0,0,1,0,0,0,4,0,0
2007,232423,James Madison University,1,Main Campus-Harrisonburg,17918,0,0,1,0,0,0,18,0,0
2007,232423,James Madison University,2,Madison House (London Semester - Branch Campus),17918,0,0,0,0,0,0,0,0,0
2007,232423,James Madison University,3,Antwerp Hall- JMU Semester in Antwerp- Belgium,17918,0,0,0,0,0,0,3,0,0
2007,232423,James Madison University,4,Palazzo Capponi (JMU's Semester in Florence- Italy),17918,0,0,0,0,0,0,0,0,0
2007,231837,Jefferson College of Health Sciences,1,JCHS Main Campus,971,0,0,0,0,0,0,0,0,0
2007,232557,Liberty University,1,Main Campus,27068,0,0,0,0,0,0,5,0,0
2007,232566,Longwood University,1,Main Campus,4727,0,0,3,0,0,0,9,0,0
2007,232609,Lynchburg College,1,Main Campus,2490,0,0,3,0,0,3,35,0,0
2007,232672,Mary Baldwin College,1,Main Campus,1685,0,0,0,0,0,0,0,0,0
2007,232706,Marymount University,1,Marymount University,3609,0,0,1,0,0,2,0,0,0
2007,232937,Norfolk State University,1,Norfolk State University,6155,0,0,1,0,2,1,24,0,3
2007,232982,Old Dominion University,1,Old Dominion University,22287,0,0,2,0,2,2,17,0,0
2007,233277,Radford University,1,Main Campus,9122,0,0,4,0,0,0,10,0,0
2007,233301,Randolph College,1,RANDOLPH COLLEGE,656,0,0,0,0,0,1,1,0,0
2007,233295,Randolph-Macon College,1,Main Campus,1176,0,0,15,0,0,0,20,0,0
2007,231651,Regent University,1,Main Campus,4115,0,0,0,0,0,0,0,0,0
2007,233426,Roanoke College,1,Main Campus,2006,0,0,2,0,0,0,0,0,0
2007,233499,Saint Pauls College,1,Saint Paul's College,700,0,0,0,0,1,0,1,0,0
2007,233541,Shenandoah University,1,Main Campus,3393,0,0,0,0,0,0,0,0,0
2007,233611,Southern Virginia University,1,Main Campus,701,0,0,0,0,0,0,14,0,0
2007,233718,Sweet Briar College,1,Main Campus,815,0,0,1,0,0,0,6,0,0
2007,233897,The University of Virginia's College at Wise,1,University of VA's College at Wise,1803,0,0,0,0,0,0,1,0,0
2007,233842,Union Presbyterian Seminary,1,Main Campus,370,0,0,0,0,0,0,0,0,0
2007,232681,University of Mary Washington,1,University of Mary Washington,5001,0,0,2,0,0,0,1,0,2
2007,233374,University of Richmond,1,Main Campus,4324,0,0,1,0,0,0,14,0,1
2007,234076,University of Virginia-Main Campus,1,Main Campus,24257,0,0,4,0,0,0,18,0,1
2007,234030,Virginia Commonwealth University,1,Monroe Park Campus,31700,0,0,2,0,0,3,14,0,0
2007,234030,Virginia Commonwealth University,2,MCV Campus,31700,0,0,1,0,0,0,3,0,0
2007,233912,Virginia Intermont College,1,Virginia Intermont College,224,0,0,0,0,0,0,0,0,0
2007,234085,Virginia Military Institute,1,Virginia Military Institute,1378,0,0,1,0,0,1,19,0,0
2007,233921,Virginia Polytechnic Institute and State University,1,Virginia Polytechnic Institute and State Univ,29898,2,0,2,0,0,0,24,0,2
2007,233921,Virginia Polytechnic Institute and State University,9,Center for European Studies and Architecture,29898,0,0,0,0,0,0,0,0,0
2007,234155,Virginia State University,1,Main Campus,4720,0,0,1,0,4,2,3,0,0
2007,234164,Virginia Union University,1,Main Campus,1535,0,0,0,0,0,0,6,0,0
2007,234137,Virginia University of Lynchburg,1,Main Campus,217,0,0,0,0,0,0,0,0,0
2007,234173,Virginia Wesleyan College,1,VIRGINIA WESLEYAN COLLEGE,1433,0,0,3,0,0,0,0,0,0
2007,234207,Washington and Lee University,1,Main Campus,2181,0,0,0,0,0,0,1,0,0
2007,234359,Woodrow Wilson Rehabilitation Center,1,Woodrow Wilson Rehabilitation Center,280,0,0,0,0,0,0,0,0,0
