Survey Year,UnitID,Institution Name,Campus ID,Campus Name,Institution Size,Name of Facility,Street Address,Total Fires,Category of Fire,Cause of Fire,Fire-related Injuries,Fire-related Deaths,Property Damage
2012,231420,Averett University,1,Main Campus,914,Main Hall,420 West Main st.,0,,,,,
2012,231420,Averett University,1,Main Campus,914,Bishop Hall,420 West Main st.,0,,,,,
2012,231420,Averett University,1,Main Campus,914,Davenport Hall,420 West Main st.,0,,,,,
2012,231420,Averett University,1,Main Campus,914,Danville Hall,420 West Main st.,0,,,,,
2012,231420,Averett University,1,Main Campus,914,Fugate Hall,420 West Main st.,0,,,,,
2012,231420,Averett University,1,Main Campus,914,Averett Commons Apt. building 1,210 Mt. View Road,0,,,,,
2012,231420,Averett University,1,Main Campus,914,Averett Commons Apt. building 2,212 Mt. View Road,0,,,,,
2012,231420,Averett University,1,Main Campus,914,Averett Commons Apt. building 3,214 Mt. View Road,0,,,,,
2012,231420,Averett University,1,Main Campus,914,Mt. View Apartments,252 Mt. View Road.,0,,,,,
2012,366793,Baptist Theological Seminary at Richmond,1,Main Campus,98,Graves Hall,3400 Brook Road,0,,,,,
2012,366793,Baptist Theological Seminary at Richmond,1,Main Campus,98,Kraemer,1207 Palmyra Ave,0,,,,,
2012,231554,Bluefield College,1,Main Campus,831,Alumni Hall,"3000 College Drive, Bluefield Virginia 24605",0,,,,,
2012,231554,Bluefield College,1,Main Campus,831,Rish Hall,"3000 College Drive Bluefield Virginia, 24605",0,,,,,
2012,231554,Bluefield College,1,Main Campus,831,Cruise Hall,"3000 College Drive 3000 College Drive, Bluefield, Virginia, 24605",0,,,,,
2012,231554,Bluefield College,1,Main Campus,831,East River Hall,3000 College Drive Bluefield Virginia 24605,0,,,,,
2012,231554,Bluefield College,1,Main Campus,831,Married Student Housing Cottage # 4,"3000 College Drive Bluefield Virginia, 24605",0,,,,,
2012,231581,Bridgewater College,1,Main Campus,1759,Blue Ridge Hall,449 Dinkel Avenue,0,,,,,
2012,231581,Bridgewater College,1,Main Campus,1759,Daleville Hall,451 Dinkel Avenue,0,,,,,
2012,231581,Bridgewater College,1,Main Campus,1759,Dillon Hall,461 Dinkel Avenue,0,,,,,
