Arrests - Noncampus
Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Illegal weapons possession,Drug law violations,Liquor law violations
2003,231554,Bluefield College,1,Main Campus,731,0,0,0
2003,231712,Christopher Newport University,1,Main Campus,4812,0,0,0
2003,231624,College of William and Mary,1,Main Campus,7749,2,0,0
2003,231970,Eastern Virginia Medical School,1,Main Campus,638,0,0,0
2003,442806,Edward Via College of Osteopathic Medicine,1,Virginia Campus,154,0,0,0
2003,232089,Ferrum College,1,Ferrum College,954,0,2,0
2003,232186,George Mason University,1,Main Campus,28246,0,0,0
2003,232256,Hampden-Sydney College,1,Main Campus,1039,0,0,0
2003,232423,James Madison University,1,Main Campus-Harrisonburg,16203,0,3,2
2003,232423,James Madison University,2,Madison House (London Semester - Branch Campus),16203,0,0,0
2003,232566,Longwood University,1,Main Campus,4252,0,0,14
2003,232609,Lynchburg College,1,Main Campus,2009,0,0,0
2003,232706,Marymount University,1,Marymount University,3741,0,0,0
2003,232788,Mountain Empire Community College,1,Main Campus,2875,0,0,0
2003,232867,New River Community College,1,Main Campus,4327,0,0,0
2003,433299,NNPS RRMC SCHOOL OF PRACTICAL NURSING,1,NNPS RRMC SCHOOL OF PRACTICAL NURSING,52,0,0,0
2003,233417,NNPS RRMC SCHOOL OF RADIOLOGIC TECHNOLOGY,1,NNPS RRMC SCHOOL OF RADIOLOGIC TECHNOLOGY,45,0,0,0
2003,232937,Norfolk State University,1,Norfolk State University,6846,0,0,0
2003,232946,Northern Virginia Community College,1,Annandale Campus,38097,0,0,0
2003,232946,Northern Virginia Community College,3,Loudoun Campus,38097,0,0,0
2003,232946,Northern Virginia Community College,4,Manassas Campus,38097,0,0,0
2003,232946,Northern Virginia Community College,5,Woodbridge Campus,38097,0,0,0
2003,232982,Old Dominion University,1,Old Dominion University,20802,0,6,16
2003,233019,Patrick Henry Community College,1,Main Campus,3492,0,0,0
2003,233277,Radford University,1,Main Campus,9219,0,0,1
2003,437769,Richmond School of Health and Technology,1,Chester Career College,480,0,0,0
2003,233408,Riverside School of Health Careers,1,Main Campus,154,0,0,0
2003,435213,Riverside School of Health Careers,1,Riverside School of Health Careers,,0,0,0
2003,233499,Saint Pauls College,1,Saint Paul's College,475,0,0,0
2003,233541,Shenandoah University,1,Main Campus,2851,0,0,0
2003,233639,Southside Virginia Community College,1,Christanna campus,4894,0,0,0
2003,440341,The Art Institute of Washington,1,The Art Institute of Washington,852,0,0,0
2003,233897,The University of Virginia's College at Wise,1,University of VA's College at Wise,1703,0,0,0
2003,233754,Thomas Nelson Community College,1,Main Campus,7889,0,0,1
2003,233772,Tidewater Community College,2,Chesapeake Campus,23088,0,0,0
2003,232681,University of Mary Washington,1,University of Mary Washington,4792,0,0,0
2003,233374,University of Richmond,1,Main Campus,4444,0,1,1
2003,234076,University of Virginia-Main Campus,1,Main Campus,23077,0,1,0
2003,234030,Virginia Commonwealth University,1,Monroe Park Campus,26631,2,44,36
2003,234030,Virginia Commonwealth University,2,MCV Campus,26631,0,4,3
2003,233912,Virginia Intermont College,1,Virginia Intermont College,1124,0,0,0
2003,234085,Virginia Military Institute,1,Virginia Military Institute,1333,0,0,0
2003,233921,Virginia Polytechnic Institute and State University,1,Virginia Polytechnic Institute and State Univ,27755,0,0,3
2003,234155,Virginia State University,1,Main Campus,4933,0,0,0
2003,233949,Virginia Western Community College,1,Main Campus,8124,0,0,0
2003,234207,Washington and Lee University,1,Main Campus,2137,0,0,0
2003,234377,Wytheville Community College,1,Wytheville Community College Main Campus,2948,0,0,0
