Crimes Against Property,2012
Arson ,6
Extortion/Blackmail ,0
Burglary ,164
Larceny ,925
Motor Vehicle theft ,30
Counterfeiting/Forgery ,30
Fraud ,213
Embezzlement ,20
Stolen Property ,16
Property Damage/Vandalism ,606
Bribery ,2
