ID,State,Stop - Date,Stop - Time,Location - Raw,County Name,County FIPS,Fine Grained Location,Police Department,Driver Gender,Driver Age - Raw,Driver Age,Driver Race - Raw,Driver Race,Violation - Raw,Violation,Search Conducted,Search Type - Raw,Search Type,Contraband Found,Stop Outcome,Is Arrested,Officer ID,Officer Race
VA-2006-000471,VA,2006-01-07,,9,Bedford County,51019,,,,,,White,White,,,FALSE,,,FALSE,,,4067,White
VA-2006-000472,VA,2006-01-07,,9,Bedford County,51019,,,,,,White,White,,,FALSE,,,FALSE,,,4067,White
VA-2006-000473,VA,2006-01-07,,9,Bedford County,51019,,,,,,White,White,,,FALSE,,,FALSE,,,4067,White
VA-2006-000474,VA,2006-01-07,,9,Bedford County,51019,,,,,,White,White,,,FALSE,,,FALSE,,,4067,White
VA-2006-000475,VA,2006-01-07,,9,Bedford County,51019,,,,,,White,White,,,FALSE,,,FALSE,,,4067,White
VA-2006-000476,VA,2006-01-07,,9,Bedford County,51019,,,,,,White,White,,,FALSE,,,FALSE,,,4067,White
VA-2006-000477,VA,2006-01-07,,9,Bedford County,51019,,,,,,White,White,,,FALSE,,,FALSE,,,4812,White
VA-2006-000478,VA,2006-01-07,,9,Bedford County,51019,,,,,,White,White,,,FALSE,,,FALSE,,,4812,White
VA-2006-000479,VA,2006-01-07,,9,Bedford County,51019,,,,,,White,White,,,FALSE,,,FALSE,,,4812,White
VA-2006-000480,VA,2006-01-07,,9,Bedford County,51019,,,,,,White,White,,,FALSE,,,FALSE,,,4812,White
VA-2006-000481,VA,2006-01-07,,9,Bedford County,51019,,,,,,White,White,,,FALSE,,,FALSE,,,4812,White
VA-2006-000482,VA,2006-01-07,,9,Bedford County,51019,,,,,,White,White,,,FALSE,,,FALSE,,,4812,White
VA-2006-000483,VA,2006-01-07,,9,Bedford County,51019,,,,,,White,White,,,FALSE,,,FALSE,,,5035,White
VA-2006-000484,VA,2006-01-07,,9,Bedford County,51019,,,,,,White,White,,,FALSE,,,FALSE,,,5035,White
VA-2006-000485,VA,2006-01-07,,9,Bedford County,51019,,,,,,White,White,,,FALSE,,,FALSE,,,5035,White
VA-2006-000486,VA,2006-01-07,,9,Bedford County,51019,,,,,,White,White,,,FALSE,,,FALSE,,,5148,White
VA-2006-000487,VA,2006-01-07,,9,Bedford County,51019,,,,,,White,White,,,FALSE,,,FALSE,,,5148,White
VA-2006-000488,VA,2006-01-07,,9,Bedford County,51019,,,,,,White,White,,,FALSE,,,FALSE,,,5148,White
VA-2006-000489,VA,2006-01-07,,9,Bedford County,51019,,,,,,White,White,,,FALSE,,,FALSE,,,5148,White
VA-2006-000490,VA,2006-01-07,,9,Bedford County,51019,,,,,,White,White,,,FALSE,,,FALSE,,,5148,White
VA-2006-000491,VA,2006-01-07,,9,Bedford County,51019,,,,,,White,White,,,FALSE,,,FALSE,,,5148,White
VA-2006-000492,VA,2006-01-07,,9,Bedford County,51019,,,,,,White,White,,,FALSE,,,FALSE,,,5148,White
VA-2006-000493,VA,2006-01-07,,9,Bedford County,51019,,,,,,White,White,,,FALSE,,,FALSE,,,5148,White
VA-2006-000494,VA,2006-01-07,,9,Bedford County,51019,,,,,,White,White,,,FALSE,,,FALSE,,,5148,White
VA-2006-000495,VA,2006-01-07,,9,Bedford County,51019,,,,,,White,White,,,FALSE,,,FALSE,,,5148,White
VA-2006-000496,VA,2006-01-07,,9,Bedford County,51019,,,,,,White,White,,,FALSE,,,FALSE,,,5362,White
VA-2006-000497,VA,2006-01-07,,9,Bedford County,51019,,,,,,White,White,,,FALSE,,,FALSE,,,5362,White
VA-2006-000498,VA,2006-01-07,,9,Bedford County,51019,,,,,,White,White,,,FALSE,,,FALSE,,,5452,White
VA-2006-000499,VA,2006-01-07,,9,Bedford County,51019,,,,,,White,White,,,FALSE,,,FALSE,,,5452,White
VA-2006-000500,VA,2006-01-07,,9,Bedford County,51019,,,,,,White,White,,,FALSE,,,FALSE,,,5452,White
VA-2006-000501,VA,2006-01-07,,9,Bedford County,51019,,,,,,White,White,,,FALSE,,,FALSE,,,5908,White
VA-2006-000502,VA,2006-01-07,,9,Bedford County,51019,,,,,,White,White,,,FALSE,,,FALSE,,,5908,White
VA-2006-000503,VA,2006-01-07,,9,Bedford County,51019,,,,,,White,White,,,FALSE,,,FALSE,,,5908,White
VA-2006-000504,VA,2006-01-07,,9,Bedford County,51019,,,,,,White,White,,,FALSE,,,FALSE,,,5908,White
VA-2006-000505,VA,2006-01-07,,9,Bedford County,51019,,,,,,White,White,,,FALSE,,,FALSE,,,5908,White
VA-2006-000506,VA,2006-01-07,,9,Bedford County,51019,,,,,,White,White,,,FALSE,,,FALSE,,,5908,White
VA-2006-000507,VA,2006-01-07,,9,Bedford County,51019,,,,,,White,White,,,FALSE,,,FALSE,,,5908,White
VA-2006-000508,VA,2006-01-07,,9,Bedford County,51019,,,,,,White,White,,,FALSE,,,FALSE,,,5908,White
VA-2006-000509,VA,2006-01-07,,9,Bedford County,51019,,,,,,White,White,,,FALSE,,,FALSE,,,5908,White
VA-2006-000510,VA,2006-01-07,,9,Bedford County,51019,,,,,,White,White,,,FALSE,,,FALSE,,,5908,White
VA-2006-000511,VA,2006-01-07,,9,Bedford County,51019,,,,,,White,White,,,FALSE,,,FALSE,,,5908,White
VA-2006-000512,VA,2006-01-07,,9,Bedford County,51019,,,,,,White,White,,,FALSE,,,FALSE,,,6223,White
VA-2006-000513,VA,2006-01-07,,9,Bedford County,51019,,,,,,White,White,,,FALSE,,,FALSE,,,6223,White
VA-2006-000514,VA,2006-01-07,,9,Bedford County,51019,,,,,,White,White,,,FALSE,,,FALSE,,,6223,White
VA-2006-000515,VA,2006-01-07,,9,Bedford County,51019,,,,,,White,White,,,FALSE,,,FALSE,,,6223,White
