ID,State,Stop - Date,Stop - Time,Location - Raw,County Name,County FIPS,Fine Grained Location,Police Department,Driver Gender,Driver Age - Raw,Driver Age,Driver Race - Raw,Driver Race,Violation - Raw,Violation,Search Conducted,Search Type - Raw,Search Type,Contraband Found,Stop Outcome,Is Arrested,Officer ID,Officer Race
VA-2006-004197,VA,2006-01-07,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,3973,White
VA-2006-004198,VA,2006-01-07,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,4750,White
VA-2006-004199,VA,2006-01-07,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,4750,White
VA-2006-004200,VA,2006-01-07,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,4750,White
VA-2006-004201,VA,2006-01-07,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,4750,White
VA-2006-004202,VA,2006-01-07,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,4750,White
VA-2006-004203,VA,2006-01-07,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,4750,White
VA-2006-004204,VA,2006-01-07,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,4750,White
VA-2006-004205,VA,2006-01-07,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,4750,White
VA-2006-004206,VA,2006-01-07,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,4750,White
VA-2006-004207,VA,2006-01-07,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,4750,White
VA-2006-004208,VA,2006-01-07,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,5365,White
VA-2006-004209,VA,2006-01-07,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,5365,White
VA-2006-004210,VA,2006-01-07,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,5365,White
VA-2006-004211,VA,2006-01-07,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,5365,White
VA-2006-004212,VA,2006-01-07,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,5365,White
VA-2006-004213,VA,2006-01-07,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,5365,White
VA-2006-004214,VA,2006-01-07,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,5365,White
VA-2006-004215,VA,2006-01-07,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,5365,White
VA-2006-004216,VA,2006-01-07,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,5365,White
VA-2006-004217,VA,2006-01-07,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,5365,White
VA-2006-004218,VA,2006-01-07,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,5650,White
VA-2006-004219,VA,2006-01-07,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,5650,White
VA-2006-004220,VA,2006-01-07,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,5650,White
VA-2006-004221,VA,2006-01-07,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,6237,White
VA-2006-004222,VA,2006-01-07,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,6237,White
VA-2006-004223,VA,2006-01-07,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,6237,White
VA-2006-004224,VA,2006-01-07,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,6237,White
VA-2006-004225,VA,2006-01-07,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,6237,White
VA-2006-004226,VA,2006-01-07,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,6237,White
VA-2006-004227,VA,2006-01-07,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,6237,White
VA-2006-004228,VA,2006-01-07,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,6237,White
VA-2006-004229,VA,2006-01-07,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,6237,White
VA-2006-013672,VA,2006-01-14,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,5365,White
VA-2006-013673,VA,2006-01-14,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,5365,White
VA-2006-013674,VA,2006-01-14,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,5365,White
VA-2006-013675,VA,2006-01-14,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,5365,White
VA-2006-013676,VA,2006-01-14,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,5365,White
VA-2006-013677,VA,2006-01-14,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,5365,White
VA-2006-013678,VA,2006-01-14,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,5401,White
VA-2006-013679,VA,2006-01-14,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,5401,White
VA-2006-013680,VA,2006-01-14,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,5401,White
VA-2006-013681,VA,2006-01-14,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,5401,White
VA-2006-013682,VA,2006-01-14,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,5401,White
VA-2006-013683,VA,2006-01-14,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,5650,White
VA-2006-013684,VA,2006-01-14,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,5650,White
VA-2006-013685,VA,2006-01-14,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,5650,White
VA-2006-013686,VA,2006-01-14,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,6139,White
VA-2006-013687,VA,2006-01-14,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,6139,White
VA-2006-013688,VA,2006-01-14,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,6139,White
VA-2006-013689,VA,2006-01-14,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,6139,White
VA-2006-013690,VA,2006-01-14,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,6139,White
VA-2006-013691,VA,2006-01-14,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,6139,White
VA-2006-013692,VA,2006-01-14,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,6139,White
VA-2006-013693,VA,2006-01-14,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,6237,White
VA-2006-013694,VA,2006-01-14,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,6237,White
VA-2006-013695,VA,2006-01-14,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,6237,White
VA-2006-013696,VA,2006-01-14,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,6237,White
VA-2006-013697,VA,2006-01-14,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,6237,White
VA-2006-013698,VA,2006-01-14,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,6237,White
VA-2006-013699,VA,2006-01-14,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,6237,White
VA-2006-013700,VA,2006-01-14,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,6237,White
VA-2006-013701,VA,2006-01-14,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,6237,White
VA-2006-013702,VA,2006-01-14,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,6237,White
VA-2006-013703,VA,2006-01-14,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,6237,White
VA-2006-013704,VA,2006-01-14,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,6237,White
VA-2006-018323,VA,2006-01-14,,83,Russell County,51167,,,,,,Other,Other,,,FALSE,,,FALSE,,,6237,White
VA-2006-023333,VA,2006-01-21,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,3973,White
VA-2006-023334,VA,2006-01-21,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,3973,White
VA-2006-023335,VA,2006-01-21,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,3973,White
VA-2006-023336,VA,2006-01-21,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,4750,White
VA-2006-023337,VA,2006-01-21,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,4750,White
VA-2006-023338,VA,2006-01-21,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,4750,White
VA-2006-023339,VA,2006-01-21,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,4750,White
VA-2006-023340,VA,2006-01-21,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,4750,White
VA-2006-023341,VA,2006-01-21,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,4750,White
VA-2006-023342,VA,2006-01-21,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,4750,White
VA-2006-023343,VA,2006-01-21,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,4750,White
VA-2006-023344,VA,2006-01-21,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,4750,White
VA-2006-023345,VA,2006-01-21,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,5365,White
VA-2006-023346,VA,2006-01-21,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,5401,White
VA-2006-023347,VA,2006-01-21,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,5401,White
VA-2006-023348,VA,2006-01-21,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,5401,White
VA-2006-023349,VA,2006-01-21,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,5401,White
VA-2006-023350,VA,2006-01-21,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,5401,White
VA-2006-023351,VA,2006-01-21,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,5401,White
VA-2006-023352,VA,2006-01-21,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,5401,White
VA-2006-023353,VA,2006-01-21,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,5401,White
VA-2006-023354,VA,2006-01-21,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,5401,White
VA-2006-023355,VA,2006-01-21,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,5650,White
VA-2006-023356,VA,2006-01-21,,83,Russell County,51167,,,,,,White,White,,,FALSE,,,FALSE,,,5650,White
