Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,96,28,9,26,65,57,69,95,62,62,45,57,82
Tuesday,70,35,8,16,65,49,77,73,63,59,46,50,69
Wednesday,77,26,15,26,52,50,76,72,78,62,45,49,99
Thursday,96,26,13,18,65,47,80,70,65,50,63,55,61
Friday,86,34,20,29,58,63,73,66,58,81,75,72,79
Saturday,134,77,24,30,42,40,53,47,63,69,67,76,69
Sunday,137,75,48,29,35,25,63,41,39,32,50,57,71
TOTAL,696,301,137,174,382,331,491,464,428,415,391,416,530
