Name: “Table 1 of 1 on page 20 of 20”,Name: “Table 1 of 1 on page 20 of 20”
Table: 20,Table: 20
,
Assessing Consistency and Fairness in Sentencing:,
A Comparative Study in Three States,
,The National Center
,for State Courts is an
,"independent, nonprofit,"
,tax-exempt organization
,in accordance with
,Section 501 (c)(3) of
,the Internal Revenue code.
,The National Center
,for State Courts is
,headquartered in
,"Williamsburg, VA, with"
,"offices in Denver, CO,"
,"and Arlington, VA."
,NCSC
,300 Newport Ave.
,"Williamsburg, VA 23185-4147"
,www.ncsconline.org
,© 2008 National Center for State Courts
