Date,Offense,Street,Subdivison,Zip,E.D.,City,Area
1/16/2002,DRUNK IN PUBLIC,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
1/19/2002,CITIZEN REQUESTED ASSISTANCE,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
2/2/2002,POSSESSION OF MARIJUANA,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
2/2/2002,DRIVING UNDER THE INFLUENCE OF,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
2/7/2002,CITIZEN REQUESTED ASSISTANCE,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
2/12/2002,GAS THEFT,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
2/20/2002,ABUSE AND NEGLECT OF CHILDREN,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
3/2/2002,"ASSAULT, SIMPLE",BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
3/4/2002,"ASSAULT, SIMPLE",BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
3/6/2002,PETIT LARCENY,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
3/7/2002,GRAND LARCENY,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
3/7/2002,PETIT LARCENY,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
3/7/2002,PETIT LARCENY,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
3/7/2002,PETIT LARCENY,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
3/7/2002,PETIT LARCENY,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
3/7/2002,PETIT LARCENY,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
3/11/2002,CITIZEN REQUESTED ASSISTANCE,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
3/13/2002,"DAMAGE PROPERTY, BUSINESS",BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
3/19/2002,CREDIT CARD THEFT,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
3/24/2002,CITIZEN REQUESTED ASSISTANCE,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
3/25/2002,LOST PROPERTY,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
3/28/2002,PETIT LARCENY,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
3/29/2002,GRAND LARCENY,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
3/30/2002,CITIZEN REQUESTED ASSISTANCE,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
4/1/2002,GRAND LARCENY,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
4/4/2002,CREDIT CARD THEFT,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
4/4/2002,CREDIT CARD FRAUD,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
4/5/2002,GRAND LARCENY,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
4/6/2002,"DAMAGE PROPERTY, PRIVATE",BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
4/8/2002,ROBBERY,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
4/9/2002,CREDIT CARD THEFT,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
4/10/2002,VIOLATION OF COURT ORDER,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
4/14/2002,PETIT LARCENY,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
4/16/2002,DRIVING UNDER THE INFLUENCE OF,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
4/19/2002,"LARCENY,FROM MOTOR VEHICLE",BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
4/21/2002,GRAND LARCENY,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
4/22/2002,GRAND LARCENY,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
4/29/2002,GRAND LARCENY,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
4/30/2002,CITIZEN REQUESTED ASSISTANCE,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
5/10/2002,PETIT LARCENY,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
5/13/2002,PETIT LARCENY,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
5/15/2002,POSSESSION OF MARIJUANA,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
5/17/2002,CURSING/OBSCENE LANGUAGE,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
5/18/2002,PETIT LARCENY,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
5/20/2002,ABDUCTION & KIDNAPPING,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
5/21/2002,PETIT LARCENY,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
5/30/2002,ROBBERY,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
6/8/2002,DRIVING UNDER THE INFLUENCE OF,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
6/8/2002,POSSESSION OF MARIJUANA,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
6/15/2002,"ASSAULT, SIMPLE",BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
6/24/2002,PETIT LARCENY,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
6/28/2002,CREDIT CARD FRAUD,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
7/5/2002,BURGLARY (HOTEL/STORAGE FACILI,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
7/5/2002,CREDIT CARD FRAUD,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
7/11/2002,GRAND LARCENY,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
7/12/2002,GRAND LARCENY,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
7/12/2002,CITIZEN REQUESTED ASSISTANCE,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
7/13/2002,"LARCENY,FROM MOTOR VEHICLE",BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
7/18/2002,DRUNK IN PUBLIC,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
7/24/2002,PETIT LARCENY,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
7/30/2002,GRAND LARCENY,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
8/13/2002,GRAND LARCENY,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
8/15/2002,CITIZEN REQUESTED ASSISTANCE,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
8/15/2002,GRAND LARCENY,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
8/18/2002,"ASSAULT, SIMPLE, DOMESTIC",BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
8/18/2002,PETIT LARCENY,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
8/20/2002,UNAUTHORIZED USE OF VEHICLE,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
8/22/2002,GRAND LARCENY,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
8/24/2002,GRAND LARCENY,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
8/30/2002,GAS THEFT,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
9/1/2002,PETIT LARCENY,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
9/3/2002,DRUNK IN PUBLIC,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
9/5/2002,"DAMAGE PROPERTY, PRIVATE",BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
9/8/2002,"DAMAGE PROPERTY, PRIVATE",BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
9/13/2002,GAS THEFT,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
9/14/2002,"ASSAULT, SIMPLE, DOMESTIC",BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
9/20/2002,DRIVING UNDER THE INFLUENCE OF,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
9/25/2002,POSSESSION OF MARIJUANA,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
9/30/2002,DRIVING UNDER THE INFLUENCE OF,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
10/6/2002,DRUNK IN PUBLIC,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
10/11/2002,HIT & RUN,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
10/11/2002,TRESPASSING,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
10/14/2002,PETIT LARCENY,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
10/17/2002,PETIT LARCENY,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
10/19/2002,CITIZEN REQUESTED ASSISTANCE,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
10/26/2002,PETIT LARCENY,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
10/30/2002,PETIT LARCENY,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
11/9/2002,"DAMAGE PROPERTY, BUSINESS",BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
11/12/2002,DRUNK IN PUBLIC,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
11/16/2002,"ASSAULT, SIMPLE",BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
11/19/2002,GAS THEFT,BYPASS ROAD,229,23185,1,WILLIAMSBURG,300
7/5/2002,CITIZEN REQUESTED ASSISTANCE,BYPASS ROAD & COMMONS,229,23185,1,WILLIAMSBURG,300
7/30/2002,DRIVING W/SUSPENDED OR REVOKED,BYPASS ROAD & RICHMOND,229,23185,1,WILLIAMSBURG,300
6/1/2002,DRUNK IN PUBLIC,BYPASS ROAD & RT 132,229,23185,1,WILLIAMSBURG,300
7/29/2002,POSSESSION OF MARIJUANA,BYPASS ROAD & RT 132,229,23185,1,WILLIAMSBURG,300
7/29/2002,POSSESSION OF MARIJUANA,BYPASS ROAD & RT 132,229,23185,1,WILLIAMSBURG,300
11/16/2002,DRIVING W/SUSPENDED OR REVOKED,BYPASS ROAD & RT 132,229,23185,1,WILLIAMSBURG,300
1/19/2002,"DAMAGE PROPERTY, PRIVATE",CALLAHAN DRIVE,253,23185,1,WILLIAMSBURG,300
1/19/2002,"DAMAGE PROPERTY, PRIVATE",CALLAHAN DRIVE,253,23185,1,WILLIAMSBURG,300
11/28/2002,"DAMAGE PROPERTY, PRIVATE",CALLAHAN DRIVE,253,23185,1,WILLIAMSBURG,300
9/6/2002,DEAD ON ARRIVAL,CAMBRIDGE LANE,162,23185,1,WILLIAMSBURG,300
8/24/2002,CITIZEN REQUESTED ASSISTANCE,CANDLE STICK PLACE,226,23185,1,WILLIAMSBURG,300
9/28/2002,"ASSAULT, SIMPLE",CARAN ROAD,79,23185,1,WILLIAMSBURG,300
9/28/2002,DRIVING UNDER THE INFLUENCE OF,CARR`S HILL & WALLER MIL,77,23185,1,WILLIAMSBURG,300
8/7/2002,TAMPERING WITH AUTO,CATAWBA COURT,150,23185,1,WILLIAMSBURG,300
3/12/2002,FORCIBLE SODOMY,CATESBY LANE,125,23185,1,WILLIAMSBURG,300
7/14/2002,"DAMAGE PROPERTY, PRIVATE",CATESBY LANE,125,23185,1,WILLIAMSBURG,300
9/24/2002,"DAMAGE PROPERTY, PRIVATE",CATESBY LANE,125,23185,1,WILLIAMSBURG,300
3/5/2002,CITIZEN REQUESTED ASSISTANCE,CEMETERY LANE,228,23185,1,WILLIAMSBURG,300
11/5/2002,GRAND LARCENY,COBBLESTONE,34,23185,1,WILLIAMSBURG,300
5/9/2002,DISORDERLY CONDUCT,COLONIAL AVE & WEST SEM,135,23185,1,WILLIAMSBURG,300
2/7/2002,LOST PROPERTY,COTTAGE COVE LANE,265,23185,1,WILLIAMSBURG,300
8/9/2002,GRAND LARCENY,COTTAGE COVE LANE,265,23185,1,WILLIAMSBURG,300
10/27/2002,"LARCENY,FROM MOTOR VEHICLE",CREEDMORE COURT,116,23185,1,WILLIAMSBURG,300
5/31/2002,"DAMAGE PROPERTY, PRIVATE",CUSTIS DRIVE,244,23185,1,WILLIAMSBURG,300
6/6/2002,CREDIT CARD THEFT,DODGE DRIVE,137,23185,1,WILLIAMSBURG,300
9/25/2002,"ASSAULT, SIMPLE",DOUGLAS DRIVE,20,23185,1,WILLIAMSBURG,300
10/25/2002,UNAUTHORIZED USE OF VEHICLE,DOUGLAS DRIVE,20,23185,1,WILLIAMSBURG,300
1/11/2002,CITIZEN REQUESTED ASSISTANCE,DREW ROAD,20,23185,1,WILLIAMSBURG,300
2/25/2002,CITIZEN REQUESTED ASSISTANCE,DREW ROAD,20,23185,1,WILLIAMSBURG,300
7/31/2002,PETIT LARCENY,DREW ROAD,20,23185,1,WILLIAMSBURG,300
9/4/2002,PETIT LARCENY,DREW ROAD,20,23185,1,WILLIAMSBURG,300
11/26/2002,"ASSAULT, SIMPLE, DOMESTIC",DREW ROAD,20,23185,1,WILLIAMSBURG,300
4/13/2002,MOTOR VEHICLE THEFT,DUNCAN DRIVE,244,23185,1,WILLIAMSBURG,300
8/9/2002,CITIZEN REQUESTED ASSISTANCE,DUNCAN DRIVE,244,23185,1,WILLIAMSBURG,300
8/26/2002,RUNAWAY JUVENILE,DUNCAN DRIVE,244,23185,1,WILLIAMSBURG,300
9/2/2002,CITIZEN REQUESTED ASSISTANCE,DUNCAN DRIVE,244,23185,1,WILLIAMSBURG,300
10/6/2002,CITIZEN REQUESTED ASSISTANCE,DUNCAN DRIVE,244,23185,1,WILLIAMSBURG,300
3/4/2002,RUNAWAY JUVENILE,E QUEENS DRIVE,162,23185,1,WILLIAMSBURG,300
3/11/2002,"DRUGS, PWID MARIJUANA",E QUEENS DRIVE,162,23185,1,WILLIAMSBURG,300
6/4/2002,"DAMAGE PROPERTY, PRIVATE",E QUEENS DRIVE,162,23185,1,WILLIAMSBURG,300
9/13/2002,"DAMAGE PROPERTY, PRIVATE",E QUEENS DRIVE,162,23185,1,WILLIAMSBURG,300
9/28/2002,"DAMAGE PROPERTY, PRIVATE",E QUEENS DRIVE,162,23185,1,WILLIAMSBURG,300
4/27/2002,MAIMING,EDALE AVENUE & W SEMPL,135,23185,1,WILLIAMSBURG,300
5/2/2002,"FRAUD, ALL OTHERS",ERIN LEIGH COURT,181,23185,1,WILLIAMSBURG,300
10/17/2002,CITIZEN REQUESTED ASSISTANCE,F STREET,26,23185,1,WILLIAMSBURG,300
2/25/2002,"LARCENY,FROM MOTOR VEHICLE",FILMORE DRIVE,244,23185,1,WILLIAMSBURG,300
6/20/2002,"DAMAGE PROPERTY, PRIVATE",FLINTLOCK ROAD,163,23185,1,WILLIAMSBURG,300
4/6/2002,RAPE,GEORGETOWN CRESCENT,60,23185,1,WILLIAMSBURG,300
5/18/2002,CITIZEN REQUESTED ASSISTANCE,GEORGETOWN CRESCENT,60,23185,1,WILLIAMSBURG,300
6/12/2002,PETIT LARCENY,GEORGETOWN CRESCENT,60,23185,1,WILLIAMSBURG,300
6/26/2002,"DAMAGE PROPERTY, PRIVATE",GEORGETOWN CRESCENT,60,23185,1,WILLIAMSBURG,300
8/15/2002,"DAMAGE PROPERTY, PRIVATE",GEORGETOWN CRESCENT,60,23185,1,WILLIAMSBURG,300
8/16/2002,"DAMAGE PROPERTY, PRIVATE",GEORGETOWN CRESCENT,60,23185,1,WILLIAMSBURG,300
9/5/2002,CITIZEN REQUESTED ASSISTANCE,GEORGETOWN CRESCENT,60,23185,1,WILLIAMSBURG,300
9/30/2002,"DAMAGE PROPERTY, PRIVATE",GEORGETOWN CRESCENT,60,23185,1,WILLIAMSBURG,300
2/6/2002,"DAMAGE PROPERTY, PRIVATE",GOVERNMENT ROAD,228,23185,1,WILLIAMSBURG,300
3/31/2002,RECOVERED VEHICLE-STOLEN OTHER,GOVERNMENT ROAD,228,23185,1,WILLIAMSBURG,300
4/1/2002,CITIZEN REQUESTED ASSISTANCE,GOVERNMENT ROAD,228,23185,1,WILLIAMSBURG,300
5/8/2002,"DAMAGE PROPERTY, PUBLIC",GOVERNMENT ROAD,228,23185,1,WILLIAMSBURG,300
8/17/2002,DRIVING UNDER THE INFLUENCE OF,GOVERNMENT ROAD & CRE,228,23185,1,WILLIAMSBURG,300
11/4/2002,CITIZEN REQUESTED ASSISTANCE,HARROP LANE,125,23185,1,WILLIAMSBURG,100
9/1/2002,RUNAWAY JUVENILE,HAYMAKER PLACE,226,23185,1,WILLIAMSBURG,300
9/16/2002,"BURGLARY, RESIDENTIAL",HAYMAKER PLACE,226,23185,1,WILLIAMSBURG,300
10/4/2002,SEXUAL BATTERY,HAYMAKER PLACE,226,23185,1,WILLIAMSBURG,300
10/7/2002,GRAND LARCENY,HAYMAKER PLACE,226,23185,1,WILLIAMSBURG,300
9/24/2002,RUNAWAY JUVENILE,HICKORY HILLS DRIVE,196,23185,1,WILLIAMSBURG,300
10/4/2002,MISSING PERSON,HICKORY HILLS DRIVE,196,23185,1,WILLIAMSBURG,300
10/21/2002,RUNAWAY JUVENILE,HICKORY HILLS DRIVE,196,23185,1,WILLIAMSBURG,300
10/23/2002,RUNAWAY JUVENILE,HICKORY HILLS DRIVE,196,23185,1,WILLIAMSBURG,300
11/26/2002,RUNAWAY JUVENILE,HICKORY HILLS DRIVE,196,23185,1,WILLIAMSBURG,300
6/24/2002,COMPUTER INVASION OF PRIVACY,HILLSIDE LANE,262,23185,1,WILLIAMSBURG,300
2/24/2002,CITIZEN REQUESTED ASSISTANCE,HOLCOMB DRIVE,162,23185,1,WILLIAMSBURG,300
4/11/2002,CITIZEN REQUESTED ASSISTANCE,HOLLOWAY LANE,162,23185,1,WILLIAMSBURG,300
2/13/2002,DRIVING UNDER THE INFLUENCE OF,HUBBARD & PENNIMAN ROA,228,23185,1,WILLIAMSBURG,300
6/26/2002,MAIMING,HUBBARD DRIVE & COLONIA,228,23185,1,WILLIAMSBURG,300
1/24/2002,DISCHARGE FIREARM OR MISSILE I,HUBBARD LANE,228,23185,1,WILLIAMSBURG,300
1/26/2002,"ASSAULT, SIMPLE, DOMESTIC",HUBBARD LANE,228,23185,1,WILLIAMSBURG,300
3/23/2002,"FRAUD, ALL OTHERS",HUBBARD LANE,228,23185,1,WILLIAMSBURG,300
6/29/2002,"DAMAGE PROPERTY, PRIVATE",HUBBARD LANE,228,23185,1,WILLIAMSBURG,300
8/24/2002,THREATEN BODILY HARM,HUBBARD LANE,228,23185,1,WILLIAMSBURG,300
9/29/2002,CITIZEN REQUESTED ASSISTANCE,HUBBARD LANE,228,23185,1,WILLIAMSBURG,300
9/13/2002,RECKLESS - GENERAL,HUBBARD LANE & EDALE AV,228,23185,1,WILLIAMSBURG,300
10/2/2002,PETIT LARCENY,HUBBARD LANE & PENNIMA,228,23185,1,WILLIAMSBURG,300
10/5/2002,"ASSAULT, SIMPLE, DOMESTIC",HUNTERS LANE,162,23185,1,WILLIAMSBURG,300
1/6/2002,"DAMAGE PROPERTY, PRIVATE",KINGSGATE PARKWAY,103,23185,1,WILLIAMSBURG,300
2/3/2002,GRAND LARCENY,KINGSGATE PARKWAY,103,23185,1,WILLIAMSBURG,300
6/22/2002,"ASSAULT, SIMPLE",KINGSGATE PARKWAY,103,23185,1,WILLIAMSBURG,300
3/18/2002,"LARCENY,FROM MOTOR VEHICLE",LATERN PLACE,226,23185,1,WILLIAMSBURG,300
2/12/2002,OBTAINING MONEY BY FALSE PRETE,LEVINSON PATH,275,23185,1,WILLIAMSBURG,300
4/3/2002,TAMPERING WITH VEHICLE,LODGE ROAD,228,23185,1,WILLIAMSBURG,300
9/14/2002,CITIZEN REQUESTED ASSISTANCE,LODGE ROAD,228,23185,1,WILLIAMSBURG,300
10/31/2002,GRAND LARCENY,LOW RIDGE ROAD,270,23185,1,WILLIAMSBURG,300
2/15/2002,"ASSAULT, SIMPLE",LOWRIDGE ROAD,270,23185,1,WILLIAMSBURG,300
2/4/2002,"BURGLARY, RESIDENTIAL",MAYNOR DRIVE,244,23185,1,WILLIAMSBURG,300
7/25/2002,CITIZEN REQUESTED ASSISTANCE,MAYNOR DRIVE,244,23185,1,WILLIAMSBURG,300
9/8/2002,CITIZEN REQUESTED ASSISTANCE,MAYNOR DRIVE,244,23185,1,WILLIAMSBURG,300
3/19/2002,OBTAINING MONEY BY FALSE PRETE,MCLAWS CIRCLE,118,23185,1,WILLIAMSBURG,300
1/2/2002,DRIVING W/SUSPENDED OR REVOKED,MERRIMAC TRAIL,228,23185,1,WILLIAMSBURG,300
1/7/2002,MOTOR VEHICLE THEFT,MERRIMAC TRAIL,228,23185,1,WILLIAMSBURG,300
1/11/2002,CITIZEN REQUESTED ASSISTANCE,MERRIMAC TRAIL,228,23185,1,WILLIAMSBURG,300
1/11/2002,INDECENT EXPOSURE,MERRIMAC TRAIL,228,23185,1,WILLIAMSBURG,300
1/13/2002,DRIVING W/SUSPENDED OR REVOKED,MERRIMAC TRAIL,228,23185,1,WILLIAMSBURG,300
1/14/2002,GRAND LARCENY,MERRIMAC TRAIL,228,23185,1,WILLIAMSBURG,300
1/15/2002,RECKLESS - GENERAL,MERRIMAC TRAIL,228,23185,1,WILLIAMSBURG,300
1/16/2002,"DRUGS, POSSESS COCAINE",MERRIMAC TRAIL,228,23185,1,WILLIAMSBURG,300
1/17/2002,PETIT LARCENY,MERRIMAC TRAIL,228,23185,1,WILLIAMSBURG,300
1/19/2002,CITIZEN REQUESTED ASSISTANCE,MERRIMAC TRAIL,228,23185,1,WILLIAMSBURG,300
1/20/2002,"LARCENY, SHOPLIFTING",MERRIMAC TRAIL,228,23185,1,WILLIAMSBURG,300
1/24/2002,CITIZEN REQUESTED ASSISTANCE,MERRIMAC TRAIL,228,23185,1,WILLIAMSBURG,300
1/24/2002,DRUNK IN PUBLIC,MERRIMAC TRAIL,228,23185,1,WILLIAMSBURG,300
1/24/2002,GAS THEFT,MERRIMAC TRAIL,228,23185,1,WILLIAMSBURG,300
1/31/2002,MAIMING,MERRIMAC TRAIL,228,23185,1,WILLIAMSBURG,300
2/3/2002,"DAMAGE PROPERTY, PRIVATE",MERRIMAC TRAIL,228,23185,1,WILLIAMSBURG,300
2/9/2002,"DAMAGE PROPERTY, PRIVATE",MERRIMAC TRAIL,228,23185,1,WILLIAMSBURG,300
2/10/2002,CITIZEN REQUESTED ASSISTANCE,MERRIMAC TRAIL,228,23185,1,WILLIAMSBURG,300
2/14/2002,PETIT LARCENY,MERRIMAC TRAIL,228,23185,1,WILLIAMSBURG,300
2/16/2002,"DAMAGE PROPERTY, PRIVATE",MERRIMAC TRAIL,228,23185,1,WILLIAMSBURG,300
3/2/2002,SEXUAL BATTERY,MERRIMAC TRAIL,228,23185,1,WILLIAMSBURG,300
3/7/2002,"ASSAULT, SIMPLE",MERRIMAC TRAIL,228,23185,1,WILLIAMSBURG,300
3/12/2002,PETIT LARCENY,MERRIMAC TRAIL,228,23185,1,WILLIAMSBURG,300
3/16/2002,PETIT LARCENY,MERRIMAC TRAIL,228,23185,1,WILLIAMSBURG,300
3/16/2002,DRUNK IN PUBLIC,MERRIMAC TRAIL,228,23185,1,WILLIAMSBURG,300
3/20/2002,GRAND LARCENY,MERRIMAC TRAIL,228,23185,1,WILLIAMSBURG,300
3/20/2002,"BURGLARY, BUSINESS",MERRIMAC TRAIL,228,23185,1,WILLIAMSBURG,300
3/20/2002,BURGLARY (HOTEL/STORAGE FACILI,MERRIMAC TRAIL,228,23185,1,WILLIAMSBURG,300
3/20/2002,BURGLARY (HOTEL/STORAGE FACILI,MERRIMAC TRAIL,228,23185,1,WILLIAMSBURG,300
3/20/2002,BURGLARY (HOTEL/STORAGE FACILI,MERRIMAC TRAIL,228,23185,1,WILLIAMSBURG,300
3/20/2002,BURGLARY (HOTEL/STORAGE FACILI,MERRIMAC TRAIL,228,23185,1,WILLIAMSBURG,300
3/23/2002,PETIT LARCENY,MERRIMAC TRAIL,228,23185,1,WILLIAMSBURG,300
3/28/2002,VIOLATE PROTECTIVE ORDERS,MERRIMAC TRAIL,228,23185,1,WILLIAMSBURG,300
3/28/2002,ANNOYING PHONE CALLS,MERRIMAC TRAIL,228,23185,1,WILLIAMSBURG,300
4/2/2002,CITIZEN REQUESTED ASSISTANCE,MERRIMAC TRAIL,228,23185,1,WILLIAMSBURG,300
4/4/2002,CREDIT CARD FRAUD,MERRIMAC TRAIL,228,23185,1,WILLIAMSBURG,300
4/4/2002,CREDIT CARD FRAUD,MERRIMAC TRAIL,228,23185,1,WILLIAMSBURG,300
4/4/2002,DRIVING UNDER THE INFLUENCE OF,MERRIMAC TRAIL,228,23185,1,WILLIAMSBURG,300
