Offenses,2005,2004,Percent of Change
Murder,61,35,74.29
Rape,78,79,-1.27
Robbery,771,656,17.53
Aggravated Assault,817,548,49.09
Assault Non-Aggravated,"3,398","3,304",2.85
Burglary,"1,784","1,468",21.53
Larceny,"10,107","9,967",1.40
Auto Theft,"1,094","1,177",-7.05
Arson,43,46,-6.52
GRAND TOTAL,"18,153","17,280",5.05
