Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,35,13,8,12,16,15,15,20,24,29,28,31,7
Tuesday,26,20,8,11,16,17,13,16,27,18,17,28,10
Wednesday,23,18,6,11,18,16,14,13,14,21,17,16,9
Thursday,28,22,14,8,11,19,13,16,25,26,19,20,5
Friday,25,17,6,10,16,18,19,12,20,28,25,27,5
Saturday,45,21,12,3,11,13,20,16,24,23,33,28,8
Sunday,39,40,13,10,11,9,22,23,24,21,28,23,3
TOTAL,221,151,67,65,99,107,116,116,158,166,167,173,47
