Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,222,89,76,137,166,134,182,137,215,242,298,299,45
Tuesday,175,76,65,137,173,121,154,145,218,259,282,292,40
Wednesday,195,82,77,129,175,125,125,173,184,256,287,273,52
Thursday,179,92,61,131,172,115,154,142,234,267,318,324,38
Friday,234,93,77,143,155,138,173,146,260,294,327,361,53
Saturday,268,134,81,111,154,156,187,181,228,253,316,377,57
Sunday,270,163,77,71,126,141,159,149,168,218,284,299,43
TOTAL,1543,729,514,859,1121,930,1134,1073,1507,1789,2112,2225,328
