Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,125,75,44,34,39,46,57,65,81,130,201,210,21
Tuesday,113,52,28,28,33,39,47,69,79,103,176,162,18
Wednesday,120,66,23,20,24,37,50,78,60,109,171,208,17
Thursday,120,66,20,23,24,49,59,64,93,114,169,172,19
Friday,126,80,39,35,32,39,58,79,77,148,178,212,22
Saturday,174,124,55,25,38,43,56,66,74,138,190,224,23
Sunday,188,126,65,25,29,33,42,48,66,98,190,159,12
TOTAL,966,589,274,190,219,286,369,469,530,840,1275,1347,132
