Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,350,184,96,93,167,148,212,247,263,374,442,453,144
Tuesday,320,142,61,89,155,148,204,263,286,315,410,373,135
Wednesday,307,159,62,81,127,144,214,222,252,302,403,453,120
Thursday,343,173,63,87,135,163,223,242,284,310,398,424,147
Friday,390,215,92,110,156,166,204,230,307,380,419,602,151
Saturday,690,441,186,96,169,159,239,232,273,383,495,631,177
Sunday,644,416,190,91,101,120,203,218,249,328,465,393,117
TOTAL,3044,1730,750,647,1010,1048,1499,1654,1914,2392,3032,3329,991
