Address,DateTime,Number,Type,Category
4300 BLOCK PRICES FORK RD,2018-01-20,2018-00001187,Traffic Stop,Traffic
4000 BLOCK PRICES FORK RD,2018-01-20,2018-00001191,Traffic Stop,Traffic
THOMAS LN  / HILLMAN LN,2018-01-20,2018-00001192,Traffic Stop,Traffic
RINER RD  / SMITH CREEK RD,2018-01-20,2018-00001383,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2018-01-20,2018-00001195,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2018-01-20,2018-00001196,Traffic Stop,Traffic
BELVIEW DR  / PEPPERS FERRY RD,2018-01-20,2018-00001199,Traffic Stop,Traffic
PEPPERS FERRY RD  / ARSENAL CIR,2018-01-20,2018-00001201,Motor Vehicle Crash,Traffic
,2018-01-20,2018-00001204,Motor Vehicle Crash- W/Injuries,Traffic
,2018-01-20,2018-00000234,Motor Vehicle Crash- W/Injuries,Traffic
,2018-01-20,2018-00000061,Motor Vehicle Crash- W/Injuries,Traffic
1200 BLOCK CRAIG CREEK RD,2018-01-20,2018-00001210,Traffic Hazard,Traffic
3200 BLOCK BIG BRANCH RD,2018-01-20,2018-00000024,Motor Vehicle Crash- W/Injuries,Traffic
3200 BLOCK BIG BRANCH RD,2018-01-20,2018-00001213,Motor Vehicle Crash- W/Injuries,Traffic
3200 BLOCK BIG BRANCH RD,2018-01-20,2018-00000010,Motor Vehicle Crash- W/Injuries,Traffic
3500 BLOCK PEPPERS FERRY RD,2018-01-20,2018-00001220,Traffic Hazard,Traffic
,2018-01-20,2018-00001224,Motor Vehicle Crash,Traffic
PEPPERS FERRY RD / VICKER SWITCH RD,2018-01-20,2018-00001421,Reckless Driving,Traffic
RADFORD RD  / HARMAN DR,2018-01-20,2018-00001232,Traffic Stop,Traffic
RINER RD  / LAUREL RIDGE MILL RD,2018-01-20,2018-00001233,Reckless Driving,Traffic
ROANOKE RD / DARK RUN RD,2018-01-20,2018-00001239,Traffic Stop,Traffic
RADFORD RD  / ZIEGLER ST,2018-01-20,2018-00001252,Traffic Stop,Traffic
2000 BLOCK RADFORD RD,2018-01-20,2018-00001253,Traffic Stop,Traffic
,2018-01-20,2018-00001254,Traffic Stop,Traffic
DEN HILL RD  / IZAAK WALTON LN,2018-01-21,2018-00001257,Traffic Stop,Traffic
RADFORD RD  / TRUMAN AVE,2018-01-21,2018-00001258,Traffic Stop,Traffic
2100 BLOCK DEN HILL RD,2018-01-21,2018-00001259,Traffic Stop,Traffic
PEPPERS FERRY RD  / NOLEN RD,2018-01-21,2018-00001462,Traffic Stop,Traffic
DOMINION DR  / CHRISMAN MILL RD,2018-01-21,2018-00001463,Traffic Stop,Traffic
RADFORD RD / RUFFIN RD,2018-01-21,2018-00001263,Traffic Stop,Traffic
COVE HOLLOW RD / HOWARD DR,2018-01-21,2018-00001264,Motor Vehicle Crash,Traffic
RADFORD RD  / HARMAN DR,2018-01-21,2018-00001266,Traffic Stop,Traffic
ROANOKE RD / POPLAR HOLLOW RD,2018-01-21,2018-00001274,Traffic Stop,Traffic
ROANOKE RD / OLDTOWN RD,2018-01-21,2018-00001275,Traffic Stop,Traffic
3700 BLOCK GLADE RD,2018-01-21,2018-00001276,Traffic Hazard,Traffic
VICKER SWITCH RD  / EASY ST,2018-01-21,2018-00001283,Traffic Stop,Traffic
1500 BLOCK PEPPERS FERRY RD,2018-01-21,2018-00001493,Traffic Stop,Traffic
PAYNE DR  / MADDY DR,2018-01-21,2018-00001285,Traffic Stop,Traffic
JENNELLE RD  / CINNABAR RD,2018-01-21,2018-00001288,Traffic Stop,Traffic
3900 BLOCK PILOT RD,2018-01-21,2018-00001291,Traffic Stop,Traffic
3900 BLOCK SOUTH MAIN ST,2018-01-21,2018-00001510,Traffic Stop,Traffic
3900 BLOCK SOUTH MAIN ST,2018-01-21,2018-00001302,Traffic Stop,Traffic
5100 BLOCK NORTH FORK RD,2018-01-21,2018-00001303,Motor Vehicle Crash,Traffic
3900 BLOCK SOUTH MAIN ST,2018-01-21,2018-00001306,Traffic Stop,Traffic
1400 BLOCK RADFORD RD,2018-01-21,2018-00001311,Traffic Stop,Traffic
3600 BLOCK RADFORD RD,2018-01-21,2018-00001312,Traffic Stop,Traffic
6600 BLOCK ROANOKE RD,2018-01-21,2018-00001313,Traffic Stop,Traffic
ROANOKE RD / ALLEGHANY SPRING RD,2018-01-21,2018-00001314,Traffic Stop,Traffic
3100 BLOCK PEPPERS FERRY RD,2018-01-21,2018-00001315,Traffic Stop,Traffic
MERRIMAC RD  / PRICES FORK RD,2018-01-21,2018-00001316,Traffic Stop,Traffic
1400 BLOCK RADFORD RD,2018-01-21,2018-00001319,Traffic Stop,Traffic
THOMAS LN  / PRICES FORK RD,2018-01-21,2018-00001321,Traffic Stop,Traffic
3600 BLOCK RADFORD RD,2018-01-21,2018-00001322,Traffic Stop,Traffic
7000 BLOCK ROANOKE RD,2018-01-21,2018-00001325,Traffic Stop,Traffic
PLUM CREEK RD / RADFORD RD,2018-01-21,2018-00001326,Traffic Stop,Traffic
1500 BLOCK RADFORD RD,2018-01-21,2018-00001328,Traffic Stop,Traffic
VICTORIA LN  / PEPPERS FERRY RD,2018-01-22,2018-00001331,Traffic Stop,Traffic
RADFORD RD / PLUM CREEK RD,2018-01-22,2018-00001332,Traffic Stop,Traffic
RADFORD RD / PLUM CREEK RD,2018-01-22,2018-00001551,Traffic Stop,Traffic
CONSTITUTION RD / PEPPERS FERRY RD,2018-01-22,2018-00001338,Traffic Stop,Traffic
3400 BLOCK PEPPERS FERRY RD,2018-01-22,2018-00001341,Traffic Stop,Traffic
VICKER SWITCH RD / PEPPERS FERRY RD,2018-01-22,2018-00001342,Traffic Hazard,Traffic
4500 BLOCK EASTERN MONTGOMERY LN,2018-01-22,2018-00001343,Traffic Stop,Traffic
MASS CIR  / PEPPERS FERRY RD,2018-01-22,2018-00001344,Traffic Stop,Traffic
VICKER SWITCH RD / PEPPERS FERRY RD,2018-01-22,2018-00001345,Traffic Stop,Traffic
7800 BLOCK ROANOKE RD,2018-01-22,2018-00001351,Motor Vehicle Crash,Traffic
RINER RD  / LARKSPUR CIR,2018-01-22,2018-00001371,Reckless Driving,Traffic
4800 BLOCK PILOT RD,2018-01-22,2018-00001375,Traffic Hazard,Traffic
6600 BLOCK ROANOKE RD,2018-01-22,2018-00001381,Traffic Stop,Traffic
CINNABAR RD  / PEPPERS FERRY RD,2018-01-22,2018-00001383,Motor Vehicle Crash,Traffic
SWITCHBACK RD  / SPRING HOUSE RD,2018-01-22,2018-00001382,Traffic Stop,Traffic
RINER RD  / LARKSPUR CIR,2018-01-22,2018-00001384,Reckless Driving,Traffic
000 BLOCK RD INTERSTATE 81 S RAMP,2018-01-22,2018-00001386,Motor Vehicle Crash,Traffic
000 BLOCK RD INTERSTATE 81 S RAMP,2018-01-22,2018-00001391,Reckless Driving,Traffic
ROLLING HILLS DR  / PEPPERS FERRY RD,2018-01-22,2018-00001394,Motor Vehicle Crash,Traffic
DEN HILL RD  / NORTH FORK RD,2018-01-22,2018-00001400,Traffic Hazard,Traffic
HIGHTOP RD  / DAVIS ST,2018-01-22,2018-00001067,Traffic Stop,Traffic
4000 BLOCK PRICES FORK RD,2018-01-22,2018-00001403,Traffic Stop,Traffic
900 BLOCK HIGHTOP RD,2018-01-22,2018-00001075,Traffic Stop,Traffic
3700 BLOCK SOUTH MAIN ST,2018-01-22,2018-00001076,Traffic Stop,Traffic
5200 BLOCK PRICES FORK RD,2018-01-23,2018-00001433,Traffic Hazard,Traffic
4000 BLOCK PRICES FORK RD,2018-01-23,2018-00001083,Radar,Traffic
3500 BLOCK PRICES FORK RD,2018-01-23,2018-00001088,Traffic Stop,Traffic
3400 BLOCK PEPPERS FERRY RD,2018-01-23,2018-00001441,Hit and Run,Traffic
2300 BLOCK TYLER RD,2018-01-23,2018-00001447,Traffic Stop,Traffic
3100 BLOCK PEPPERS FERRY RD,2018-01-23,2018-00001455,Reckless Driving,Traffic
4300 BLOCK RINER RD,2018-01-23,2018-00001466,Reckless Driving,Traffic
2500 BLOCK PEPPERS FERRY RD,2018-01-23,2018-00000278,Motor Vehicle Crash- W/Injuries,Traffic
2500 BLOCK PEPPERS FERRY RD,2018-01-23,2018-00000069,Motor Vehicle Crash- W/Injuries,Traffic
2500 BLOCK PEPPERS FERRY RD,2018-01-23,2018-00001467,Motor Vehicle Crash- W/Injuries,Traffic
ROANOKE RD / DARK RUN RD,2018-01-23,2018-00001469,Traffic Stop,Traffic
ROANOKE RD / RIFFE ST,2018-01-23,2018-00001470,Traffic Stop,Traffic
4500 BLOCK PILOT RD,2018-01-23,2018-00001473,Reckless Driving,Traffic
,2018-01-23,2018-00001113,Reckless Driving,Traffic
,2018-01-23,2018-00001475,Reckless Driving,Traffic
600 BLOCK ALLEGHANY SPRING RD,2018-01-23,2018-00001476,Traffic Stop,Traffic
1700 BLOCK ALLEGHANY SPRING RD,2018-01-23,2018-00001478,Traffic Stop,Traffic
2100 BLOCK GARDNER ST,2018-01-23,2018-00001479,Traffic Stop,Traffic
PEPPERS FERRY RD / DOMINION DR,2018-01-23,2018-00001703,Traffic Stop,Traffic
S JEFFERSON FOREST LN  / COAL BANK HOLLOW RD,2018-01-23,2018-00001118,Traffic Stop,Traffic
4400 BLOCK VALLEY VIEW CHURCH RD,2018-01-23,2018-00001480,Traffic Stop,Traffic
AUTUMN LN / PANDAPAS POND RD,2018-01-23,2018-00001120,Traffic Stop,Traffic
3800 BLOCK RINER RD,2018-01-23,2018-00001484,Traffic Stop,Traffic
1700 BLOCK BIG SPRING DR,2018-01-23,2018-00001485,Traffic Stop,Traffic
ENTERPRISE DR  / NORTH FORK RD,2018-01-23,2018-00001487,Traffic Stop,Traffic
1500 BLOCK PEPPERS FERRY RD,2018-01-23,2018-00001709,Traffic Stop,Traffic
CINNABAR RD  / AUTHORITY DR,2018-01-23,2018-00001491,Motor Vehicle Crash,Traffic
3500 BLOCK PRICES FORK RD,2018-01-23,2018-00001138,Traffic Stop,Traffic
8500 BLOCK ROANOKE RD,2018-01-23,2018-00001494,Traffic Stop,Traffic
3000 BLOCK MEADOW CREEK RD,2018-01-24,2018-00001504,Motor Vehicle Crash,Traffic
BISHOP RD / HORSESHOE LN,2018-01-24,2018-00001513,Radar,Traffic
MARSH RD / BISHOP RD,2018-01-24,2018-00001514,Traffic Stop,Traffic
PEPPERS FERRY RD / DOMINION DR,2018-01-24,2018-00001753,Traffic Stop,Traffic
2400 BLOCK BISHOP RD,2018-01-24,2018-00001520,Reckless Driving,Traffic
MOUNT PLEASANT RD  / SPLIT RAIL RD,2018-01-24,2018-00001522,Traffic Hazard,Traffic
3500 BLOCK RINER RD,2018-01-24,2018-00001523,Motor Vehicle Crash,Traffic
RINER RD  / MEADOW CREEK RD,2018-01-24,2018-00001537,Traffic Stop,Traffic
1200 BLOCK UNION VALLEY RD,2018-01-24,2018-00001542,Traffic Stop,Traffic
4800 BLOCK GRAYSONTOWN RD,2018-01-25,2018-00001543,Motor Vehicle Crash,Traffic
1000 BLOCK POLLARD RD,2018-01-25,2018-00001545,DUI,Traffic
,2018-01-25,2018-00001547,Reckless Driving,Traffic
3900 BLOCK PRICES FORK RD,2018-01-25,2018-00001550,Motor Vehicle Crash,Traffic
RINER RD  / CLOVERLEA DR,2018-01-25,2018-00001556,Radar,Traffic
4900 BLOCK RINER RD,2018-01-25,2018-00001576,Radar,Traffic
300 BLOCK FERGUSON DR,2018-01-25,2018-00001860,Motor Vehicle Crash,Traffic
300 BLOCK FERGUSON DR,2018-01-25,2018-00001587,Motor Vehicle Crash,Traffic
PANDAPAS POND RD  / MTN MISSION CHURCH RD,2018-01-25,2018-00001597,Traffic Stop,Traffic
4100 BLOCK PANDAPAS POND RD,2018-01-25,2018-00001600,Traffic Stop,Traffic
PANDAPAS POND RD  / MTN MISSION CHURCH RD,2018-01-25,2018-00001603,Traffic Stop,Traffic
PANDAPAS POND RD  / MTN MISSION CHURCH RD,2018-01-25,2018-00001605,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2018-01-25,2018-00001613,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2018-01-25,2018-00001614,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2018-01-25,2018-00001615,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2018-01-25,2018-00001617,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2018-01-25,2018-00001618,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2018-01-25,2018-00001619,Traffic Stop,Traffic
PANDAPAS POND RD / AUTUMN LN,2018-01-25,2018-00001623,Traffic Stop,Traffic
TYLER RD  / STANLEY RD,2018-01-25,2018-00001624,Motor Vehicle Crash,Traffic
PRICES FORK RD  / THOMAS LN,2018-01-25,2018-00001625,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2018-01-25,2018-00001626,Traffic Stop,Traffic
RINER RD  / TURNBERRY LN,2018-01-26,2018-00001641,Traffic Hazard,Traffic
1600 BLOCK AUBURN SCHOOL DR,2018-01-26,2018-00001640,Radar,Traffic
NEWTOWN RD / JOHN FARM RD,2018-01-26,2018-00001645,Traffic Hazard,Traffic
MUD PIKE  / SEVEN MILE TREE RD,2018-01-26,2018-00001647,Traffic Hazard,Traffic
RINER RD  / TURNBERRY LN,2018-01-26,2018-00001649,Radar,Traffic
4100 BLOCK RINER RD,2018-01-26,2018-00001650,Radar,Traffic
HORSESHOE LN / BISHOP RD,2018-01-26,2018-00001657,Radar,Traffic
3100 BLOCK PEPPERS FERRY RD,2018-01-26,2018-00001676,Traffic Hazard,Traffic
2900 BLOCK RADFORD RD,2018-01-26,2018-00001969,Hit and Run,Traffic
2200 BLOCK RINER RD,2018-01-26,2018-00001683,Traffic Stop,Traffic
2200 BLOCK RINER RD,2018-01-26,2018-00001975,Traffic Stop,Traffic
RINER RD  / TURNBERRY LN,2018-01-26,2018-00001684,Radar,Traffic
3000 BLOCK RINER RD,2018-01-26,2018-00001685,Traffic Stop,Traffic
LIFE DR  / RINER RD,2018-01-26,2018-00001977,Traffic Stop,Traffic
PEPPERS FERRY RD / VICKER SWITCH RD,2018-01-26,2018-00001688,Reckless Driving,Traffic
4000 BLOCK RINER RD,2018-01-26,2018-00001687,Traffic Stop,Traffic
200 BLOCK ALLEGHANY SPRING RD,2018-01-26,2018-00001689,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2018-01-26,2018-00001691,Traffic Stop,Traffic
7000 BLOCK ROANOKE RD,2018-01-26,2018-00001693,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2018-01-26,2018-00001694,Traffic Stop,Traffic
PEPPERS FERRY RD / VICKER SWITCH RD,2018-01-26,2018-00001990,Traffic Stop,Traffic
ROCK RD / BURBANK ST,2018-01-26,2018-00001695,Traffic Stop,Traffic
200 BLOCK ALLEGHANY SPRING RD,2018-01-26,2018-00001696,Traffic Stop,Traffic
5300 BLOCK MCCOY RD,2018-01-26,2018-00001698,Motor Vehicle Crash,Traffic
1700 BLOCK TYLER RD,2018-01-26,2018-00001699,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2018-01-26,2018-00001701,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2018-01-26,2018-00001702,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2018-01-26,2018-00001703,Traffic Stop,Traffic
2300 BLOCK RADFORD RD,2018-01-26,2018-00001704,Motor Vehicle Crash,Traffic
1600 BLOCK PEPPERS FERRY RD,2018-01-26,2018-00001707,Traffic Stop,Traffic
3100 BLOCK PEPPERS FERRY RD,2018-01-26,2018-00002005,Traffic Stop,Traffic
3100 BLOCK PEPPERS FERRY RD,2018-01-26,2018-00001709,Traffic Stop,Traffic
4000 BLOCK PRICES FORK RD,2018-01-26,2018-00001710,Traffic Stop,Traffic
HILLMAN LN / THOMAS LN,2018-01-26,2018-00001711,Traffic Stop,Traffic
2400 BLOCK PEPPERS FERRY RD,2018-01-27,2018-00001715,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2018-01-27,2018-00001716,Traffic Stop,Traffic
PEPPERS FERRY RD / DOMINION DR,2018-01-27,2018-00001718,Traffic Stop,Traffic
,2018-01-27,2018-00002016,Traffic Stop,Traffic
4000 BLOCK PRICES FORK RD,2018-01-27,2018-00001725,Traffic Stop,Traffic
THOMAS LN  / PRICES FORK RD,2018-01-27,2018-00001726,Traffic Stop,Traffic
SPRINGVIEW DR  / BLAIR ST,2018-01-27,2018-00001732,Traffic Stop,Traffic
RADFORD RD  / BARRINGER MOUNTAIN RD,2018-01-27,2018-00001733,Traffic Stop,Traffic
4000 BLOCK PILOT RD,2018-01-27,2018-00001736,Hit and Run,Traffic
PEPPERS FERRY RD  / NOLEN RD,2018-01-27,2018-00001737,Traffic Stop,Traffic
PEPPERS FERRY RD  / NOLEN RD,2018-01-27,2018-00002033,Traffic Stop,Traffic
,2018-01-27,2018-00000319,Motor Vehicle Crash- W/Injuries,Traffic
,2018-01-27,2018-00000079,Motor Vehicle Crash- W/Injuries,Traffic
,2018-01-27,2018-00001745,Motor Vehicle Crash- W/Injuries,Traffic
SWITCHBACK RD  / SPRING HOUSE RD,2018-01-27,2018-00001746,Traffic Stop,Traffic
SWITCHBACK RD  / SPRING HOUSE RD,2018-01-27,2018-00001747,Traffic Stop,Traffic
700 BLOCK SWITCHBACK RD,2018-01-27,2018-00001748,Traffic Stop,Traffic
371589838041300 BLOCK 158983 80 41328,2018-01-27,2018-00001750,Traffic Hazard,Traffic
1800 BLOCK MUD PIKE,2018-01-27,2018-00001755,Traffic Stop,Traffic
PRICES FORK RD  / WALNUT SPRING RD,2018-01-27,2018-00001758,Traffic Stop,Traffic
3900 BLOCK PRICES FORK RD,2018-01-27,2018-00001759,Traffic Stop,Traffic
1600 BLOCK PEPPERS FERRY RD,2018-01-27,2018-00001767,Motor Vehicle Crash,Traffic
100 BLOCK SERVICE 188 RD PANDAPAS POND RD,2018-01-27,2018-00001768,Motor Vehicle Crash,Traffic
LIFE DR  / RINER RD,2018-01-27,2018-00002064,Traffic Stop,Traffic
1600 BLOCK PEPPERS FERRY RD,2018-01-27,2018-00001769,Traffic Stop,Traffic
RINER RD  / LIFE DR,2018-01-27,2018-00002066,Traffic Stop,Traffic
4000 BLOCK RINER RD,2018-01-27,2018-00001771,Traffic Stop,Traffic
2900 BLOCK RADFORD RD,2018-01-27,2018-00001773,Traffic Stop,Traffic
2900 BLOCK RADFORD RD,2018-01-27,2018-00002075,Traffic Stop,Traffic
2900 BLOCK RADFORD RD,2018-01-27,2018-00001776,Traffic Stop,Traffic
3400 BLOCK PEPPERS FERRY RD,2018-01-27,2018-00001779,Reckless Driving,Traffic
3400 BLOCK PEPPERS FERRY RD,2018-01-27,2018-00002082,Reckless Driving,Traffic
BLAIR ST  / SPRINGVIEW DR,2018-01-28,2018-00001780,Traffic Stop,Traffic
3400 BLOCK PEPPERS FERRY RD,2018-01-28,2018-00001781,Traffic Stop,Traffic
3700 BLOCK RADFORD RD,2018-01-28,2018-00001782,Traffic Stop,Traffic
3400 BLOCK PEPPERS FERRY RD,2018-01-28,2018-00001784,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2018-01-28,2018-00001786,Traffic Stop,Traffic
3700 BLOCK RADFORD RD,2018-01-28,2018-00001788,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2018-01-28,2018-00001789,Traffic Stop,Traffic
WALTON RD  / RADFORD RD,2018-01-28,2018-00001790,Traffic Stop,Traffic
7600 BLOCK ROANOKE RD,2018-01-28,2018-00001791,Traffic Stop,Traffic
RADFORD RD  / SILVER LAKE RD,2018-01-28,2018-00002097,Traffic Stop,Traffic
,2018-01-28,2018-00001795,Motor Vehicle Crash- W/Injuries,Traffic
,2018-01-28,2018-00000325,Motor Vehicle Crash- W/Injuries,Traffic
,2018-01-28,2018-00000082,Motor Vehicle Crash- W/Injuries,Traffic
,2018-01-28,2018-00002098,Motor Vehicle Crash- W/Injuries,Traffic
4300 BLOCK PRICES FORK RD,2018-01-28,2018-00001796,Traffic Stop,Traffic
800 BLOCK FORSYTHIA RD,2018-01-28,2018-00001798,Motor Vehicle Crash,Traffic
UNION VALLEY RD  / FIELDCREST DR,2018-01-28,2018-00001800,Traffic Stop,Traffic
SMITH CREEK RD  / RINER RD,2018-01-28,2018-00001806,Traffic Stop,Traffic
CATAWBA RD / DRY RUN RD,2018-01-28,2018-00001812,Motor Vehicle Crash,Traffic
1600 BLOCK MUD PIKE,2018-01-28,2018-00001818,Traffic Stop,Traffic
5200 BLOCK PRICES FORK RD,2018-01-28,2018-00001819,Traffic Hazard,Traffic
3600 BLOCK RADFORD RD,2018-01-28,2018-00001821,Motor Vehicle Crash,Traffic
HIGHTOP RD / FIELD DR,2018-01-28,2018-00001424,Traffic Stop,Traffic
,2018-01-28,2018-00001829,Motor Vehicle Crash- W/Injuries,Traffic
,2018-01-28,2018-00000337,Motor Vehicle Crash- W/Injuries,Traffic
,2018-01-28,2018-00000084,Motor Vehicle Crash- W/Injuries,Traffic
HIGHTOP RD / FIELD DR,2018-01-28,2018-00001425,Traffic Stop,Traffic
3900 BLOCK SOUTH MAIN ST,2018-01-28,2018-00001427,Traffic Stop,Traffic
1500 BLOCK FIRE TOWER RD,2018-01-28,2018-00001830,Traffic Stop,Traffic
RADFORD RD  / BARRINGER MOUNTAIN RD,2018-01-28,2018-00001832,Traffic Stop,Traffic
ROCK RD / RADFORD RD,2018-01-28,2018-00001838,Traffic Stop,Traffic
2400 BLOCK PEPPERS FERRY RD,2018-01-29,2018-00001841,Traffic Stop,Traffic
PEPPERS FERRY RD / CONSTITUTION RD,2018-01-29,2018-00001842,Traffic Stop,Traffic
2300 BLOCK TYLER RD,2018-01-29,2018-00001847,Traffic Stop,Traffic
4000 BLOCK PRICES FORK RD,2018-01-29,2018-00001438,Radar,Traffic
5900 BLOCK CENTENNIAL RD,2018-01-29,2018-00001862,Radar,Traffic
3900 BLOCK SOUTH MAIN ST,2018-01-29,2018-00002168,Traffic Stop,Traffic
,2018-01-29,2018-00001883,Traffic Hazard,Traffic
4000 BLOCK RINER RD,2018-01-29,2018-00002188,Reckless Driving,Traffic
4000 BLOCK RINER RD,2018-01-29,2018-00001894,Reckless Driving,Traffic
3800 BLOCK SOUTH MAIN ST,2018-01-29,2018-00002190,Traffic Stop,Traffic
HORSESHOE LN / BISHOP RD,2018-01-29,2018-00001895,Traffic Stop,Traffic
,2018-01-29,2018-00002193,Traffic Stop,Traffic
TUNNEL CIR / VAUGHN CIR,2018-01-29,2018-00001905,Traffic Stop,Traffic
ROANOKE RD  / STONES KEEP LN,2018-01-29,2018-00001910,Traffic Stop,Traffic
5400 BLOCK ROANOKE RD,2018-01-30,2018-00001912,Traffic Stop,Traffic
6600 BLOCK ROANOKE RD,2018-01-30,2018-00001916,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2018-01-30,2018-00001920,Motor Vehicle Crash,Traffic
4000 BLOCK PRICES FORK RD,2018-01-30,2018-00001494,Radar,Traffic
8700 BLOCK ROANOKE RD,2018-01-30,2018-00001921,Traffic Stop,Traffic
PRICES FORK RD  / MERRIMAC RD,2018-01-30,2018-00001502,Traffic Stop,Traffic
,2018-01-30,2018-00001933,Traffic Hazard,Traffic
RIFFE ST / ROANOKE RD,2018-01-30,2018-00001934,Traffic Stop,Traffic
ROANOKE RD  / GINGERBREAD RD,2018-01-30,2018-00001936,Traffic Hazard,Traffic
LARKSPUR CIR / RINER RD,2018-01-30,2018-00000085,Motor Vehicle Crash- W/Injuries,Traffic
LARKSPUR CIR / RINER RD,2018-01-30,2018-00001942,Motor Vehicle Crash- W/Injuries,Traffic
LARKSPUR CIR / RINER RD,2018-01-30,2018-00000043,Motor Vehicle Crash- W/Injuries,Traffic
LARKSPUR CIR / RINER RD,2018-01-30,2018-00000015,Motor Vehicle Crash- W/Injuries,Traffic
LUSTERS GATE RD  / CLUBHOUSE RD,2018-01-30,2018-00001953,Reckless Driving,Traffic
500 BLOCK CRAIGS MOUNTAIN RD,2018-01-30,2018-00002265,Reckless Driving,Traffic
500 BLOCK CRAIGS MOUNTAIN RD,2018-01-30,2018-00001956,Reckless Driving,Traffic
HUFFVILLE RD  / HIGH ROCK HILL RD,2018-01-30,2018-00000046,Motor Vehicle Crash,Traffic
HUFFVILLE RD  / HIGH ROCK HILL RD,2018-01-30,2018-00000017,Motor Vehicle Crash,Traffic
HUFFVILLE RD  / HIGH ROCK HILL RD,2018-01-30,2018-00001961,Motor Vehicle Crash,Traffic
ROANOKE RD / ALLEGHANY SPRING RD,2018-01-30,2018-00001967,Traffic Stop,Traffic
ALLEGHANY SPRING RD / STRAWBERRY CIR,2018-01-31,2018-00001969,Traffic Stop,Traffic
2100 BLOCK RADFORD RD,2018-01-31,2018-00002276,Traffic Stop,Traffic
2100 BLOCK RADFORD RD,2018-01-31,2018-00001970,Traffic Stop,Traffic
JENNELLE RD / SOUTH MAIN ST,2018-01-31,2018-00001973,Traffic Hazard,Traffic
3800 BLOCK SOUTH MAIN ST,2018-01-31,2018-00001988,Traffic Stop,Traffic
400 BLOCK CONSTITUTION RD,2018-01-31,2018-00002000,Reckless Driving,Traffic
BRUNSWICK DR  / PRICES FORK RD,2018-01-31,2018-00001578,Traffic Stop,Traffic
HUFF LN  / MERRIMAC RD,2018-01-31,2018-00002325,Traffic Stop,Traffic
ADAMS MARKE DR  / MERRIMAC RD,2018-01-31,2018-00002326,Traffic Stop,Traffic
DOMINION DR / PEPPERS FERRY RD,2018-01-31,2018-00002329,Traffic Stop,Traffic
PEPPERS FERRY RD  / WALTON RD,2018-01-31,2018-00002019,Traffic Stop,Traffic
4200 BLOCK PRICES FORK RD,2018-01-31,2018-00002020,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2018-01-31,2018-00002021,Traffic Stop,Traffic
4200 BLOCK PRICES FORK RD,2018-01-31,2018-00002022,Traffic Stop,Traffic
200 BLOCK WALTON RD,2018-01-31,2018-00002023,Traffic Stop,Traffic
2400 BLOCK PEPPERS FERRY RD,2018-01-31,2018-00002027,Traffic Stop,Traffic
4400 BLOCK VALLEY VIEW CHURCH RD,2018-01-31,2018-00002029,Traffic Stop,Traffic
3800 BLOCK RINER RD,2018-01-31,2018-00002031,Traffic Stop,Traffic
4000 BLOCK RINER RD,2018-02-01,2018-00002033,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2018-02-01,2018-00002034,Traffic Stop,Traffic
2900 BLOCK RADFORD RD,2018-02-01,2018-00002035,Traffic Stop,Traffic
,2018-02-01,2018-00000365,Motor Vehicle Crash- W/Injuries,Traffic
,2018-02-01,2018-00000091,Motor Vehicle Crash- W/Injuries,Traffic
PEPPERS FERRY RD / DOMINION DR,2018-02-01,2018-00002041,Traffic Stop,Traffic
,2018-02-01,2018-00000366,Motor Vehicle Crash- W/Injuries,Traffic
,2018-02-01,2018-00000092,Motor Vehicle Crash- W/Injuries,Traffic
000 BLOCK RD INTERSTATE 81 S RAMP,2018-02-01,2018-00002044,Motor Vehicle Crash,Traffic
1600 BLOCK AUBURN SCHOOL DR,2018-02-01,2018-00002046,Traffic Hazard,Traffic
NOLEN RD  / PEPPERS FERRY RD,2018-02-01,2018-00002372,Traffic Stop,Traffic
4500 BLOCK EASTERN MONTGOMERY LN,2018-02-01,2018-00002047,Radar,Traffic
8000 BLOCK ROANOKE RD,2018-02-01,2018-00002048,Traffic Stop,Traffic
ROANOKE RD / RIFFE ST,2018-02-01,2018-00002049,Traffic Stop,Traffic
5500 BLOCK CHESTNUT RIDGE RD,2018-02-01,2018-00002053,Motor Vehicle Crash,Traffic
