Other Offenses,2015,2014,% CHANGE
Arson,5,6,-17
Shoplifting,141,167,-16
Vandalism,183,243,-23
Public Intoxication,207,241,-14
Larceny from Auto,64,110,-42
D.U.I.,86,129,-33
