Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday ,166,62,37,78,119,75,99,97,118,157,190,187,32
Tuesday,141,55,44,59,90,82,97,78,124,140,195,194,18
Wednesday,155,55,44,79,84,74,100,72,144,134,195,167,25
Thursday ,142,48,50,58,80,73,113,107,139,146,165,195,28
Friday,156,52,41,68,107,87,99,100,185,163,185,218,28
Saturday,190,94,42,42,94,96,109,97,122,150,205,231,20
Sunday ,160,81,39,48,68,88,100,97,107,119,141,163,18
Total,1110,447,297,432,642,575,717,648,939,1009,1276,1355,169
