Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday ,24,18,11,7,7,12,16,12,14,17,16,20,1
Tuesday,28,7,7,5,8,11,6,8,21,15,16,17,1
Wednesday ,15,9,5,5,12,11,8,15,16,13,19,16,6
Thursday ,12,14,9,4,6,10,13,10,18,13,16,17,3
Friday ,22,12,12,3,13,5,12,23,15,16,19,17,0
Saturday ,23,13,10,11,7,10,12,15,9,17,29,22,3
Sunday ,23,28,25,10,8,8,12,7,18,13,22,21,2
Total,147,101,79,45,61,67,79,90,111,104,137,130,16
