Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday ,95,36,11,20,60,59,75,75,74,45,50,36,33
Tuesday,109,26,10,17,61,57,61,77,77,48,56,45,31
Wednesday,97,26,9,20,54,54,72,89,71,54,56,45,19
Thursday,98,23,18,26,67,54,71,92,59,51,48,37,35
Friday,121,30,18,33,54,57,78,79,64,55,53,72,48
Saturday,138,70,31,23,52,28,57,56,57,44,62,91,31
Sunday ,125,58,36,15,40,24,50,35,44,42,41,47,20
TOTAL ,783,269,133,154,388,333,464,503,446,339,366,373,217
