Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday ,352,165,140,437,620,406,470,391,464,384,366,287,110
Tuesday,369,128,122,421,615,429,428,365,503,388,344,294,97
Wednesday ,354,150,138,423,604,436,473,369,466,413,309,269,80
Thursday,341,126,129,421,645,428,481,342,454,440,326,293,75
Friday ,385,157,130,402,659,417,452,460,651,450,323,320,101
Saturday,402,191,140,162,320,316,418,368,386,391,364,370,79
Sunday ,366,225,115,119,278,278,385,357,380,361,298,297,85
Total,2569,1142,914,2385,3741,2710,3107,2652,3304,2827,2330,2130,627
