Survey Year,UnitID,Institution Name,Campus ID,Campus Name,Institution Size,Murder/Non-Negligent Manslaughter,Negligent Manslaughter,Sex Offenses - Forcible,Sex Offenses - Non-Forcible,Robbery,Aggravated Assault,Burglary,Motor Vehicle Theft,Arson
2013,231420,Averett University,1,Main Campus,906,0,0,0,0,0,1,1,0,0
2013,366793,Baptist Theological Seminary at Richmond,1,Main Campus,77,0,0,0,0,0,0,0,0,0
2013,231554,Bluefield College,1,Main Campus,842,0,0,0,0,0,0,1,0,0
2013,231581,Bridgewater College,1,Main Campus,1848,0,0,5,0,0,0,2,0,0
2013,231712,Christopher Newport University,1,Main Campus,5232,0,0,8,0,0,2,1,0,0
2013,231624,College of William and Mary,1,Main Campus,8376,0,0,3,0,0,0,12,0,0
2013,231624,College of William and Mary,5,Eastern Shore Laboratory,8376,0,0,0,0,0,0,0,0,0
2013,232043,Eastern Mennonite University,1,Main Campus,1640,0,0,0,0,0,0,0,0,0
2013,231970,Eastern Virginia Medical School,1,Main Campus,1017,0,0,0,0,0,0,0,0,0
2013,232025,Emory & Henry College,1,Main Campus,959,0,0,2,0,0,0,10,0,0
2013,232089,Ferrum College,1,Ferrum College,1512,0,0,2,0,1,0,9,0,1
2013,232186,George Mason University,1,Main Campus,33917,0,0,8,0,0,0,9,0,1
2013,232256,Hampden-Sydney College,1,Main Campus,1070,0,0,0,0,0,0,4,0,0
2013,232265,Hampton University,1,Main Campus,4622,0,0,0,0,0,0,5,0,0
2013,232308,Hollins University,1,Hollins University,750,0,0,0,0,0,0,0,0,0
2013,232423,James Madison University,1,Main Campus-Harrisonburg,20181,0,0,4,0,0,2,8,0,1
2013,232423,James Madison University,2,Madison House (London Semester - Branch Campus),20181,0,0,0,0,0,0,0,0,0
2013,232423,James Madison University,3,Antwerp Hall- JMU Semester in Antwerp- Belgium,20181,0,0,0,0,0,0,0,0,0
2013,232423,James Madison University,4,Palazzo Capponi (JMU's Semester in Florence- Italy),20181,0,0,0,0,0,0,0,0,0
2013,232557,Liberty University,1,Main Campus,77338,0,0,0,0,0,0,6,0,0
2013,232566,Longwood University,1,Main Campus,4960,0,0,0,0,0,1,6,0,0
