2003,2002,,2003,2002
-,1,HOMICIDE,-,1
6,8,RAPE,4,4
6,14,ROBBERY,6,5
148,141,ASSAULT,123,94
36,24,BURGLARY,12,8
300,270,LARCENY,75,42
16,22,AUTO THEFT,7,11
512,480,TOTALS,228,165
