Arrests by Offense,Highland,
,Adult,Juvenile
Murder,,
Manslaughter,,
Forcible Rape,,
Robbery,,
Aggravated Assault,,
Burglary,,
Larceny,1,
Motor Vehicle Theft,,
Arson,,
SUBTOTAL FOR PART I OFFENSES,1,
Other Assaults,1,
Forgery & Counterfeiting,,
Fraud,,
Embezzlement,,
"Stolen Property: Buy, Receiving, Poss.",1,
Vandalism,,
"Weapons: Possessing, Etc.",1,
Prostitution & Commercialized Vice,,
Sex Offenses (except Rape & Prostitution),,
Narcotic Drug Laws: Sale/Manufacture,,
Narcotic Drug Laws: Possession,1,
Gambling,,
Offenses Against the Family,,
Driving Under the Influence,4,
Liquor Laws,3,
Public Drunkenness,1,
Disorderly Conduct,,
All Other (except Traffic),13,1
Curfew & Loitering,,
"Runaways, Juveniles Apprehended",1,
SUBTOTAL FOR PART II OFFENSES,25,1
TOTAL,26,1
