Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,117,68,44,17,40,50,58,87,66,110,180,197,58
Tuesday,107,54,29,24,30,57,43,77,71,109,209,170,44
Wednesday,116,70,31,23,35,53,53,66,95,114,164,202,43
Thursday,128,60,23,27,24,60,58,63,72,101,173,182,30
Friday,129,74,33,22,41,58,67,59,111,122,198,243,47
Saturday,194,121,58,33,32,57,53,51,61,110,207,207,40
Sunday,165,132,56,24,32,40,36,66,81,113,169,190,47
TOTAL,956,579,274,170,234,375,368,469,557,779,1300,1391,309
