Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,32,21,11,7,11,14,18,17,27,39,27,25,8
Tuesday,43,25,15,11,10,16,15,15,36,17,16,18,9
Wednesday,30,13,15,11,14,19,18,16,29,17,26,18,6
Thursday,21,19,9,9,11,22,21,12,34,22,20,20,5
Friday,19,16,13,10,10,15,18,23,25,15,31,33,3
Saturday,37,23,14,3,8,14,14,20,26,27,27,34,9
Sunday,40,21,13,7,8,23,17,33,32,36,29,22,9
TOTAL,222,138,90,58,72,123,121,136,209,173,176,170,49
